"","Pvalue","R2"
"Linear_hexp",0.331360905961253,-0.000580436690632791
"Linear_hexp_woWI",0.469514390503212,-0.0232959233105152
"Quad_Hexp",0.532094993532952,-0.0264012880513533
"Quadatric_hexp_woWI",0.469514390503212,0.226488944260946
