"","Ind","Pop","Longitude","Latitude","B114_1","B114_2","B159__1","B159_2","WGA_1","WGA_2","A5_1","A5_2","B157_1","B157_2","B212_1","B212_2","B121_1","B121_2","B147_1","B147_2","B249_1","B249_2","B262_1","B262_2","B264_1","B264_2"
"819","C4257","9101113a",-66.28997,45.87606,248,248,122,124,165,177,203,207,160,166,217,217,177,193,333,341,187,187,326,334,221,235
"832","C4383","9101113a",-66.4921,45.88694,254,254,128,128,177,177,199,203,157,164,215,215,179,189,335,343,183,187,317,340,235,235
"836","C4390","9101113a",-66.49261,45.88464,256,276,104,104,161,177,199,205,160,160,239,239,170,187,341,343,169,181,317,317,235,235
"856","C4514","9101113a",-66.48139,45.85098,258,280,104,130,179,179,207,211,160,167,215,223,177,177,335,341,181,185,317,317,235,239
"861","C4519","9101113a",-66.47025,45.85462,254,282,104,136,171,179,205,205,169,169,217,240,177,181,331,331,187,187,317,336,223,239
"867","C4534","9101113a",-66.3638,45.88848,282,282,122,124,163,167,203,207,157,160,231,231,179,179,335,341,183,191,334,340,221,239
"870","C4699","9101113a",-66.38107,45.88245,248,276,122,124,159,165,203,203,158,167,219,240,185,187,331,333,169,189,317,340,227,227
"872","C1541","9101113a",-66.2998834,45.8854515,276,276,122,130,163,177,0,0,152,160,239,255,179,183,339,341,169,181,340,346,235,239
"873","C1542","9101113a",-66.2996161,45.8859133,276,278,122,124,163,177,203,207,152,166,0,0,179,179,333,339,169,187,340,340,235,239
"875","C1544","9101113a",-66.3008952,45.8855835,282,290,128,130,177,177,207,207,157,166,205,241,179,179,333,339,185,185,334,344,237,239
"878","C1547","9101113a",-66.2999835,45.8847158,248,248,104,124,155,165,207,217,160,166,231,241,177,185,333,339,169,169,334,340,0,0
"883","C1553","9101113a",-66.3032891,45.8864501,248,286,122,130,155,163,203,207,161,161,0,0,187,193,329,341,183,189,328,342,227,235
"885","C1555","9101113a",-66.3039826,45.8870335,276,286,128,130,163,177,217,219,157,160,209,233,177,177,339,339,185,187,318,336,0,0
"887","C1557","9101113a",-66.3051282,45.8873306,248,276,128,130,163,177,207,217,157,166,215,233,177,193,333,339,181,183,318,336,235,239
"890","C1560","9101113a",-66.3066797,45.8877632,248,286,128,130,163,177,203,217,160,160,239,259,177,185,333,333,181,183,328,336,235,239
"892","C1562","9101113a",-66.3074199,45.8879157,248,254,104,104,159,165,205,207,157,164,211,239,0,0,333,339,169,191,0,0,237,237
"895","C1565","9101113a",-66.3086457,45.8876206,248,282,120,130,161,177,203,207,157,166,221,227,177,179,327,341,183,185,318,342,235,237
"897","C1567","9101113a",-66.3093678,45.8878806,248,278,124,130,163,177,203,219,157,160,215,221,177,185,333,339,183,185,318,328,235,239
"899","C1569","9101113a",-66.3106213,45.8880812,248,282,122,128,163,177,207,219,157,166,211,215,181,193,333,333,181,185,318,318,235,235
"901","C1571","9101113a",-66.3112714,45.8874304,274,282,130,130,163,177,207,209,157,166,233,239,177,187,329,339,169,183,328,334,239,239
"905","C1576","9101113a",-66.3129533,45.887299,248,254,104,124,159,175,203,205,157,166,221,241,181,187,333,333,183,189,334,340,221,237
"906","C1577","9101113a",-66.3140508,45.8859207,248,280,124,130,165,177,203,205,166,166,0,0,177,181,333,333,169,191,334,340,227,235
"908","C1579","9101113a",-66.3126454,45.8859326,280,282,124,130,165,175,205,217,160,166,215,241,177,179,333,333,169,181,326,342,221,221
"909","C3990","9101113b",-66.669269,45.963994,248,248,104,120,163,163,203,203,161,167,215,240,170,183,343,343,169,169,330,340,239,239
"910","C3991","9101113b",-66.667105,45.96427,254,254,124,124,171,179,203,211,158,167,215,229,177,183,327,341,169,173,340,340,221,239
"911","C3992","9101113b",-66.667009,45.964323,272,272,104,122,155,171,203,203,158,161,229,229,170,177,343,343,173,187,317,317,221,239
"913","C3994","9101113b",-66.668267,45.964183,254,254,104,136,175,175,203,203,164,166,213,225,177,187,335,337,173,185,317,317,221,235
"915","C4172","9101113b",-66.69308,45.98742,254,278,104,122,163,171,203,209,161,167,233,233,185,185,327,343,189,193,325,338,221,235
"916","C4173","9101113b",-66.6918,45.98801,276,276,104,130,163,163,209,209,167,167,212,240,185,193,0,0,169,181,340,340,233,233
"918","C4232","9101113b",-66.64687,45.9617,276,276,104,106,177,177,203,203,160,166,0,0,170,183,339,341,183,189,325,340,235,235
"919","C4234","9101113b",-66.64687,45.9617,0,0,104,104,163,177,203,207,160,166,225,225,170,183,333,341,181,189,317,325,235,239
"920","C4259","9101113b",-66.78109,45.96775,276,276,128,130,175,175,203,205,157,166,221,221,177,177,333,339,169,191,317,317,221,239
"921","C4260","9101113b",-66.78146,45.96796,276,276,104,122,163,175,203,213,160,166,213,213,177,179,341,341,185,187,330,340,221,237
"922","C4261","9101113b",-66.76376,45.96838,0,0,122,122,163,165,203,203,166,166,213,213,187,193,331,333,185,193,334,340,223,223
"923","C4262","9101113b",-66.75617,45.96694,248,248,124,130,155,165,217,217,157,160,239,239,170,185,331,333,173,183,326,336,221,239
"924","C4263","9101113b",-66.75663,45.96708,248,248,130,132,163,177,207,207,160,166,215,215,183,187,339,341,169,189,318,336,239,239
"927","C4266","9101113b",-66.75691,45.96753,272,272,124,130,155,177,207,219,157,166,239,239,183,185,331,339,173,189,325,326,221,227
"928","C4267","9101113b",-66.75354,45.96712,0,0,104,130,177,177,207,211,160,166,215,215,170,187,341,341,169,179,317,317,221,237
"930","C4269","9101113b",-66.74807,45.9665,248,248,122,122,175,175,203,205,157,160,213,213,183,187,331,337,183,183,317,317,235,239
"933","C4272","9101113b",-66.74092,45.96669,248,248,128,134,159,177,205,209,160,160,239,239,183,187,333,339,183,185,315,317,221,221
"937","C4276","9101113b",-66.72677,45.96781,262,262,104,104,163,163,215,215,160,166,0,0,183,187,333,339,169,189,315,326,235,235
"939","C4278","9101113b",-66.71777,45.96761,248,256,122,128,159,171,211,213,160,166,223,223,183,187,331,341,181,181,325,340,239,239
"940","C4279","9101113b",-66.71439,45.96785,254,260,104,130,171,177,203,205,160,166,205,205,177,181,341,341,169,189,325,326,235,235
"941","C4280","9101113b",-66.71599,45.96762,248,254,122,130,161,171,203,205,166,166,213,213,181,185,333,341,169,181,317,317,237,239
"942","C4281","9101113b",-66.71211,45.9677,248,248,106,122,163,165,203,219,157,160,221,221,170,177,333,333,169,189,317,317,235,235
"943","C4282","9101113b",-66.71072,45.9675,248,274,120,128,157,159,199,203,160,166,217,227,179,183,327,327,183,189,317,317,221,235
"945","C4284","9101113b",-66.70877,45.96769,248,248,104,128,159,177,203,203,157,166,217,217,177,183,0,0,183,189,317,317,237,239
"947","C4286","9101113b",-66.7376,45.96688,248,254,104,106,161,167,203,211,157,164,0,0,177,177,333,341,183,189,325,326,235,239
"948","C4287","9101113b",-66.70351,45.96666,248,258,104,128,161,161,203,205,157,166,213,213,177,177,331,333,183,189,326,340,235,239
"950","C4289","9101113b",-66.70252,45.96596,262,276,120,124,165,177,207,211,166,166,0,0,177,181,329,341,183,187,315,338,235,235
"951","C4290","9101113b",-66.70243,45.96613,262,272,120,122,163,165,207,207,160,166,215,215,177,185,329,333,179,183,315,315,237,237
"957","C4307","9101113b",-66.66271,45.95958,254,264,104,104,165,171,195,205,160,166,0,0,177,177,0,0,185,189,330,330,239,239
"960","C4310","9101113b",-66.6729,45.96098,272,272,120,130,155,175,217,219,160,164,217,217,170,177,339,339,185,187,315,317,0,0
"961","C4311","9101113b",-66.6734,45.96122,276,276,120,120,155,165,203,219,160,160,0,0,181,185,333,333,185,187,0,0,221,227
"962","C4312","9101113b",-66.67552,45.96243,262,262,120,128,177,177,203,219,164,166,217,217,170,183,333,333,181,185,330,330,239,243
"964","C4314","9101113b",-66.68288,45.96513,248,266,104,106,175,175,211,219,160,160,215,225,177,183,333,333,187,189,330,334,237,239
"968","C4318","9101113b",-66.69072,45.98466,248,258,128,128,163,179,203,203,157,160,0,0,177,179,339,339,181,183,332,332,221,221
"970","C4321","9101113b",-66.689,45.98634,248,254,104,104,163,171,205,217,160,164,213,231,170,183,0,0,185,187,325,325,221,237
"972","C4323","9101113b",-66.68688,45.98799,258,258,104,104,163,171,203,203,160,164,215,231,170,181,333,333,169,193,0,0,235,237
"973","C4324","9101113b",-66.70061,46.00626,256,256,104,122,163,177,205,205,160,166,239,239,177,183,335,341,169,181,315,317,227,233
"977","C4334","9101113b",-66.68658,45.98795,254,258,124,128,177,177,205,217,160,164,223,231,170,187,335,335,183,185,317,330,239,239
"983","C4529","9101113b",-66.64878,45.96125,254,280,106,128,163,179,207,207,160,166,225,237,183,183,335,335,183,187,317,318,235,239
"984","C1582","9101113b",-66.831835,45.9863459,262,282,104,122,155,163,203,205,157,166,221,239,177,183,0,0,181,185,318,340,235,237
"985","C1583","9101113b",-66.8321107,45.9855681,248,282,122,156,163,171,203,211,166,166,217,259,171,177,329,339,169,189,330,340,237,239
"986","C1584","9101113b",-66.8322352,45.9853544,272,282,128,130,163,163,205,217,160,166,0,0,183,183,333,341,169,181,318,328,237,239
"987","C1585","9101113b",-66.8323175,45.98523,272,282,124,126,163,175,205,217,160,160,217,223,177,183,333,335,169,181,318,340,239,239
"988","C1586","9101113b",-66.832151,45.9848668,280,282,128,156,163,163,203,217,160,166,215,223,183,189,337,341,181,185,316,318,227,239
"990","C1589","9101113b",-66.8317652,45.9841665,248,248,104,120,165,175,203,217,157,160,217,217,177,183,333,333,183,185,340,340,235,237
"992","C1591","9101113b",-66.8314992,45.9837024,248,258,128,128,163,177,203,211,160,166,213,239,177,183,329,343,169,185,340,340,221,235
"993","C1592","9101113b",-66.831302,45.9834646,248,280,124,156,155,177,205,211,160,160,213,215,177,183,333,339,173,183,332,340,235,239
"995","C1594","9101113b",-66.8313119,45.9828798,258,262,120,156,175,177,203,211,164,166,215,215,177,181,333,341,185,187,340,340,227,237
"998","C1597","9101113b",-66.8314648,45.9822706,272,276,120,120,163,177,203,207,157,166,221,239,183,187,0,0,185,187,334,342,235,235
"999","C1598","9101113b",-66.8316664,45.9820674,248,280,104,120,163,177,203,217,160,160,0,0,177,183,333,335,183,185,338,338,227,237
"1000","C1599","9101113b",-66.8319955,45.9822357,280,280,104,124,163,177,203,205,160,166,213,259,183,183,335,339,183,183,326,332,221,237
"1002","C1601","9101113b",-66.8317275,45.9828156,248,276,104,130,155,163,203,207,157,166,215,217,177,185,333,333,181,185,338,340,229,239
"1006","C1605","9101113b",-66.8314974,45.9854034,254,272,122,140,163,171,209,211,160,160,213,217,177,187,327,335,183,189,316,318,221,221
"1010","C1609","9101113b",-66.8320656,45.9857293,280,282,120,126,163,177,211,217,160,166,213,223,183,183,333,343,181,183,318,340,237,237
"1011","C1610","9101113b",-66.8314726,45.9866991,276,280,124,130,175,177,205,207,166,166,213,235,171,183,333,339,169,183,332,334,235,237
"1012","C1611","9101113b",-66.8313609,45.986913,248,260,104,122,165,165,203,203,160,166,215,259,177,179,327,333,189,191,348,350,221,221
"1013","C1612","9101113b",-66.8314564,45.9871128,260,280,122,130,165,175,203,207,160,166,235,259,177,177,333,339,169,189,336,350,239,239
"1014","C1613","9101113b",-66.8313283,45.9874164,248,276,104,124,163,165,203,207,160,160,215,239,177,179,333,339,191,191,340,350,237,237
"1016","C3173","9101113b",-66.91072,46.06885,248,276,122,128,0,0,199,205,160,166,253,257,177,183,333,341,169,189,318,340,235,239
"1017","C3204","9101113b",-66.91138,46.06835,276,286,124,130,163,179,207,207,156,166,217,237,181,181,327,333,181,185,317,340,221,221
"1018","C3223","9101113b",-66.90788,46.0717,254,254,124,128,161,161,203,209,166,166,217,259,179,187,327,341,187,191,0,0,221,221
"1021","C3258","9101113b",-66.90855,46.07263,248,258,120,122,155,163,209,211,166,166,211,217,177,181,0,0,169,183,0,0,221,227
"1022","C3262","9101113b",-66.92072,46.07208,248,278,104,156,163,175,199,219,166,166,217,235,170,183,327,333,169,189,315,338,221,221
"1023","C3270","9101113b",-66.92213,46.0728,254,276,122,128,155,163,205,207,164,166,213,235,177,183,331,339,169,181,318,340,239,239
"1024","C3300","9101113b",-66.92118,46.07227,254,276,124,126,163,177,203,205,160,162,217,235,170,181,327,335,183,185,340,340,221,221
"1025","C3330","9101113b",-66.91348,46.06913,248,248,104,120,159,177,197,211,160,160,213,217,170,177,341,341,169,187,315,318,235,237
"1026","C3390","9101113b",-66.922,46.07248,248,248,124,126,155,175,203,207,160,166,217,235,170,183,327,331,185,189,0,0,221,221
"1027","C3424","9101113b",-66.9096,46.06962,248,276,104,128,175,181,0,0,156,166,225,235,183,187,329,333,181,187,317,336,235,235
"1028","C3958","9101113b",-66.577054,46.002343,248,248,104,130,171,177,203,217,161,167,212,212,177,183,335,335,169,181,317,317,235,235
"1031","C3962","9101113b",-66.638585,46.258053,256,256,104,134,179,179,203,205,161,167,217,217,177,187,327,343,181,181,317,340,239,239
"1033","C4019","9101113b",-66.582507,45.988462,260,280,104,140,159,163,199,201,161,162,215,215,185,187,327,333,181,187,317,317,235,235
"1036","C3995","9101113b",-66.60573,45.92625,0,0,104,104,0,0,203,203,158,167,215,215,179,187,335,341,169,183,330,340,221,239
"1039","C4000","9101113b",-66.60488,45.925868,248,276,104,136,155,181,199,203,158,161,233,240,181,189,333,341,187,191,317,340,223,239
"1041","C4002","9101113b",-66.605512,45.926154,248,276,104,130,163,179,203,205,158,167,213,233,179,183,333,333,183,189,330,344,235,239
"1044","C4006","9101113b",-66.576033,45.902238,248,254,104,120,163,179,203,209,164,166,217,217,177,183,333,333,181,181,334,334,237,237
"1051","U1941","APA12PACb",-78.9640434,41.8558719,254,272,124,128,161,173,203,215,160,160,243,245,171,183,339,341,187,187,316,334,221,235
"1052","U1942","APA12PACb",-78.9477644,41.852601,280,282,128,136,165,171,209,219,157,157,213,213,171,189,339,343,169,183,318,354,235,239
"1053","U1957","APA12PACb",-78.9589435,41.835166,0,0,104,122,163,179,207,211,160,166,211,225,183,183,333,339,169,187,316,320,221,221
"1054","U2016","APA12PACb",-78.9484086,41.854684,248,284,104,120,165,167,201,201,166,166,221,221,171,189,327,339,183,187,320,320,227,235
"1055","U2021","APA12PACb",-78.958476,41.8388863,248,256,128,130,155,165,207,209,160,166,0,0,183,187,337,341,169,183,316,316,223,223
"1056","U2022","APA12PACb",-78.9578555,41.8390824,256,276,120,134,167,169,205,207,160,166,233,251,179,183,327,331,183,187,318,334,235,235
"1057","U2023","APA12PACb",-78.9577346,41.8383418,248,272,128,134,155,173,205,207,157,164,217,233,171,179,331,337,183,187,318,320,221,221
"1058","U2024","APA12PACb",-78.9580977,41.8379069,248,260,124,124,159,171,203,207,162,166,229,251,179,179,333,339,189,191,330,356,235,239
"1059","U2025","APA12PACb",-78.9577351,41.837189,248,248,124,134,161,173,203,211,166,166,0,0,179,187,333,335,181,187,326,342,221,249
"1060","U2026","APA12PACb",-78.9572456,41.8370542,272,276,120,124,163,171,197,207,157,166,201,213,179,179,333,341,183,189,318,352,235,235
"1061","U2027","APA12PACb",-78.9572362,41.8369729,254,256,122,124,163,175,199,207,157,160,205,213,179,187,333,337,187,193,338,342,231,237
"1062","U2028","APA12PACb",-78.9572748,41.8368926,260,280,124,132,161,171,207,217,157,164,207,229,179,189,339,339,169,169,318,358,221,249
"1063","U2029","APA12PACb",-78.9570876,41.8333137,256,280,104,130,161,169,205,211,164,164,217,251,185,189,327,337,183,187,338,344,237,237
"1064","U2030","APA12PACb",-78.9570191,41.8331954,248,260,130,134,159,161,205,207,164,166,221,233,171,179,339,339,169,169,320,340,233,235
"1065","U2031","APA12PACb",-78.9565105,41.8332855,260,266,124,130,161,165,203,217,157,166,215,221,171,171,333,339,169,187,320,338,221,235
"1068","U1943","APA12PACb",-79.2568496,41.8382918,256,276,128,128,163,179,199,205,164,166,219,223,179,187,335,337,183,191,330,334,221,221
"1069","U1944","APA12PACb",-79.2562674,41.8375535,254,276,104,128,155,161,199,211,160,166,215,219,185,187,335,337,169,183,330,340,221,235
"1070","U1945","APA12PACb",-79.2631744,41.8377752,254,274,124,130,163,165,209,211,166,166,213,257,171,191,335,337,169,181,330,334,235,235
"1071","U1946","APA12PACb",-79.2630228,41.8375928,248,256,104,128,159,165,199,207,160,166,215,229,177,185,333,337,183,187,318,340,221,227
"1072","U1947","APA12PACb",-79.2611927,41.8331249,248,280,104,120,167,167,199,207,164,166,211,239,179,189,331,339,169,187,318,320,223,223
"1073","U1948","APA12PACb",-79.2611925,41.8331339,248,248,104,140,163,173,199,205,157,166,235,239,179,183,327,341,169,191,318,352,241,241
"1074","U1949","APA12PACb",-79.2611047,41.8319257,256,266,104,134,155,163,199,207,164,166,235,237,171,177,327,339,181,183,316,330,227,235
"1075","U1955","APA12PACb",-79.2612414,41.832216,252,280,124,130,163,175,203,207,164,166,235,239,177,189,339,339,169,187,328,338,221,221
"1076","U2005","APA12PACb",-79.1164872,41.8228989,258,260,128,130,163,171,197,213,166,166,227,259,179,183,335,339,183,187,334,352,221,221
"1077","U2006","APA12PACb",-79.1165701,41.8229453,248,288,104,146,163,165,203,213,160,166,215,225,171,185,339,339,169,187,316,318,229,235
"1078","U2007","APA12PACb",-79.1169256,41.8231402,256,258,124,146,161,165,203,203,166,166,225,235,179,187,339,339,187,187,318,328,221,235
"1079","U2008","APA12PACb",-79.1158781,41.8231411,252,258,120,146,161,161,209,213,160,166,217,231,171,181,333,339,169,187,318,352,229,229
"1081","U2010","APA12PACb",-79.1147326,41.8231943,258,288,104,120,161,171,0,0,166,166,213,217,183,189,333,333,181,183,316,336,235,235
"1083","U2012","APA12PACb",-79.1145377,41.8232722,248,256,120,130,165,167,209,217,160,166,217,223,171,171,333,339,183,187,326,334,235,245
"1085","U2014","APA12PACb",-79.1096045,41.8223354,248,248,122,128,155,161,199,211,160,168,217,217,179,185,331,333,169,187,316,332,235,251
"1087","U2702","APA12PACb",-79.25517,41.54528,248,260,128,132,163,179,203,219,160,166,217,265,187,189,337,339,191,193,318,326,221,233
"1088","U2703","APA12PACb",-79.255,41.54493,254,286,122,130,165,179,203,207,160,168,217,223,179,179,337,337,169,193,316,316,221,233
"1089","U2704","APA12PACb",-79.43827,41.47794,256,256,104,120,163,165,207,209,164,166,203,225,187,187,339,341,181,187,318,340,221,221
"1090","U2706","APA12PACb",-79.25742,41.54366,258,270,104,122,161,171,0,0,160,164,0,0,171,177,333,337,169,177,318,344,221,237
"1091","U2707","APA12PACb",-79.25728,41.54283,248,248,104,115,159,165,207,207,159,164,219,227,171,171,333,333,183,187,318,330,237,237
"1092","U2708","APA12PACb",-79.25751,41.54356,248,248,124,132,161,167,209,217,157,164,217,251,171,177,327,333,169,169,318,338,225,235
"1093","U2698","APA12PACb",-79.67814,41.69298,248,264,104,122,159,165,205,211,160,160,215,229,171,183,333,339,181,183,318,326,235,235
"1094","U2700","APA12PACb",-79.67642,41.69276,258,274,120,130,161,167,203,211,157,166,215,261,171,173,333,341,187,191,318,334,221,235
"1095","U1924","APA12PACb",-79.4335656,41.5357614,248,278,104,130,161,163,207,207,166,168,215,257,183,195,327,339,183,197,326,344,235,237
"1096","U1930","APA12PACb",-79.4362788,41.5350957,248,254,124,124,163,171,207,207,166,166,205,253,171,183,331,343,183,187,316,340,237,241
"1097","U1931","APA12PACb",-79.4362002,41.5348785,248,254,104,124,159,171,203,207,166,168,217,257,171,171,333,343,181,183,316,318,221,235
"1099","U1933","APA12PACb",-79.4362703,41.5344561,248,248,124,124,161,167,199,203,157,166,231,257,171,177,343,343,169,183,318,328,223,237
"1100","U1934","APA12PACb",-79.4360249,41.5341916,248,286,120,120,161,177,203,217,157,166,213,243,185,187,339,339,177,183,318,330,221,227
"1101","U1935","APA12PACb",-79.4360262,41.5341376,276,282,104,128,161,167,203,217,166,166,205,257,185,185,333,333,187,191,316,318,221,227
"1102","U1936","APA12PACb",-79.4360059,41.5339842,254,280,104,124,161,163,207,207,157,166,231,257,171,171,331,335,173,187,318,338,0,0
"1104","U1938","APA12PACb",-79.4357922,41.5339002,260,280,104,128,163,167,207,211,157,168,231,255,171,171,333,343,181,187,318,318,229,235
"1105","U1939","APA12PACb",-79.4359011,41.5338566,248,280,122,128,163,171,201,207,157,160,207,217,171,187,341,343,169,189,318,326,221,221
"1107","U1950","APA12PACb",-79.2615604,41.8315544,256,256,115,115,171,171,201,207,166,168,215,217,181,185,329,333,169,187,326,340,227,235
"1108","U1951","APA12PACb",-79.2621681,41.8313474,256,280,124,136,163,165,207,217,157,166,211,229,179,189,331,333,169,175,318,318,221,227
"1109","U1953","APA12PACb",-79.2624792,41.8309738,262,278,124,124,169,175,207,207,160,166,221,237,171,185,333,339,169,183,318,318,221,235
"1110","U1954","APA12PACb",-79.2622741,41.8309888,256,262,124,130,161,163,203,207,166,166,229,229,171,185,331,335,169,169,316,320,221,223
"1111","U2044","APA12PACb",-79.2151435,41.5932839,248,254,128,134,171,171,205,217,160,166,213,261,179,189,337,339,173,181,316,318,225,235
"1112","U2045","APA12PACb",-79.2124249,41.5935388,254,272,124,132,171,173,199,207,160,168,213,229,181,185,339,339,169,191,318,342,229,229
"1114","U2047","APA12PACb",-79.2123435,41.5938798,254,276,128,136,147,157,199,207,160,160,227,227,189,189,333,341,183,191,316,318,233,235
"1115","U2048","APA12PACb",-79.2134036,41.5937252,260,286,132,132,165,173,199,209,160,160,213,229,171,183,333,333,183,183,338,342,229,239
"1117","U2050","APA12PACb",-79.2131943,41.5939201,248,260,120,122,157,161,199,209,160,164,213,215,179,185,337,339,169,181,318,344,235,237
"1118","U2051","APA12PACb",-79.2135536,41.5939437,254,254,120,134,163,171,199,199,164,166,203,213,171,177,333,337,183,187,318,318,235,237
"1120","U2056","APA12PACb",-79.4356254,41.5368432,254,280,115,130,163,165,207,217,164,166,221,247,171,171,333,339,183,183,334,356,235,235
"1121","U2057","APA12PACb",-79.4355994,41.5369239,280,282,104,124,167,173,203,205,166,166,223,229,185,193,333,339,169,183,332,334,237,237
"1122","U2058","APA12PACb",-79.4359363,41.5368745,248,282,124,136,163,163,203,205,160,160,229,255,185,187,331,331,173,191,320,334,235,235
"1123","U2059","APA12PACb",-79.436765,41.5373091,282,284,104,122,159,167,203,203,160,164,0,0,181,193,331,331,169,187,326,334,221,221
"1124","U2060","APA12PACb",-79.4367429,41.5372277,248,254,124,146,159,173,199,207,160,166,217,247,171,185,333,343,183,187,318,344,235,237
"1125","U2061","APA12PACb",-79.4362935,41.5374738,272,280,128,130,163,169,199,207,166,166,233,247,185,187,327,339,183,183,318,356,221,221
"1126","U2062","APA12PACb",-79.4367914,41.5377057,262,272,130,132,163,163,199,205,160,166,0,0,171,187,333,333,169,189,320,356,235,235
"1127","U2063","APA12PACb",-79.4368365,41.5378234,248,272,124,130,159,167,199,203,166,166,0,0,171,187,333,339,169,183,318,344,221,221
"1129","U2065","APA12PACb",-79.4374751,41.5396785,258,258,104,136,159,171,207,207,164,166,227,265,185,187,333,335,169,191,330,340,235,235
"1131","U2067","APA12PACb",-79.4363042,41.5320517,248,268,104,124,161,163,205,217,157,160,217,227,171,177,333,339,169,169,328,338,237,237
"1132","U2068","APA12PACb",-79.4362188,41.5321136,254,268,120,124,161,163,207,207,157,166,215,227,177,177,333,333,169,181,316,318,221,237
"1133","U2069","APA12PACb",-79.436182,41.5321491,248,254,120,128,167,167,199,207,160,166,217,231,171,185,335,339,187,187,338,344,221,235
"1134","U2070","APA12PACb",-79.4362395,41.532249,268,288,124,128,163,165,207,211,160,166,211,243,177,187,333,343,187,191,316,344,221,237
"1135","U2071","APA12PACb",-79.4354785,41.5319955,258,258,128,128,173,175,205,207,157,166,227,237,171,185,327,333,191,191,316,344,223,235
"1139","U2076","APA12PACb",-79.4363407,41.533025,268,280,128,128,157,163,199,207,157,166,231,247,171,177,341,343,169,183,338,344,221,235
"1140","U2077","APA12PACb",-79.4363769,41.5330165,248,280,122,124,163,171,199,203,160,166,217,239,171,189,333,343,183,189,318,346,221,237
"1144","U2082","APA12PACb",-79.4359144,41.5333074,254,268,120,124,161,167,205,207,157,160,227,259,177,177,335,343,177,187,318,328,221,237
"1146","U2084","APA12PACb",-79.4357723,41.5332334,256,280,122,122,167,177,207,207,157,166,213,257,171,189,333,339,177,187,328,340,221,221
"1150","U2089","APA12PACb",-79.2875342,41.7932077,276,284,104,124,161,175,199,205,164,166,229,263,177,187,333,335,179,183,316,326,235,235
"1151","U2090","APA12PACb",-79.287405,41.7930886,248,276,122,124,161,165,203,205,157,166,209,229,171,181,335,343,183,187,338,340,221,235
"1153","U2098","APA12PACb",-79.3359187,41.7237394,272,272,120,122,163,165,207,207,164,166,223,259,185,189,331,333,169,191,326,328,223,223
"1154","U2108","APA12PACb",-79.1312072,41.3234895,248,276,104,128,155,163,199,207,154,154,239,239,181,183,327,335,187,187,318,318,223,243
"1155","U2111","APA12PACb",-79.0716631,41.3548963,248,258,122,124,165,169,203,209,164,166,217,223,171,179,335,339,169,189,340,344,235,235
"1156","U2113","APA12PACb",-79.071819,41.3544756,248,276,130,130,165,165,207,209,166,168,225,245,179,187,331,335,191,193,326,344,243,243
"1157","U2114","APA12PACb",-79.0718025,41.3542231,248,266,104,130,165,173,209,213,160,166,221,225,179,183,335,339,187,193,334,344,221,235
"1158","U2115","APA12PACb",-79.0727626,41.3545004,248,248,104,128,161,169,207,209,166,166,217,257,185,187,331,333,169,181,320,344,235,235
"1159","U2116","APA12PACb",-79.0015697,41.3606264,254,284,130,136,161,163,0,0,157,167,205,231,189,193,333,337,169,169,334,344,227,227
"1160","U2117","APA12PACb",-78.9755408,41.3746094,248,266,122,130,165,177,203,207,164,166,241,243,177,181,327,335,181,195,316,330,221,221
"1161","U2119","APA12PACb",-78.9353871,41.388622,248,248,104,128,161,163,195,209,157,168,233,263,179,179,333,341,169,189,318,344,221,223
"1162","U2120","APA12PACb",-78.9055364,41.3997552,248,254,104,136,163,167,207,215,160,166,213,217,177,185,329,329,183,191,328,340,227,229
"1164","U2664","APA12PACb",-79.10321,41.32987,254,256,104,128,157,171,205,207,160,160,205,239,177,189,333,339,185,189,316,332,221,235
"1165","U1198","BV",-85.911685,35.9208704,248,278,130,130,163,167,207,207,160,162,0,0,171,185,327,333,173,183,316,318,237,239
"1166","U1199","BV",-85.9120226,35.9204948,256,276,130,132,163,171,203,207,157,164,221,229,179,185,333,335,169,187,336,346,223,235
"1167","U1200","BV",-85.911606,35.9185437,256,264,120,130,155,163,207,211,160,166,215,251,185,189,333,335,181,191,318,320,223,235
"1168","U1201","BV",-85.9121185,35.91835,250,260,122,132,155,169,205,209,154,166,227,237,177,189,329,333,169,187,318,344,235,237
"1169","U1202","BV",-85.9121185,35.91835,256,260,104,132,155,163,209,217,164,166,227,263,175,177,333,335,169,169,318,326,227,229
"1170","U1203","BV",-85.9117515,35.9184368,254,268,132,138,163,171,203,203,157,166,213,215,171,191,331,337,183,183,318,318,221,237
"1172","U1205","BV",-85.9091117,35.912129,248,250,124,130,161,165,207,217,166,166,211,221,189,189,327,333,187,191,318,326,235,235
"1173","U1206","BV",-85.9091682,35.9120484,248,254,124,138,163,163,203,207,160,168,213,215,177,189,333,343,183,187,326,326,233,235
"1174","U1207","BV",-85.908733,35.9122608,248,270,104,138,163,163,203,207,166,168,219,231,177,189,329,333,183,187,318,342,235,237
"1175","U1208","BV",-85.9092124,35.9120578,248,260,104,132,163,165,203,207,166,168,213,219,171,189,333,333,183,191,318,326,227,237
"1176","U1209","BV",-85.9092803,35.9119503,250,262,120,132,163,169,203,211,166,166,211,263,177,189,333,339,183,191,318,326,235,235
"1177","U1210","BV",-85.9092099,35.9122381,248,248,128,138,163,163,209,217,160,166,215,221,181,189,327,333,169,183,326,334,223,235
"1178","U1211","BV",-85.9092131,35.9120037,248,258,132,138,163,177,207,211,164,166,211,223,171,179,337,339,169,191,318,318,221,235
