11,1635,24,92,24,20,110,112,102,35,55,61,227,126,114,136,21,33,27,28,21,61,121,30,39,18,22
,,,C3408,C1720,C1689,C3293,C3417,C3389,C4850,C4824,C4889,C1579,C4235,U2664,U1434,U1876,U1846,U1791,U2503,U2230,U1197,U1492,U1517,U2367,U2326,U2531
Ind,Pop,B114, ,B159, ,WGA, ,A5_2, ,B157, ,B212_2, ,B121, ,B147, ,B249, ,B262, ,B264, ,,,
C3984,C3408,248,258,126,130,165,177,205,209,158,164,240,243,177,181,335,341,181,181,330,340,221,239,,,
C3985,C3408,260,280,104,124,165,177,203,219,164,161,205,205,177,183,335,327,189,189,317,317,239,235,,,
C3986,C3408,248,276,124,128,165,165,205,203,161,167,240,219,177,181,335,327,181,185,326,326,239,239,,,
C4231,C3408,276,276,116,122,159,167,205,211,157,157,217,217,177,183,335,333,185,183,340,315,239,231,,,
C4344,C3408,248,248,128,120,165,175,203,213,157,166,212,212,183,187,327,327,189,187,317,317,239,235,,,
C4347,C3408,276,276,128,122,159,175,205,219,166,166,0,0,177,181,0,0,189,187,326,326,227,237,,,
C4352,C3408,248,248,124,128,165,155,211,207,157,157,0,0,181,183,0,0,181,183,330,326,239,239,,,
C4354,C3408,248,248,130,128,165,175,205,207,164,166,0,0,181,187,0,0,183,183,317,317,239,239,,,
C4355,C3408,248,254,128,120,163,163,205,207,160,160,217,217,177,177,0,0,185,191,317,326,221,237,,,
C4356,C3408,248,256,130,128,167,163,203,203,166,160,215,215,177,177,0,0,191,191,317,317,239,237,,,
C4357,C3408,248,248,0,0,167,161,211,207,157,157,235,235,177,185,0,0,189,191,318,318,239,239,,,
C4358,C3408,248,258,128,128,165,165,0,0,164,157,203,203,177,187,0,0,189,187,317,326,237,229,,,
C4419,C3408,248,254,104,128,165,177,205,203,157,160,233,233,177,183,0,0,183,197,326,315,237,237,,,
C4420,C3408,248,260,124,128,165,177,203,207,157,162,233,213,177,193,0,0,181,183,0,0,237,237,,,
C4421,C3408,260,254,104,128,165,177,205,203,157,160,239,233,177,177,339,339,183,197,340,315,237,237,,,
C4422,C3408,260,254,104,128,165,177,205,203,157,160,239,233,177,177,339,339,183,197,340,315,237,237,,,
C4423,C3408,254,254,104,128,165,177,205,207,157,160,233,213,177,193,333,339,181,183,340,315,239,237,,,
C4424,C3408,248,248,124,128,165,165,203,207,160,160,205,205,183,193,0,0,181,183,0,0,237,237,,,
C4425,C3408,254,254,104,124,165,163,205,203,157,160,217,233,181,170,341,339,185,183,325,336,237,237,,,
C4426,C3408,254,254,104,128,165,163,203,207,157,157,205,217,177,181,0,0,185,185,325,325,239,237,,,
C4428,C3408,248,254,128,136,165,177,0,0,164,157,205,213,177,177,333,339,187,191,340,340,239,239,,,
C4429,C3408,248,254,128,132,165,163,203,207,157,157,205,205,177,183,333,339,185,191,340,317,239,237,,,
