"","Longitude","Latitude","PA","MAT","MTwarQ","MTCQ","MAP","PwetM","PDM","precip_season","PwetQ","PDQ","PwarQ","PCQ","MDR","ISO","temp_season","MTwarM","MTCM","temp_range","MTwetQ","MTDQ"
"40",2133332.76454673,1053679.48080265,1,51.1631191467594,175.163119146759,-82.7219107231087,1099.007867274,109,80.4374679751818,10,315.533055105068,247.018672096877,272.389318958554,291.162408243391,106.885029869868,26,9937.05850911066,249.048149016627,-148.655089609604,397.703238626232,-49.7700597397361,-25.8368808532406
"41",2133634.02952285,1046423.33981144,1,53.5731103615053,176.591153575718,-78.4449328527078,1099.44597675568,109.401600264678,80.9964491049941,10,315.79964963435,248.387252315063,270.441381957702,292.380006155459,105.010797054609,26,9852.50533292937,249.591153575718,-143.061375802243,392.652529377961,-46.4449328527078,-23.0325355334203
"42",2135801.40908275,1033877.85203892,1,55.8490970311153,178,-74.3018059377694,1098.60490520927,109.906711147041,81,9.90671114704141,316.374012403349,248.942385884074,268.057614115926,293.316398287423,103.150902968885,26,9741.94964655676,250,-137.452708906654,387.452708906654,-42.3018059377694,-19.3018059377694
"43",2135154.01707693,1031549.67967417,1,56.7827256552669,177.898964466746,-73.2172743447331,1106.34763749717,110.782725655267,81.7827256552669,10,319.259984289178,251.449212499055,268.101035533254,295.578294167165,101.434548689466,26,9696.14582790768,248.434548689466,-135.434548689466,383.869097378932,-41.2172743447331,-19
"44",2129938.96506109,1031989.50659038,1,56.0600964924568,177.482579529654,-74.3184229033356,1106.54513669571,111.094937433148,82.0949374331479,10,317.931548455417,251.388872433306,269.034840940691,293.975512096822,101.844966074395,26,9713.84001205964,248.844966074395,-136.740905940533,385.585872014928,-41.9399035075432,-19
"45",2125188.72618599,1033316.26425511,1,54.4677985470222,177.585988011278,-77.2983021794667,1099.71231416819,110.45958543778,81,9.87359742650189,314.873597426502,247.126402573498,269.072616015198,289.233899273511,104.639698152991,26,9812.99391301503,250.45958543778,-140.757887617247,391.217473055026,-44.8842901907447,-21.0537101417128
"46",2128516.28215478,1022309.98926144,1,55,175.679818319171,-73.7594655699565,1128.90448259301,114.240534430043,84.2405344300435,10,325.146657731407,256.906123301363,271.130098270108,299.931348811024,99.6545928095096,25.9747744903388,9644.97957891348,245.439283889127,-135.414058379466,380.853342268593,-41.7342400602953,-19.9747744903388
"47",2123454.24082835,1025111.42579085,1,55.9421937264532,176.942193726453,-74.897954263708,1111.08405329626,112.159852009839,82.1598520098388,10,319.032463386546,251.886178187509,268.292800345501,293.598937554377,102.662960191753,26,9717.58217069745,249.171628086038,-137.287240633131,386.458868719169,-42.897954263708,-19.0578062735468
"48",2120916.37955506,1028684.64637914,1,54.95440082996,177.96458864086,-76.0820008026595,1098.18823488008,111,81,10,315,247.972795904801,267.108214624379,289.02621382172,105.946582083081,26.9373845456606,9785.25074634218,251,-140.082000802659,391.08200080266,-44.0820008026595,-20.0718129917599
"49",2121601.73201908,1016142.67280498,1,56.3287717783747,176.233583908017,-72.9048121296425,1113.57549023196,113.437644313608,82.3374431335419,10.1002011800663,322.079349032807,251.112530580692,266.008671355167,295.112530580692,103.22491255285,26.428972958441,9619.32270532303,247.896140774475,-135.467167816034,383.36330859051,-40.9048121296425,-18
"50",2114319.15138436,1028080.95334366,1,53.6757237230338,176.567082327323,-78.7827172085779,1097.73945981132,111.447102056715,80.4215787977801,10.0255232589345,314.857341979598,244.347854530117,266.760039458784,286.373377789051,107.57842120222,27,9839.75981431493,251.552897943285,-143.335615151863,394.888513095149,-46.3356151518633,-21.7685328245405
"51",2110664.68074373,1039332.915305,1,51.0368258779623,175.9972191614,-83.4801316395658,1100.45688933114,111.44343576591,79.9180057282757,10.5254300376341,313.88965237042,242.282228061061,270.881179850313,284.279447222461,108.081994271724,27,9973.10099003396,250.079213433124,-148.076302590218,398.155516023342,-20.5702262109859,-25.4377440844037
"52",2109766.26840559,1036678.42156607,1,52.9592004858249,176.744931551937,-80.8265305802871,1087.63261981044,110.659862126188,78.5323279021565,11,311.107120602596,238.319724252376,266.931985898775,280.724517930501,108.872465775968,27,9921.21024169823,251.744931551937,-146.612261646399,398.357193198336,3.56972883170664,-23.0407995141752
"53",2111461.55700222,1030095.78386043,1,53.8953338587719,176.895333858772,-79.0862321513395,1090.60437383594,111.404576683923,79.3522436133088,11,313.266063122383,240.161396981155,265.876951529297,283.10906391054,108.595423316077,27,9862.78513267094,251.543090245463,-143.752422527919,395.295512773382,-43.8217705735326,-21.7524225279193
"54",2101125.26927795,1059901.87320643,1,47.8765724116228,174.876572411623,-88.1234275883772,1081.24519918465,108.030337271475,77.133742731466,10,306.287507591319,235.360575779834,272.246855176754,276.060674542951,110.669761491642,27,10108.1228796337,250.742829680157,-155.289586093794,406.032415773951,2.01031514308877,-29.1234275883772
"55",2108793.97296242,1031880.87463509,1,51.8411201602077,174.920560080104,-81.0098508207337,1103.01871585798,112.216630085619,79.2284689389547,11,316.673567963528,241.673567963528,269.147040986456,283.673567963528,107.783369914381,27,9887.81705572106,249.692091141149,-146.009850820734,395.701941961883,7.05775024582622,-24.0098508207337
"56",2097161.32193123,1066708.92227522,1,45.6227447905387,172.622744790539,-91.3772552094613,1084.12248519993,107.749254355246,77.420582438823,10,306.590419232892,235.573119711738,275.083182335345,275.590419232892,110.982700478847,27,10180.1744917733,249.294072874116,-159.316628458946,408.610701333062,-1.31662845894627,-32.3166284589463
"57",2107252.90216609,1033192.05791254,1,52.9592004858249,176.744931551937,-80.8265305802871,1087.63261981044,110.659862126188,78.5323279021565,11,311.107120602596,238.319724252376,266.931985898775,280.724517930501,108.872465775968,27,9921.21024169823,251.744931551937,-146.612261646399,398.357193198336,3.56972883170664,-23.0407995141752
"58",2094450.36667733,1067389.42722805,1,45.9351129198324,173.350846009916,-91.1620422511649,1076.92701181433,107.142577080665,76.1425770806649,10,304.207464160833,232.791731070749,274.447196412495,272.843464332078,111,27,10190.3498467357,249.350846009916,-159.064887080168,408.415733090084,-0.746309161081211,-31.7463091610812
"59",2103635.18011368,1035227.14721988,1,52.9748423108619,176.970622838025,-80.3977145982796,1076.74335423363,109.413132949387,77.4019340711167,11,308.483086151609,235.217001091621,264.198822807917,277.217001091621,109.598065928883,27,9914.81062528062,252.579887645179,-146.386515720009,398.966403365188,8.97062283802479,-22.4089134765504
"60",2106795.96526674,1023945.74225141,1,51.0521596582613,174.48416668224,-80.8640140479565,1112.1966298802,112.952803278523,80.5524628900653,11,319.890076471089,245.021099486348,269.300984008719,287.057729058653,106.963370427695,27,9848.03855952843,247.968333364479,-145.780187754174,393.748521118653,7.13598595204346,-23.9478403417387
"61",2107226.52921702,1021894.63760142,1,52.9548800815779,174.891099038528,-78.0724367118763,1101.62829676201,112.06378104305,80.0364642495953,11,316.273785296826,243.118906417272,266.06292304339,285.182687460322,106.917557832323,27,9769.83359190765,248.872437913901,-142.071578712217,390.944016626118,8.8825403089902,-22.0273167934542
"62",2108763.25984009,1015831.34585949,1,52.9754526541777,173.997371430824,-77.599298259841,1111.65585775132,112.978081223354,81.4033303093353,11,320.865858770948,246.334945410221,266.474343777626,289.313026633575,105.068384899114,27,9710.19634423463,247.043837553292,-141.095560814113,388.139398367405,-42.9971954016132,-21.5747509140187
"63",2107320.32107447,1013521.99529753,1,52.9754526541777,173.997371430824,-77.599298259841,1111.65585775132,112.978081223354,81.4033303093353,11,320.865858770948,246.334945410221,266.474343777626,289.313026633575,105.068384899114,27,9710.19634423463,247.043837553292,-141.095560814113,388.139398367405,-42.9971954016132,-21.5747509140187
"64",2102083.35100138,1024372.01469832,1,49.9248368289087,172.924836828909,-83.1366871289001,1110.86977827407,112.678534292039,79.8768487315654,11,319.692173505322,243.013639213282,270.273477610617,285.273580963434,107.123151268435,27,9862.69249365792,246.506244287021,-147.718094587012,394.224338874033,5.60337112094813,-25.8152214209395
"65",2103890.53397687,1015953.45017212,1,51.921384701864,173.059279532524,-79.1896950356915,1114.34310626683,113.13789483066,80.8889202624445,11,321.302604754426,246.05363018621,267.492299790117,288.915735355549,105.248974568216,27,9730.93976294374,245.754403032141,-142.438669603907,388.193072636049,-10.5074209596278,-23.078615298136
"66",2097708.33009649,1030896.00823028,1,50.3633460487118,173.910198047143,-83.5487040037927,1096.16956651086,110.548704003793,78.4607540562973,11,314.571522167977,238.632751907284,269.022818164184,280.558162063883,108.080343892767,27,9915.6979502827,248.369100098078,-149.007606054728,397.376706152806,5.52588583960826,-25.6366539512882
"67",2093619.15497128,1031697.77059359,1,51.3728277875516,175.308130897579,-82.3528435249277,1080.66256701746,109.226708530029,76.9523798425079,11,310.145286162478,235.131468215044,265.727745747578,276.531931897464,109.321948845013,27,9916.99095557586,249.969105320085,-148.078514837407,398.047620157492,7.18199590267958,-24.6271722124484
"68",2095754.14435722,1016932.61088851,1,51.0276038421538,172.974212213124,-80.8271850302305,1097.00588348309,112.025787786876,78.6581050210537,11,316.391654497421,240.104967202782,264.906364446137,281.970580102568,107.433714477532,26.9466083709701,9780.97966838372,246.514709948716,-145.367682765822,391.882392714538,7.17281496976945,-23.9723961578462
"69",2085185.22244106,1039799.60678631,1,49.4522914433144,174.589218582486,-86.0517428990484,1065.85247748317,107.230449908227,75.093522769056,11,303.828276863853,229.324242521491,267.00860837314,270.460899816455,110.906477230944,27,10042.1169451318,250.49569581343,-153.051742899048,403.547438712478,4.04177987000756,-26.914815759877
"70",2092092.5092543,1011213.36286026,1,49.3455716113538,171.345048795001,-81.8960473382203,1107.32573183992,113.654951204999,79.6378329838151,11,319.930617172629,242.792950884834,266.429927660256,283.913498951445,106.362167016185,27,9770.47392639563,244.345048795001,-146.016595404831,390.361644199832,6.20790532355951,-25.7754992716094
"71",2086736.20991721,1025573.8625262,1,48.080193287403,171.572930450609,-86.7567671457371,1091.76869165035,111.177565240447,77.16303956686,11,313.518170047754,235.996381537373,269,277.503644374167,109,27,9947.45366834874,246.329697596346,-152.086464742084,398.41616233843,3.24323285426291,-28
"72",2089026.85770638,1013289.03413038,1,50.49039255443,173.49039255443,-81.7668454276523,1086.88478303957,111.252369463488,77.7427620179177,11,313.561403065254,236.309033601766,264.276452873222,278.228286053753,108.257237982082,27,9829.67724873042,246.747630536512,-146.943335861722,393.690966398234,6.72354712677776,-24.50960744557
"73",2107793.37597446,918977.644627875,1,60.339594422829,165.367982075666,-54.0425814792559,1169.52258732607,127.014193826419,77.6737044743956,15,355.249842022249,243.660405577171,243.660405577171,317.867666120164,96.0416865500619,27.659510647977,8526.38956911732,231.763456874976,-110.111760752961,341.875217627937,-22.7020921272329,165.367982075666
"74",2107333.5424928,916477.639942979,1,60.339594422829,165.367982075666,-54.0425814792559,1169.52258732607,127.014193826419,77.6737044743956,15,355.249842022249,243.660405577171,243.660405577171,317.867666120164,96.0416865500619,27.659510647977,8526.38956911732,231.763456874976,-110.111760752961,341.875217627937,-22.7020921272329,165.367982075666
"75",2102502.26790923,921256.072059282,1,58.6697006896522,166.675717813362,-58.3363164340579,1161.95163489946,127.054231536098,77.9246321475249,14.7299493494606,349.832395297947,244.248914334163,244.248914334163,310.096428824776,98.2006999217745,27.6003499608873,8724.21932659106,233.870400611427,-116.206717045485,350.077117656911,3.81679812258808,166.675717813362
"76",2065469.71596466,1020602.70839342,1,48.9413607576469,173.94409053985,-87.0586392423531,1052.91515916579,107.222273162305,73.4065144600342,11,300.927577622572,225.111818920301,264.357429242585,265.462423920185,112.759849242121,27,10039.1171955485,249.94409053985,-155.061369024556,405.005459564405,2.94136075764689,-27.0586392423531
"77",2085714.11541791,934082.963055469,1,58.5745924207877,173.944102901235,-65.0514997443853,1114.75884132265,122.743418315274,78.626092165173,14,334.08335843586,242.7115596238,242.7115596238,287.763238677031,108.570195066408,28.3399401205855,9215.11522561348,246.88820580247,-128.315722404449,375.203928206919,19.5745924207877,173.944102901235
"78",2021853.8162661,1116307.74490819,1,38.4441538184197,168.079372583732,-103.505427226942,998.631102098867,100,65.6352187653125,13.949581045362,284.584799810675,201.635218765313,284.505427226942,233.270437530625,113,27,10459.9778115922,244.079372583732,-173.920627416268,418,167.235227791772,-39.5558461815803
"79",2020739.21757987,1118032.54949994,1,38.0379076582153,167.470181090729,-104.010865080163,999.168684184774,100.892257644573,65.0487727383787,14,286.33539615725,201.048772738379,285.903122724736,232.432273432514,112.58878852632,26.5887885263195,10462.8300319449,243.058969617048,-174.529818909271,417.588788526319,162.715173333078,-40.0108650801634
"80",2052899.1132059,1007907.522429,1,45.9916097121246,171.968090451592,-90.5840755500685,1066.8966803891,110.456224286215,73.4562242862146,11,306.400582407052,227.400582407052,268.095728645223,264.999786929777,114.94457119106,27.9680904515922,10098.2824550554,248.511866165378,-160.552166001661,409.064032167038,-0.584075550068549,-31.0083902878754
"81",2020324.23950525,1111161.24561116,1,38.7693715565597,168.658877701427,-103.23062844344,995.625819388579,100.321174272501,65,14,285.531854689869,201,284.551802715942,231.431668127634,112.839412863749,26.8394128637493,10467.7792180789,243.76937155656,-173.341122298573,417.110493855133,157.968851817281,-39.2306284434403
"82",2020073.04400637,1108615.53895048,1,39.1891281577068,169.189128157707,-102.810871842293,994.859769955634,100.089012759535,64.721859082758,14,284.420465579365,200.443718165516,283.420465579365,230.923137187979,113,27,10469.3559331572,244.66854718017,-173.089012759535,417.757559939705,158.189128157707,-38.8108718422932
"83",2017974.13864297,1106680.96207205,1,39.1203097910155,168.889188423651,-102.879690208985,992.302877199198,100.670966471857,64.2583638699372,14,285.550656680841,199.104125137955,284.369175446286,228.691522536035,112.818518765445,26.8185187654449,10467.4176912831,244.120309791015,-173.439845104492,417.560154895508,157.889188423651,-39.110811576349
"84",2044213.30596246,1019908.30362319,1,46.1165498719965,173.729342923504,-92.270657076496,1033.00720113297,104.665367427657,70.0200259262725,11.6253155751117,292.596372810874,217.318212331709,268.149088083563,254.692896756598,117.612793051507,28,10245.9605718953,252.354658498616,-163.883450128003,416.238108626619,-0.883450128003459,-30.8834501280035
"85",2041887.805739,1021774.75646188,1,46.1165498719965,173.729342923504,-92.270657076496,1033.00720113297,104.665367427657,70.0200259262725,11.6253155751117,292.596372810874,217.318212331709,268.149088083563,254.692896756598,117.612793051507,28,10245.9605718953,252.354658498616,-163.883450128003,416.238108626619,-0.883450128003459,-30.8834501280035
"86",2034343.06268564,1034662.43407004,1,46.1083008311757,174.422531216995,-94.8916991688243,1007.24697215284,100.507840812107,66.6161416432829,12,281.580831278864,209.495521683752,268.783398337649,245.060671338402,119.314230385819,28,10358.7421285647,253.806389573712,-167.891699168824,421.698088742536,-2.01231912835539,-31.2059295546434
"87",2041053.89195942,1005822.37195115,1,46.6716898922093,173.838626560904,-91.3283101077907,1046.31743937946,107.994436770401,70.9666746099423,12,298.949984921145,221.922222760686,267.489683546886,256.894460600228,118.033325390058,28,10190.4946250155,252.033325390058,-163.361635497848,415.394960887906,-0.322746878191466,-30.3283101077907
"88",2028799.5556066,1035064.20554094,1,44.8535324605268,173.853532460527,-96.1464675394732,1010.11850340626,101.566139972955,66.0706680010064,12.3490044324759,282.551952379393,208.287803541486,271.641939511422,242.358471542492,120,28,10383.3965318167,253.580327566518,-169.495471971949,423.075799538467,-3.87326264546424,-33.1464675394732
"89",2006415.7758627,1100512.85235069,1,39.8236605997147,168.935851821048,-102.178646173567,979.09631617569,101.089323086784,62.9725183188865,15.0023067732818,287.153471265735,194.011491590007,284.242794352519,219.986316682175,112.908370139935,26.8855020053848,10478.6010220715,244.844221960983,-173.087016313502,417.931238274485,157.935851821048,-39.0870163135018
"90",2003121.72317069,1105990.89554467,1,39.4773207407023,168.788733474166,-102.984713918949,974.321487674262,101.673301185485,61.9405948355625,15.5973705047865,287.884567711318,192.55449085661,285.151861361396,217.957120351823,111.63811154798,26,10493.8546239746,243.788733474166,-173.075930680698,416.864664154864,157.788733474166,-39.2112665258336
"91",2007844.94298605,1090354.59854177,1,40.6862765197524,170.686276519752,-101.313723480248,974.480624583812,100.285857195232,61.2858571952323,15,286.615509264933,191.407282076965,282.637406702167,216.457045799214,114.527813054034,26.763906527017,10488.3694860525,247.456151894551,-173.071661159483,420.527813054034,158.714142804768,-38.3077546324663
