"","Longitude","Latitude"
"109",-69.66573,44.75535
"110",-69.67994,44.77651
"111",-69.808,44.63466
"112",-69.82251,44.25821
"113",-69.86061,44.88895
"114",-70.21502,44.40789
"115",-70.36,46.4
"116",-70.45225,44.70622
"117",-70.569444,47.303056
"118",-70.64357,43.50254
"119",-70.65,47.033333
"120",-70.6675,47.0275
"121",-70.70073,41.76492
"122",-70.76,47.0847
"123",-70.790278,46.973611
"124",-70.801523,47.060987
"125",-70.86061,42.66676
"126",-70.913333,47.002778
"127",-70.91616,42.66676
"128",-70.94975,44.39986
"129",-70.966667,46.916667
"130",-70.98081,44.19527
"131",-71.050042,48.42168
"132",-71.054426,42.216728
"133",-71.057713,42.456947
"134",-71.07277,42.50833
"135",-71.077175,42.214543
"136",-71.082858,46.894226
"137",-71.08754,44.38962
"138",-71.09527,42.52555
"139",-71.1,46.916667
"140",-71.11948,46.82905
"141",-71.12473,46.850789
"142",-71.12861,42.54222
"143",-71.142306,44.087607
"144",-71.148242,46.890345
"145",-71.158121,46.815432
"146",-71.166667,48.433333
"147",-71.195213,42.392149
"148",-71.2,46.85
"149",-71.242461,46.780984
"150",-71.24952,44.69449
"151",-71.25833,42.15
"152",-71.275,46.783333
"153",-71.282496,46.720004
"154",-71.293368,42.453593
"155",-71.297829,46.808901
"156",-71.311222,46.831346
"157",-71.315564,46.810061
"158",-71.32638,42.41388
"159",-71.33277,42.43333
"160",-71.333333,46.722222
"161",-71.333333,46.833333
"162",-71.33894,42.631252
"163",-71.340278,46.747778
"164",-71.397255,46.741263
"165",-71.414516,43.424245
"166",-71.45083,41.92861
"167",-71.46805556,41.42
"168",-71.468481,46.729394
"169",-71.46888,41.86416
"170",-71.516667,46.229722
"171",-71.558227,42.496769
"172",-71.57757,42.331595
"173",-71.5853,42.5059
"174",-71.606667,45.571111
"175",-71.606769,45.620271
"176",-71.717259,46.753366
"177",-71.728331,43.569236
"178",-71.73576,41.78918
"179",-71.780664,48.398317
"180",-71.833444,46.655526
"181",-71.86422,41.43313
"182",-71.9014,41.3775
"183",-71.9075,41.414167
"184",-71.915047,45.375692
"185",-71.92986,45.394282
"186",-71.931163,45.179901
"187",-71.94398,44.63894
"188",-71.96,45.93
"189",-71.9725,41.275
"190",-71.9922981,42.2439804
"191",-72.005587,44.539893
"192",-72.02731,44.22228
"193",-72.03027,41.34583
"194",-72.041667,46.591667
"195",-72.04875,42.66677
"196",-72.05888,41.47333
"197",-72.06254,42.40491
"198",-72.069246,44.165865
"199",-72.072005,44.044708
"200",-72.094245,44.01386
"201",-72.096344,43.967792
"202",-72.1050758,42.4228687
"203",-72.11982,44.10963
"204",-72.13842,43.69452
"205",-72.160264,43.842484
"206",-72.16302,43.92556
"207",-72.166803,45.308752
"208",-72.183622,43.841863
"209",-72.1870232,42.4875889
"210",-72.18853,42.53244
"211",-72.199003,43.789815
"212",-72.1995316,42.3500919
"213",-72.2,46.583333
"214",-72.2009087,42.1228733
"215",-72.20861,41.71055
"216",-72.20892,44.93722
"217",-72.20972,41.79416
"218",-72.221365,44.798208
"219",-72.22175,41.5001
"220",-72.22176,43.80563
"221",-72.22944,41.78833
"222",-72.237241,42.300077
"223",-72.243069,43.800685
"224",-72.24953,43.75007
"225",-72.251633,43.819317
"226",-72.251838,41.82002
"227",-72.2773,42.19454
"228",-72.288272,43.522921
"229",-72.3016,41.3219
"230",-72.306167,43.672166
"231",-72.307179,43.696267
"232",-72.311404,43.836322
"233",-72.315878,43.649652
"234",-72.31881,43.7521
"235",-72.32419,43.68999
"236",-72.326,43.6066
"237",-72.3286896,42.1584263
"238",-72.3320274,42.5042553
"239",-72.332182,42.47372
"240",-72.333672,43.62619
"241",-72.36066,44.41672
"242",-72.36097,44.31569
"243",-72.372429,43.856133
"244",-72.376,43.5074
"245",-72.378364,44.41783
"246",-72.38842,42.27787
"247",-72.38842,41.61121
"248",-72.391944,45.050278
"249",-72.3967552,42.5481453
"250",-72.402074,44.282151
"251",-72.407783,44.338663
"252",-72.4098091,42.4564762
"253",-72.414822,44.392297
"254",-72.4162,43.08341
"255",-72.41621,43.91673
"256",-72.41641,42.38081
"257",-72.421293,44.311262
"258",-72.426192,43.358326
"259",-72.429088,44.460944
"260",-72.4325,43.517
"261",-72.435,44.4125
"262",-72.44397,42.16676
"263",-72.44399,44.27784
"264",-72.445388,44.372558
"265",-72.458847,44.154797
"266",-72.467809,44.251682
"267",-72.468197,44.301193
"268",-72.468889,44.320308
"269",-72.4691,44.367898
"270",-72.4831,41.406
"271",-72.4863,42.6099
"272",-72.48746,42.47361
"273",-72.490638,44.387353
"274",-72.492846,44.155215
"275",-72.49855691,42.30598821
"276",-72.501427,44.269018
"277",-72.505,41.795
"278",-72.50686,42.36447
"279",-72.510688,43.633247
"280",-72.51113,42.63373
"281",-72.515761,44.299907
"282",-72.52305,42.38027
"283",-72.525528,44.345833
"284",-72.53194,42.30333
"285",-72.538847,43.823169
"286",-72.541231,44.309563
"287",-72.546116,44.232825
"288",-72.5487287,42.987487
"289",-72.55462,42.46511
"290",-72.55509,41.88899
"291",-72.55511,44.16673
"292",-72.56182,43.601352
"293",-72.562026,44.260959
"294",-72.565322,43.822117
"295",-72.565519,44.301826
"296",-72.57048,44.333305
"297",-72.576536,43.710524
"298",-72.57931,42.25669
"299",-72.5814,46.3362
"300",-72.582193,43.760901
"301",-72.588231,43.854309
"302",-72.595458,43.829567
"303",-72.59572,42.334842
"304",-72.597404,41.71769
"305",-72.5995369,42.5875874
"306",-72.6,45.1
"307",-72.6014923,44.1659932
"308",-72.6079559,42.5277842
"309",-72.608818,42.548874
"310",-72.609195,44.188106
"311",-72.609379,44.20913
"312",-72.610486,43.54489
"313",-72.61068,44.83338
"314",-72.613103,42.296897
"315",-72.6161995,42.2042618
"316",-72.62132,42.335258
"317",-72.629244,44.090015
"318",-72.629463,43.828413
"319",-72.632589,44.039666
"320",-72.633032,42.26715
"321",-72.633888,44.633717
"322",-72.634061,43.985795
"323",-72.640648,41.572877
"324",-72.641201,42.32509
"325",-72.649526,44.140212
"326",-72.650008,43.952868
"327",-72.65024,42.12532
"328",-72.65255,42.06573
"329",-72.66329,41.65711
"330",-72.663383,43.925678
"331",-72.67454,42.32664
"332",-72.6788,41.9945
"333",-72.683986,44.897738
"334",-72.684915,44.469889
"335",-72.68504,44.64796
"336",-72.688427,42.5898056
"337",-72.69402,44.94449
"338",-72.69972,41.91583
"339",-72.699766,44.628641
"340",-72.7053,44.418205
"341",-72.71492,41.51769
"342",-72.717,41.367
"343",-72.72176,42.05565
"344",-72.726698,44.035532
"345",-72.727285,41.50488
"346",-72.734114,44.004499
"347",-72.73694,41.43166
"348",-72.73858,42.23083
"349",-72.7411,41.9425
"350",-72.74956,44.41672
"351",-72.7539,41.7669
"352",-72.75611,42.13819
"353",-72.766154,44.821741
"354",-72.77733,43.80562
"355",-72.77735,44.8056
"356",-72.77843,43.100356
"357",-72.785692,44.212005
"358",-72.7884254,42.526474
"359",-72.78916,41.95388
"360",-72.7917595,42.5923061
"361",-72.7945,41.5368
"362",-72.8069528,43.8996292
"363",-72.8069622,43.940537
"364",-72.8121271,43.8336239
"365",-72.813657,43.8820192
"366",-72.8182675,43.313064
"367",-72.825236,44.651826
"368",-72.829506,41.995646
"369",-72.83305,41.69972
"370",-72.833961,44.18124
"371",-72.84083,41.72777
"372",-72.84456,42.3869
"373",-72.8454391,43.8823562
"374",-72.847747,44.746978
"375",-72.87205,44.960502
"376",-72.87828,44.6045
"377",-72.88,41.605
"378",-72.91623,44.4445
"379",-72.92022,44.89888
"380",-72.920823,41.305111
"381",-72.9216,41.396
"382",-72.925582,44.37498
"383",-72.95388,41.90916
"384",-72.9553,42.6667
"385",-72.95733,43.622137
"386",-72.959035,44.505717
"387",-72.962812,43.59503
"388",-72.96289,44.47645
"389",-72.97177,43.52785
"390",-72.97802,43.624
"391",-72.987577,44.397733
"392",-72.989716,43.717648
"393",-72.991223,43.362241
"394",-72.992468,41.320997
"395",-72.9962699,44.4444098
"396",-72.99955,43.2223
"397",-73.009322,44.698833
"398",-73.023577,43.69405
"399",-73.024627,43.792249
"400",-73.02733,43.52785
"401",-73.02733,43.50007
"402",-73.035664,43.660622
"403",-73.036,41.5583
"404",-73.038955,43.585007
"405",-73.04054,43.51214
"406",-73.05147,43.25879
"407",-73.052972,44.444787
"408",-73.066243,44.131598
"409",-73.066353,44.82056
"410",-73.06853,43.16564
"411",-73.07203,45.019894
"412",-73.073169,43.948075
"413",-73.076797,44.804987
"414",-73.08017,43.79975
"415",-73.08288,43.55562
"416",-73.0829,44.33339
"417",-73.086184,43.163646
"418",-73.087108,43.610986
"419",-73.092192,43.195577
"420",-73.094601,43.240215
"421",-73.108818,44.004099
"422",-73.11038,44.585516
"423",-73.111698,43.969654
"424",-73.116051,43.798809
"425",-73.117317,43.750797
"426",-73.124576,44.34101
"427",-73.12664,43.48474
"428",-73.135,41.4314
"429",-73.13844,43.50007
"430",-73.13861,41.30416
"431",-73.13916,41.53027
"432",-73.14025,44.501537
"433",-73.143604,43.904974
"434",-73.149,45.535
"435",-73.156987,44.031253
"436",-73.16622,42.88897
"437",-73.16623,44.1945
"438",-73.16623,43.88895
"439",-73.171107,44.440473
"440",-73.17413,43.6328
"441",-73.174899,44.487615
"442",-73.175026,43.916007
"443",-73.179321,44.019292
"444",-73.18503063,45.88320006
"445",-73.186,45.9693
"446",-73.190402,43.46465
"447",-73.194,43.33341
"448",-73.19611,41.18638
"449",-73.196951,44.732883
"450",-73.2037163,42.7055675
"451",-73.206702,44.473951
"452",-73.2081,41.6897
"453",-73.20888,41.54444
"454",-73.22009,44.46004
"455",-73.22178,43.77784
"456",-73.22178,43.75006
"457",-73.23124,44.48735
"458",-73.23333,42.69527
"459",-73.23596,44.30894
"460",-73.239076,44.505947
"461",-73.260959,44.309774
"462",-73.262715,44.271685
"463",-73.276627,43.156212
"464",-73.277083,44.391636
"465",-73.284019,44.047886
"466",-73.286876,44.544713
"467",-73.29317,43.80625
"468",-73.30118774,45.54783127
"469",-73.30138,41.26583
"470",-73.30512,43.75006
"471",-73.3074,43.71254
"472",-73.3144,41.6522
"473",-73.31444,44.6313
"474",-73.315287,43.64651
"475",-73.3298,41.8475
"476",-73.33289,42.86119
"477",-73.33289,43.02786
"478",-73.33289,43.52785
"479",-73.33637,44.70678
"480",-73.342479,44.669844
"481",-73.3467,41.146
"482",-73.3475,41.12333
"483",-73.354885,45.445238
"484",-73.359085,42.192726
"485",-73.36067,41.36121
"486",-73.363926,43.323808
"487",-73.381517,43.825826
"488",-73.38844,42.7223
"489",-73.38846,44.36116
"490",-73.40716,45.490973
"491",-73.413409,46.02932
"492",-73.42009,44.466394
"493",-73.42277,41.985
"494",-73.456789,40.871486
"495",-73.457314,42.810142
"496",-73.457981,44.563129
"497",-73.4706,41.4014
"498",-73.47178,42.19453
"499",-73.47178,43.41674
"500",-73.47179,41.80565
"501",-73.4718,44.52783
"502",-73.5019,41.3062
"503",-73.514386,42.326624
"504",-73.516667,45.533333
"505",-73.52735,44.22227
"506",-73.531334,44.63059
"507",-73.55513,43.91672
"508",-73.561372,45.558945
"509",-73.562917,41.805467
"510",-73.563115,44.474907
"511",-73.5829,42.19453
"512",-73.5829,41.52787
"513",-73.58292,44.88893
"514",-73.583466,45.505333
"515",-73.592715,44.939539
"516",-73.612325,43.291059
"517",-73.6175,41.1774
"518",-73.63845,42.3612
"519",-73.65,45.516667
"520",-73.688056,41.446944
"521",-73.69401,43.00008
"522",-73.69402,41.72232
"523",-73.713536,44.888211
"524",-73.72179,43.3334
"525",-73.72179,42.22231
"526",-73.7218,41.41676
"527",-73.722376,43.180574
"528",-73.738002,44.669516
"529",-73.739119,41.380841
"530",-73.745552,43.558207
"531",-73.74957,41.66676
"532",-73.753889,45.396944
"533",-73.797741,42.787087
"534",-73.800783,44.430673
"535",-73.803855,40.892314
"536",-73.80479,42.461526
"537",-73.80513,41.66676
"538",-73.80513,41.55565
"539",-73.822511,41.10826
"540",-73.823037,41.337423
"541",-73.8329,42.4723
"542",-73.83291,41.91676
"543",-73.83291,41.58343
"544",-73.86156,42.421836
"545",-73.865978,40.944245
"546",-73.875413,40.856767
"547",-73.883469,40.897877
"548",-73.88847,42.02787
"549",-73.898291,42.537929
"550",-73.915,45.544
"551",-73.917572,41.710857
"552",-73.920149,41.287467
"553",-73.922725,41.403369
"554",-73.925629,40.872247
"555",-73.938504,45.429116
"556",-73.966667,45.383333
"557",-73.992167,44.994517
"558",-73.994854,40.648956
"559",-73.99958,42.08342
"560",-73.99958,42.1112
"561",-73.99958,42.16676
"562",-74.010418,41.407872
"563",-74.0194,43.5719
"564",-74.025,45.494722
"565",-74.02735,42.83341
"566",-74.029249,41.738815
"567",-74.0399,45.299
"568",-74.067364,41.185928
"569",-74.074707,42.02064
"570",-74.08292,41.47232
"571",-74.08875,42.134534
"572",-74.11068,42.91674
"573",-74.1107,41.94454
"574",-74.12944,40.12916
"575",-74.154503,45.111798
"576",-74.1758,40.721608
"577",-74.19403,42.33342
"578",-74.205156,42.451703
"579",-74.216667,45.6
"580",-74.24958,43.08341
"581",-74.251229,42.314441
"582",-74.271467,42.029533
"583",-74.275102,42.120421
"584",-74.278552,41.052645
"585",-74.291667,45.45
"586",-74.31345,45.42916
"587",-74.323846,42.522711
"588",-74.367096,41.001764
"589",-74.428282,45.388501
"590",-74.43637,45.362034
"591",-74.454726,45.04025
"592",-74.45861567,45.42330945
"593",-74.458627,45.337639
"594",-74.459221,45.273197
"595",-74.468112,45.363426
"596",-74.4874,45.018958
"597",-74.494681,45.58942
"598",-74.49963,44.94449
"599",-74.515213,45.114884
"600",-74.51961231,45.34045502
"601",-74.53006,42.441629
"602",-74.55514,42.86118
"603",-74.55516,40.77788
"604",-74.559423,45.61092
"605",-74.5708,41.0635
"606",-74.586231,45.375955
"607",-74.592382,41.081764
"608",-74.608703,44.905692
"609",-74.61072,41.13899
"610",-74.610728,45.098153
"611",-74.61182669,45.54977809
"612",-74.61599,40.258165
"613",-74.636716,45.31118
"614",-74.638495,41.033431
"615",-74.63852,44.83339
"616",-74.6721,40.2693
"617",-74.674974,45.263226
"618",-74.68803,45.642504
"619",-74.69403,42.77785
"620",-74.69403,42.97229
"621",-74.70681,45.641705
"622",-74.734754,41.295257
"623",-74.742213,45.25684
"624",-74.74346727,45.08723335
"625",-74.746602,44.76016
"626",-74.764099,45.387179
"627",-74.77738,42.55563
"628",-74.77742,44.77783
"629",-74.790718,40.32844
"630",-74.80519,44.80561
"631",-74.810109,45.352534
"632",-74.821519,45.458274
"633",-74.826825,45.751552
"634",-74.83293,43.00007
"635",-74.83297,44.97227
"636",-74.837955,45.729197
"637",-74.848026,40.252179
"638",-74.88853,44.55562
"639",-74.88881215,45.21805479
"640",-74.91627,42.44452
"641",-74.91628,41.13898
"642",-74.91628,40.88899
"643",-74.924919,40.667995
"644",-74.928611,44.994444
"645",-74.941443,42.941923
"646",-74.95174,40.072115
"647",-74.97184,40.80565
"648",-74.985969,45.13205
"649",-74.99104377,45.47752823
"650",-74.99131,39.829652
"651",-74.993326,40.039467
"652",-74.9996,42.97229
"653",-74.99961,41.41676
"654",-74.99964,44.52784
"655",-75.019057,41.555367
"656",-75.02738,42.86118
"657",-75.049698,45.493441
"658",-75.052856,45.184105
"659",-75.057345,45.201316
"660",-75.05832275,44.95902259
"661",-75.106322,40.843245
"662",-75.11072,41.75009
"663",-75.126111,45.648333
"664",-75.126562,40.56149
"665",-75.132706,45.705383
"666",-75.136531,44.531988
"667",-75.151165,44.833508
"668",-75.16629,41.1112
"669",-75.166424,45.028819
"670",-75.172275,45.143139
"671",-75.176871,40.790302
"672",-75.179619,40.557046
"673",-75.18315988,44.90753401
"674",-75.19408,39.33345
"675",-75.196545,40.801081
"676",-75.204063,39.994064
"677",-75.216468,44.431342
"678",-75.216667,40.683333
"679",-75.220272,40.89096
"680",-75.221011,40.088444
"681",-75.221207,40.130005
"682",-75.223024,45.208568
"683",-75.230731,40.504269
"684",-75.230835,45.018055
"685",-75.23324,40.158982
"686",-75.240976,44.440334
"687",-75.264958,40.004375
"688",-75.265737,41.187868
"689",-75.27344316,44.87048992
"690",-75.277764,40.18662
"691",-75.282646,41.37193
"692",-75.287408,39.853446
"693",-75.292428,45.429025
"694",-75.29775,41.66134
"695",-75.29913656,44.9744802
"696",-75.30517,43.36118
"697",-75.306014,40.865095
"698",-75.316713,44.889194
"699",-75.319458,45.22076
"700",-75.319906,41.065924
"701",-75.33295,41.83342
"702",-75.33296,41.47231
"703",-75.338441,45.508689
"704",-75.344533,39.850712
"705",-75.347772,45.259308
"706",-75.35115,45.524236
"707",-75.354296,40.368662
"708",-75.355282,40.626487
"709",-75.36073,43.36118
"710",-75.36075,38.36123
"711",-75.362028,45.293007
"712",-75.370247,41.733549
"713",-75.378439,45.311445
"714",-75.38013952,44.83822696
"715",-75.385375,45.287476
"716",-75.386021,38.852632
"717",-75.387672,45.348964
"718",-75.38851,43.27785
"719",-75.3892,41.4867
"720",-75.394963,40.622561
"721",-75.40856,41.580546
"722",-75.411704,44.353527
"723",-75.41657,40.44567
"724",-75.420154,45.37468
"725",-75.423884,45.332211
"726",-75.424435,40.566364
"727",-75.425314,45.256415
"728",-75.440157,39.989828
"729",-75.445884,40.559466
"730",-75.450927,39.94902
"731",-75.451011,40.32899
"732",-75.45556834,40.10834384
"733",-75.465994,45.22034
"734",-75.479966,45.375931
"735",-75.489445,45.12871
"736",-75.49012,45.502608
"737",-75.492858,43.770523
"738",-75.49989121,45.06281569
"739",-75.50435,40.734215
"740",-75.508594,40.62537
"741",-75.510625,45.15235
"742",-75.513616,40.547587
"743",-75.519853,40.42402
"744",-75.52017,45.560303
"745",-75.525664,40.561238
"746",-75.52998,42.82984
"747",-75.532901,45.32515
"748",-75.53305939,45.01810647
"749",-75.533333,45.266667
"750",-75.54472,45.405909
"751",-75.545109,44.954419
"752",-75.548396,45.453579
"753",-75.54946212,45.0079916
"754",-75.550359,41.961746
"755",-75.55312831,45.2958929
"756",-75.554384,45.21478
"757",-75.55518,41.94453
"758",-75.56429271,44.96754556
"759",-75.564699,44.58209
"760",-75.573797,40.751254
"761",-75.58296,40.44454
"762",-75.585917,45.335806
"763",-75.586381,45.035308
"764",-75.589486,40.500681
"765",-75.593114,40.870942
"766",-75.593647,45.229119
"767",-75.6,39.966667
"768",-75.605208,39.885666
"769",-75.606548,40.634633
"770",-75.610187,40.801483
"771",-75.615279,40.548152
"772",-75.628918,45.368372
"773",-75.633047,40.857647
"774",-75.63755,39.232439
"775",-75.638519,44.338455
"776",-75.63852,42.08341
"777",-75.63856,44.30561
"778",-75.63856,44.4445
"779",-75.645133,45.030914
"780",-75.646299,40.670325
"781",-75.647898,45.393798
"782",-75.64864662,45.26730573
"783",-75.651247,45.4457
"784",-75.65134,40.078794
"785",-75.653545,45.468626
"786",-75.66162342,45.05074094
"787",-75.6618,40.683425
"788",-75.667689,40.840092
"789",-75.671384,40.711143
"790",-75.672689,40.814525
"791",-75.68052885,45.44847076
"792",-75.685234,45.20968
"793",-75.687814,40.66263
"794",-75.69162,45.242005
"795",-75.697756,45.403873
"796",-75.69854,45.31889
"797",-75.700904,44.577434
"798",-75.70127,45.47654
"799",-75.702154,45.520596
"800",-75.703383,44.994388
"801",-75.70478233,44.61644236
"802",-75.709807,45.444595
"803",-75.720706,44.955099
"804",-75.72185,43.36118
"805",-75.72186,40.75009
"806",-75.72321,45.375241
"807",-75.727676,43.970806
"808",-75.734134,45.274757
"809",-75.73767,45.42086
"810",-75.7386,45.44372
"811",-75.747443,45.405556
"812",-75.749363,45.594092
"813",-75.755502,45.316678
"814",-75.759124,45.355836
"815",-75.774681,41.089235
"816",-75.77743,44.05562
"817",-75.785344,45.358812
"818",-75.791095,45.274313
"819",-75.795107,45.374217
"820",-75.796773,45.531622
"821",-75.809605,42.75822
"822",-75.813503,45.505676
"823",-75.817367,45.297433
"824",-75.822002,44.493334
"825",-75.827514,45.422255
"826",-75.829007,45.480115
"827",-75.83297,43.55563
"828",-75.83298,40.19454
"829",-75.83389357,44.78405235
"830",-75.836796,44.538778
"831",-75.850891,44.577609
"832",-75.850924,40.709317
"833",-75.859839,40.611636
"834",-75.86022,45.324929
"835",-75.86075,41.36119
"836",-75.86075,40.69454
"837",-75.86196207,44.68247761
"838",-75.867688,45.538332
"839",-75.873164,40.714379
"840",-75.878375,44.589639
"841",-75.881592,44.454262
"842",-75.884087,39.705547
"843",-75.884339,44.341502
"844",-75.885161,43.91073
"845",-75.885534,45.306578
"846",-75.886839,40.601387
"847",-75.88853,42.69451
"848",-75.898029,44.398453
"849",-75.90493036,44.57312494
"850",-75.90495,45.315232
"851",-75.906846,44.485791
"852",-75.910653,45.542579
"853",-75.913627,42.516491
"854",-75.913848,45.26173
"855",-75.92020752,45.28023001
"856",-75.920486,45.33472
"857",-75.920978,46.042612
"858",-75.92383,41.429974
"859",-75.925629,45.447177
"860",-75.93109,45.5681
"861",-75.931412,45.366475
"862",-75.935353,44.493495
"863",-75.94849913,45.41467734
"864",-75.96706,44.572478
"865",-75.975271,45.698804
"866",-75.976863,43.002011
"867",-75.992773,45.486797
"868",-75.998792,45.351326
"869",-76.00185008,44.65176307
"870",-76.004293,45.151124
"871",-76.019663,44.519744
"872",-76.020237,44.492782
"873",-76.024379,40.582314
"874",-76.02742,42.80562
"875",-76.02745,39.86122
"876",-76.028632,44.896298
"877",-76.034918,44.529576
"878",-76.035877,45.818853
"879",-76.04061,45.48124
"880",-76.042296,46.585282
"881",-76.042799,45.600526
"882",-76.049751,44.215257
"883",-76.0552,43.44451
"884",-76.056012,44.586216
"885",-76.061554,44.564483
"886",-76.062154,44.420831
"887",-76.0799642,44.72291725
"888",-76.08004,40.182004
"889",-76.082561,44.56381
"890",-76.08298,42.63896
"891",-76.085991,45.375527
"892",-76.08621699,45.14720434
"893",-76.094481,43.540137
"894",-76.100937,44.504008
"895",-76.106449,45.387757
"896",-76.108122,43.01081
"897",-76.11076,42.5834
"898",-76.11079,39.97232
"899",-76.111694,44.576359
"900",-76.13029846,44.53663678
"901",-76.13854,42.91673
"902",-76.14804,40.3381
"903",-76.1644,39.5094
"904",-76.174107,44.778743
"905",-76.183559,44.50361
"906",-76.188356,44.434934
"907",-76.201001,45.097626
"908",-76.201944,45.219529
"909",-76.208449,43.033888
"910",-76.208549,40.895341
"911",-76.217046,45.075048
"912",-76.221233,45.4826
"913",-76.221947,44.280277
"914",-76.225055,45.204602
"915",-76.230884,44.775676
"916",-76.24965,43.36118
"917",-76.250016,43.0326
"918",-76.261363,44.773425
"919",-76.264528,45.175863
"920",-76.30521,42.80562
"921",-76.33299,43.47229
"922",-76.33323,44.779921
"923",-76.333654,44.754703
"924",-76.358429,45.443657
"925",-76.362034,42.759185
"926",-76.37702413,45.11617148
"927",-76.378843,45.330046
"928",-76.382626,44.738723
"929",-76.383549,42.974583
"930",-76.38855,41.77785
"931",-76.38989,41.62564
"932",-76.41633,43.41674
"933",-76.428659,44.476852
"934",-76.439473,39.427725
"935",-76.441743,45.080769
"936",-76.442269,42.501789
"937",-76.44411,41.58341
"938",-76.466667,42.45
"939",-76.47188,43.05562
"940",-76.487461,44.553618
"941",-76.487579,42.494063
"942",-76.49107657,45.00961571
"943",-76.496607,42.440628
"944",-76.502998,45.149529
"945",-76.503947,43.355018
"946",-76.506263,44.567334
"947",-76.521769,45.044453
"948",-76.52744,42.41674
"949",-76.533791,44.273333
"950",-76.535005,41.793579
"951",-76.538409,42.513037
"952",-76.541054,42.400012
"953",-76.542832,44.517815
"954",-76.55522,43.25007
"955",-76.556382,44.289732
"956",-76.576232,43.288624
"957",-76.581725,45.141291
"958",-76.584062,44.471933
"959",-76.591313,44.547054
"960",-76.592146,44.445917
"961",-76.595223,39.244035
"962",-76.61078,43.36118
"963",-76.616883,39.572445
"964",-76.622952,44.240499
"965",-76.625494,44.359289
"966",-76.626274,39.525543
"967",-76.628495,42.265193
"968",-76.636635,39.558814
"969",-76.641106,44.400467
"970",-76.647767,39.634175
"971",-76.665863,39.681706
"972",-76.672765,44.448028
"973",-76.677253,39.611538
"974",-76.68902,36.809818
"975",-76.69607,41.67615
"976",-76.696656,44.522064
"977",-76.704468,44.385349
"978",-76.736488,44.377087
"979",-76.77197,37.457586
"980",-76.77746,41.38897
"981",-76.78526,39.294799
"982",-76.78967,37.31639
"983",-76.791388,41.783958
"984",-76.80925,44.345837
"985",-76.812225,44.279454
"986",-76.835121,44.338573
"987",-76.84687,44.207935
"988",-76.86079,41.33341
"989",-76.911571,37.041386
"990",-76.91635,41.75007
"991",-76.92097,45.884996
"992",-76.943056,38.916667
"993",-76.97191,42.97229
