"","Longitude","Latitude","PA"
"1588",1207768.0243433,416809.065710746,"1"
"1589",1195934.91520112,487067.337299448,"1"
"1590",1189026.14073834,526125.310815933,"1"
"1591",1204724.46626982,432375.911517884,"1"
"1592",1195881.89132473,484512.85580893,"1"
"1593",1263888.26896281,75499.2431690337,"1"
"1594",1189466.70301936,519293.300085593,"1"
"1595",1172003.5788085,620735.503845596,"1"
"1596",1205425.20655754,414933.179601465,"1"
"1597",1326573.07467651,-310916.043685397,"1"
"1598",1306352.24011597,-192955.306540264,"1"
"1599",1224507.73830715,294612.851954517,"1"
"1600",1189516.74700842,499793.289636802,"1"
"1601",1194751.68409122,468333.268812717,"1"
"1602",1168173.74890866,621732.150101252,"1"
"1603",1242282.35728962,177390.450936018,"1"
"1604",1188539.56411073,497076.392799441,"1"
"1605",1188614.0242894,494296.661617231,"1"
"1606",1187078.58962553,502603.926712806,"1"
"1607",1240406.25262688,181087.522229729,"1"
"1608",1188538.5574915,491807.118919224,"1"
"1609",1200706.55867339,418283.689410699,"1"
"1610",1252593.08748914,106849.588853953,"1"
"1611",1190695.60836336,477686.340143963,"1"
"1612",1235901.34937263,205278.611873776,"1"
"1613",1242355.45094428,165869.812017585,"1"
"1614",1193604.32879099,454106.322685353,"1"
"1615",1200251.08973182,411655.254590907,"1"
"1616",1223110.87558951,271708.808410295,"1"
"1617",1241164.18490465,162981.690881133,"1"
"1618",1241984.32961822,156323.72060668,"1"
"1619",1313993.9857725,-276820.606031659,"1"
"1620",1224700.97586725,257821.359594953,"1"
"1621",1208538.00982345,353949.625521939,"1"
"1622",1184956.60738773,495617.907355894,"1"
"1623",1218880.72092917,288059.572382917,"1"
"1624",1193811.76377794,437561.740987353,"1"
"1625",1186172.3966383,483513.013304376,"1"
"1626",1192215.47988781,446922.178579437,"1"
"1627",1246039.77891186,122942.397598265,"1"
"1628",1306955.17272001,-245336.209504352,"1"
"1629",1182044.46162007,505146.287924929,"1"
"1630",1183931.17959211,493473.96385956,"1"
"1631",1163165.09966017,615641.633939764,"1"
"1632",1196342.80670229,414101.193598323,"1"
"1633",1216147.5503966,293957.854054869,"1"
"1634",1302659.21866984,-229878.035517947,"1"
"1635",1214763.57623242,296829.503863549,"1"
"1636",1180268.54413468,503876.151089979,"1"
"1637",1348526.43275843,-512368.810550575,"1"
"1638",1251415.9987547,72857.3644687181,"1"
"1639",1232388.58619823,186825.214913645,"1"
"1640",1163614.48908758,601611.801888904,"1"
"1641",1180568.55735784,498488.652058636,"1"
"1642",1248433.95362359,88419.3245094721,"1"
"1643",1193023.61298038,422134.22118971,"1"
"1644",1176758.80635276,512878.493451395,"1"
"1645",1159090.04097105,616984.803397957,"1"
"1646",1182403.20872138,475918.265047104,"1"
"1647",1177783.15955303,499314.185933432,"1"
"1648",1176299.33796129,506439.357153795,"1"
"1649",1157664.71121339,617453.457341108,"1"
"1650",1288437.55557496,-175596.627324909,"1"
"1651",1269781.43348989,-62731.1051868473,"1"
"1652",1191168.19112618,411879.619205723,"1"
"1653",1176120.1987217,502676.576320602,"1"
"1654",1285979.83657739,-162910.647088029,"1"
"1655",1228695.23782335,183435.668610654,"1"
"1656",1218908.88302202,240279.521898564,"1"
"1657",1332846.49710322,-450243.004327866,"1"
"1658",1241175.53630371,104317.667262097,"1"
"1659",1191268.75750376,404571.505674889,"1"
"1660",1175962.41703151,497115.595975827,"1"
"1661",1178340.3869353,474618.085052969,"1"
"1662",1157843.44068324,595164.820406949,"1"
"1663",1173722.26523257,498780.246888837,"1"
"1664",1154362.8036669,616139.32206342,"1"
"1665",1189019.95695029,405536.067783926,"1"
"1666",1239885.20428903,96853.7849479531,"1"
"1667",1172149.41533597,507701.051624037,"1"
"1668",1155033.25300442,610389.680288341,"1"
"1669",1155888.53737685,603787.584188373,"1"
"1670",1170483.90492207,514737.814083418,"1"
"1671",1264215.65175745,-57019.4757537662,"1"
"1672",1170388.16789975,512224.309451792,"1"
"1673",1255688.96925564,-8057.0555401144,"1"
"1674",1325587.25040125,-437164.461808918,"1"
"1675",1168835.76335565,513094.888035513,"1"
"1676",1153784.78439356,604316.947847095,"1"
"1677",1184526.56044016,414933.986868116,"1"
"1678",1149851.31620199,625022.608518594,"1"
"1679",1199775.17228084,320961.960487447,"1"
"1680",1258251.42353582,-34792.0466706989,"1"
"1681",1261965.9474851,-57389.614292475,"1"
"1682",1256659.20834481,-25105.6936040502,"1"
"1683",1150485.63333302,620029.049630372,"1"
"1684",1151488.54226786,613867.06937984,"1"
"1685",1149022.14457693,628592.267197495,"1"
"1686",1166782.31460648,517486.638058006,"1"
"1687",1168748.76055677,504014.989829807,"1"
"1688",1166917.64003201,512904.261446742,"1"
"1689",1167144.11062172,507926.047314447,"1"
"1690",1278311.82834208,-169778.215979807,"1"
"1691",1167231.12397142,505771.04833823,"1"
"1692",1167889.09362606,501450.635095436,"1"
"1693",1218360.63975216,192496.684673555,"1"
"1694",1219953.04081979,179069.470119383,"1"
"1695",1164784.04845899,514310.247720782,"1"
"1696",1239452.48314509,53669.0874414917,"1"
"1697",1144894.00536407,624668.20408547,"1"
"1698",1211296.60982702,218052.88813473,"1"
"1699",1254161.56183445,-52039.6855994233,"1"
"1700",1247825.8923491,-13288.4301820405,"1"
"1701",1281470.91980951,-219770.64606734,"1"
"1702",1141274.8844145,624329.513102557,"1"
"1703",1207268.21788087,216112.316976208,"1"
"1704",1283703.55604292,-257341.986429959,"1"
"1705",1205099.35026452,223853.183832085,"1"
"1706",1243878.98170764,-17248.8643431073,"1"
"1707",1150926.21359857,550831.613657798,"1"
"1708",1248690.06893901,-50464.5287141286,"1"
"1709",1165039.96570515,463216.208324888,"1"
"1710",1140399.27574932,609880.012203701,"1"
"1711",1137833.9537085,622533.241550849,"1"
"1712",1320384.15628932,-500868.702076277,"1"
"1713",1287468.3794151,-298574.969761625,"1"
"1714",1268674.49713815,-183270.900781202,"1"
"1715",1153190.84877532,526676.043839567,"1"
"1716",1233039.72292077,30502.3477039395,"1"
"1717",1134436.06499463,634755.138810773,"1"
"1718",1154843.58478175,505380.646196219,"1"
"1719",1278582.46515466,-259516.841789902,"1"
"1720",1197614.77101932,234443.10586217,"1"
"1721",1230631.01761851,27945.11301576,"1"
"1722",1159395.62296063,462845.647248163,"1"
"1723",1216037.62171008,113020.404477654,"1"
"1724",1260691.24296653,-163587.392298968,"1"
"1725",1223030.36312941,68929.344842293,"1"
"1726",1242919.26593534,-53869.0592431161,"1"
"1727",1232454.44967328,10740.3330184178,"1"
"1728",1133317.48898063,622303.19599907,"1"
"1729",1197971.50119432,223038.604998575,"1"
"1730",1268764.72032381,-214694.650149301,"1"
"1731",1126238.59431304,656316.30461419,"1"
"1732",1290068.26541692,-357115.198984919,"1"
"1733",1206173.92269252,159153.706536087,"1"
"1734",1224998.68174377,42704.1609077841,"1"
"1735",1165585.69561425,406056.055405721,"1"
"1736",1128400.30854547,633908.058469763,"1"
"1737",1228516.04713446,6788.2414189982,"1"
"1738",1223299.96401138,39112.1674575615,"1"
"1739",1303181.55474272,-470475.568070121,"1"
"1740",1125216.26594423,631772.395110293,"1"
"1741",1125078.59969678,629174.025515841,"1"
"1742",1218194.54721687,50296.2028989978,"1"
"1743",1127121.23023142,608689.326221977,"1"
"1744",1121310.39290418,624031.941741586,"1"
"1745",1259515.66939283,-239024.249768939,"1"
"1746",1252687.37968762,-201265.372408786,"1"
"1747",1225118.63026993,-30401.2378297765,"1"
"1748",1249144.78300485,-184265.952715445,"1"
"1749",1115388.6315245,649846.071092777,"1"
"1750",1132024.04947304,544423.440586249,"1"
"1751",1292684.56492393,-465049.572775529,"1"
"1752",1250395.4058183,-201632.126487262,"1"
"1753",1167326.00754622,311744.38759073,"1"
"1754",1177432.56867385,240895.624003607,"1"
"1755",1147480.61696364,420737.576979861,"1"
"1756",1243243.09072236,-186239.30671321,"1"
"1757",1227307.09256366,-86190.39833413,"1"
"1758",1171708.33662471,262440.354615576,"1"
"1759",1251240.48652097,-237739.628708416,"1"
"1760",1177514.71887291,205098.214739649,"1"
"1761",1105668.02143528,656039.597936409,"1"
"1762",1248568.9393656,-247680.168567961,"1"
"1763",1165206.01268287,272168.228809212,"1"
"1764",1224606.73931122,-112025.040272987,"1"
"1765",1171384.69886693,223830.329001994,"1"
"1766",1234869.22229967,-187645.740842492,"1"
"1767",1133897.1937087,450617.097967053,"1"
"1768",1250498.78320624,-295359.884251595,"1"
"1769",1167852.12728773,223918.446157613,"1"
"1770",1156183.46897367,296025.279035288,"1"
"1771",1230103.96374101,-172768.420473134,"1"
"1772",1133065.08811235,439144.273618902,"1"
"1773",1236893.23660914,-220304.716188482,"1"
"1774",1222639.73377859,-129962.748535006,"1"
"1775",1248233.91122438,-294097.720416446,"1"
"1776",1138133.86377105,403871.880186466,"1"
"1777",1223571.02981556,-138135.957163843,"1"
"1778",1127566.83045961,459482.765285145,"1"
"1779",1128962.60412705,450594.577636378,"1"
"1780",1238239.75050691,-245904.382132973,"1"
"1781",1129481.69166141,437121.279044601,"1"
"1782",1246730.03432971,-309110.166886698,"1"
"1783",1126701.59679437,445381.324545684,"1"
"1784",1206241.9360302,-69145.5307620626,"1"
"1785",1124789.09313469,447009.817174527,"1"
"1786",1216823.29255223,-143510.501332924,"1"
"1787",1267619.71271603,-472967.41564165,"1"
"1788",1124872.64557888,437987.953059847,"1"
"1789",1093148.47376974,635783.068492427,"1"
"1790",1123003.59024575,442666.109999243,"1"
"1791",1115950.56148396,483572.782221741,"1"
"1792",1144909.97163531,293101.855340925,"1"
"1793",1219355.07143127,-183395.818261825,"1"
"1794",1206740.87800077,-102676.607231593,"1"
"1795",1157120.05025322,213115.306729105,"1"
"1796",1155061.43459429,226185.157005237,"1"
"1797",1237657.03897944,-308002.712361803,"1"
"1798",1126420.59052559,403034.130986953,"1"
"1799",1121311.29641356,434375.867857229,"1"
"1800",1214662.53615364,-168267.90250015,"1"
"1801",1217571.49564808,-186978.97695861,"1"
"1802",1238069.77334863,-320132.006001889,"1"
"1803",1153038.22940006,217031.742114625,"1"
"1804",1153217.27600556,214407.88325294,"1"
"1805",1141895.25215402,286909.499907163,"1"
"1806",1233994.72446535,-307021.231828515,"1"
"1807",1220306.01389726,-219599.639566534,"1"
"1808",1234970.96753425,-324854.797336499,"1"
"1809",1218009.4957067,-219956.775277069,"1"
"1810",1231839.10798617,-310990.710144309,"1"
"1811",1114636.64078237,442811.628077106,"1"
"1812",1233889.94364639,-328412.479806585,"1"
"1813",1116288.43381116,426166.225242955,"1"
"1814",1170605.63500058,70569.4127519064,"1"
"1815",1114140.78795185,426285.376998112,"1"
"1816",1146188.66552624,216064.908517649,"1"
"1817",1104182.0675004,481499.600247349,"1"
"1818",1198360.18106573,-144647.488892098,"1"
"1819",1161011.51349823,92984.1317383446,"1"
"1820",1227187.09283716,-336747.898039338,"1"
"1821",1161972.47932529,82495.4604831908,"1"
"1822",1140048.9190484,220192.255239225,"1"
"1823",1138194.30113529,231468.685246502,"1"
"1824",1142905.12666004,198058.90379799,"1"
"1825",1139851.82016619,212754.640558483,"1"
"1826",1138541.10724017,220145.290816915,"1"
"1827",1135910.74671099,229751.622494131,"1"
"1828",1136961.68721546,220720.8158362,"1"
"1829",1176440.99585273,-41172.4331896739,"1"
"1830",1109697.46438942,387733.851197788,"1"
"1831",1132648.45860179,237565.134756002,"1"
"1832",1139000.01467841,194814.059839452,"1"
"1833",1219669.52494193,-331680.000548069,"1"
"1834",1133994.54351127,221289.289786508,"1"
"1835",1186891.79713909,-126499.245903074,"1"
"1836",1133292.41676454,217736.478102741,"1"
"1837",1129524.29322396,242186.815867428,"1"
"1838",1086036.64518698,520461.852410448,"1"
"1839",1194690.79006397,-190514.356708123,"1"
"1840",1132921.70461422,212051.056707485,"1"
"1841",1076069.82463368,574861.470574719,"1"
"1842",1243596.30771404,-525949.316899725,"1"
"1843",1193325.49233123,-199180.347069414,"1"
"1844",1217630.29361834,-359099.075492004,"1"
"1845",1148341.66481897,91856.9604227812,"1"
"1846",1104868.72635577,369812.603960072,"1"
"1847",1216326.14639881,-376070.422251289,"1"
"1848",1237079.18489888,-524354.401152933,"1"
"1849",1218166.17748538,-402954.18729973,"1"
"1850",1096086.2635563,393913.248388314,"1"
"1851",1186020.86887486,-205723.084400616,"1"
"1852",1175906.78309508,-143803.061583822,"1"
"1853",1177864.30914147,-156727.206944718,"1"
"1854",1079688.4544611,488262.017523056,"1"
"1855",1147224.85333615,30538.1991534944,"1"
"1856",1121649.36442451,198776.368306965,"1"
"1857",1131296.9479899,127987.835648531,"1"
"1858",1133571.27296829,111853.491089044,"1"
"1859",1163838.45604856,-92628.2325847199,"1"
"1860",1126425.70143968,153327.927603927,"1"
"1861",1201077.03732967,-344114.459878073,"1"
"1862",1202901.01227371,-362792.746113045,"1"
"1863",1160394.72878723,-82218.9519351233,"1"
"1864",1088644.13878654,378842.660299697,"1"
"1865",1164377.34095483,-129015.772215213,"1"
"1866",1161462.44320905,-109617.244057398,"1"
"1867",1075182.06446256,460864.798476511,"1"
"1868",1072081.61637602,476172.998255281,"1"
"1869",1075464.69703393,442823.828686094,"1"
"1870",1134956.51563069,42629.4116542103,"1"
"1871",1176583.11520015,-237395.615396748,"1"
"1872",1131740.30976551,58019.6740974408,"1"
"1873",1175194.74844319,-233406.903245743,"1"
"1874",1187531.9493965,-316319.646210261,"1"
"1875",1083552.68761428,371785.476920442,"1"
"1876",1196920.41800936,-391129.099635169,"1"
"1877",1135034.77488498,5529.96175306616,"1"
"1878",1116195.87723056,131904.596421987,"1"
"1879",1079577.74550502,374893.828435819,"1"
"1880",1190812.55609673,-389765.323849048,"1"
"1881",1126482.72690176,33251.9688393109,"1"
"1882",1097842.15628101,225318.529114228,"1"
"1883",1158059.12750559,-196029.753199282,"1"
"1884",1123924.80865841,29244.4770285095,"1"
"1885",1109040.00959082,126541.993781633,"1"
"1886",1126941.70424323,-6532.18114733352,"1"
"1887",1179239.89635102,-364045.28988023,"1"
"1888",1164558.35372036,-271239.071354285,"1"
"1889",1177368.33511853,-359438.813051512,"1"
"1890",1120405.88611886,22785.8340010092,"1"
"1891",1101583.67449235,131181.915042131,"1"
"1892",1156579.52873964,-245342.33949921,"1"
"1893",1171505.35330677,-353043.402993532,"1"
"1894",1177743.07984859,-404587.933419414,"1"
"1895",1152100.37770536,-232698.492543624,"1"
"1896",1142119.58644143,-164676.425132502,"1"
"1897",1179266.77897891,-418610.975899265,"1"
"1898",1185471.00068313,-466087.070304645,"1"
"1899",1176902.60365307,-413056.964344699,"1"
"1900",1066441.72192277,335754.246021887,"1"
"1901",1185233.84613991,-476113.973313205,"1"
"1902",1159653.10306869,-301630.15641449,"1"
"1903",1119690.90222712,-29828.2311819576,"1"
"1904",1174949.81206214,-408673.493093635,"1"
"1905",1183746.03643467,-477202.152324711,"1"
"1906",1137302.4444312,-166065.207682954,"1"
"1907",1103723.21425331,63811.4961893983,"1"
"1908",1091879.82708285,144885.471708946,"1"
"1909",1180779.51787879,-464810.935761876,"1"
"1910",1107897.05579156,27498.6234142118,"1"
"1911",1191128.21011231,-549430.737359034,"1"
"1912",1114107.73422158,-21945.8284551542,"1"
"1913",1146678.40493233,-247741.806846547,"1"
"1914",1141424.03914964,-211690.456598,"1"
"1915",1140279.63666301,-215420.877114452,"1"
"1916",1133209.44652723,-169964.066523468,"1"
"1917",1170090.21013589,-432299.627368723,"1"
"1918",1194985.6055892,-611406.694966247,"1"
"1919",1175187.85520977,-477409.20912535,"1"
"1920",1100501.19689087,23622.2961994393,"1"
"1921",1138923.39288292,-288030.945133613,"1"
"1922",1181778.28900579,-594398.188140592,"1"
"1923",1093421.97539533,18881.4315455486,"1"
"1924",1100909.01645927,-42472.9215646451,"1"
"1925",1095358.65980437,-5876.64686749744,"1"
"1926",1118762.66336383,-169466.197431538,"1"
"1927",1159464.56715153,-456223.333221375,"1"
"1928",1178464.47057548,-598178.140522845,"1"
"1929",1098663.5819487,-42795.2050408611,"1"
"1930",1106557.18427981,-97849.3860478856,"1"
"1931",1089549.77048023,16990.3214444804,"1"
"1932",1155440.62679855,-444025.787740708,"1"
"1933",1047863.3922352,303618.540646297,"1"
"1934",1067542.02447026,165548.71005539,"1"
"1935",1084844.29113963,44379.2081052576,"1"
"1936",1058358.9171494,222877.071507967,"1"
"1937",1135072.79788511,-314675.945342965,"1"
"1938",1044738.79354704,316371.794016717,"1"
"1939",1123724.72905879,-238820.272494296,"1"
"1940",1143398.8344234,-383645.654463184,"1"
"1941",1141226.79259989,-383734.202870107,"1"
"1942",1044081.78300188,294656.166636739,"1"
"1943",1042172.40150895,303721.039355458,"1"
"1944",1154444.09433808,-486892.909252815,"1"
"1945",1153516.86266369,-493049.009819722,"1"
"1946",1085995.09476742,-18154.7262846053,"1"
"1947",1062165.95095267,117700.615390665,"1"
"1948",1131340.16524818,-391033.864370234,"1"
"1949",1116873.01978845,-300661.455431365,"1"
"1950",1073385.49169934,6513.5061558401,"1"
"1951",1160495.85107934,-613369.626045645,"1"
"1952",1071610.6369627,2956.49021395516,"1"
"1953",1026474.75841814,311775.653456365,"1"
"1954",1032161.54522102,255242.515954778,"1"
"1955",1139142.23234569,-508192.910856192,"1"
"1956",1123609.25497367,-405620.621782369,"1"
"1957",1134991.0814113,-491795.661557917,"1"
"1958",1135768.38643708,-510912.662376247,"1"
"1959",1020301.27543595,312952.393077771,"1"
"1960",1091550.93922824,-198616.80352711,"1"
"1961",1118836.48545739,-418823.180607123,"1"
"1962",1105903.86146982,-325903.988086671,"1"
"1963",1096493.36909102,-264382.044483657,"1"
"1964",1071863.1382271,-93243.6829314167,"1"
"1965",1073822.11220166,-109140.477608989,"1"
"1966",1009487.83287992,346592.932383429,"1"
"1967",1072824.87989458,-112129.118280277,"1"
"1968",1077995.36522265,-154339.319173952,"1"
"1969",1125874.50734397,-501148.138863478,"1"
"1970",1117282.29851158,-442679.554392508,"1"
"1971",1083429.76113006,-199684.584596467,"1"
"1972",1123988.7383508,-499969.559324721,"1"
"1973",1124063.25770433,-507173.134604476,"1"
"1974",1061515.76686709,-68049.1520964327,"1"
"1975",1089113.89366662,-268208.22470277,"1"
"1976",1052447.51317304,-5638.46161860252,"1"
"1977",1121991.66998804,-510578.106088236,"1"
"1978",1080946.43980584,-213146.244346196,"1"
"1979",1115907.83920986,-485432.268152062,"1"
"1980",1148985.47443958,-726190.568974434,"1"
"1981",1086129.33120609,-275302.419248471,"1"
"1982",1109886.06338317,-455184.451546494,"1"
"1983",1101867.57120096,-402240.136388266,"1"
"1984",1117330.43770399,-526315.824107148,"1"
"1985",1125011.79858412,-583501.457290685,"1"
"1986",1113518.58915704,-509390.916477345,"1"
"1987",1115001.20686951,-523345.284330709,"1"
"1988",1108559.19148123,-481809.980142683,"1"
"1989",1069059.77993637,-211568.861117926,"1"
"1990",1075697.50018742,-267246.260298192,"1"
"1991",1104407.64995105,-482596.668696573,"1"
"1992",1101929.09334884,-473075.977048342,"1"
"1993",1101769.3670316,-476374.930255206,"1"
"1994",966536.839285418,510228.202380421,"1"
"1995",1040691.97511178,-54186.388600441,"1"
"1996",967286.50353936,481048.515850705,"1"
"1997",1053336.59291949,-173738.879133877,"1"
"1998",1097346.01359828,-501816.120676978,"1"
"1999",966243.555428877,461802.681425498,"1"
"2000",1095776.29409244,-498401.02381984,"1"
"2001",1044871.00255588,-126646.920715298,"1"
"2002",1092157.43645718,-480381.955797331,"1"
"2003",1093130.94633624,-490897.292061844,"1"
"2004",1091445.29219946,-487098.682497853,"1"
"2005",1099385.91626358,-549064.122745872,"1"
"2006",1067292.02776551,-318155.470257227,"1"
"2007",976862.462486258,341814.958555798,"1"
"2008",942775.071958588,586794.821922077,"1"
"2009",1094358.53692147,-552097.877810755,"1"
"2010",1067917.00077686,-355794.193524519,"1"
"2011",1092324.62715646,-550011.333625386,"1"
"2012",955346.735294279,469154.009956817,"1"
"2013",954169.729863089,470948.982437707,"1"
"2014",1038097.3160539,-163176.516526488,"1"
"2015",1084054.55019509,-508626.779912913,"1"
"2016",1067843.90517626,-392648.573601221,"1"
"2017",1078319.08593091,-474795.919664602,"1"
"2018",966604.308820749,354215.487453307,"1"
"2019",1081268.98212248,-508751.123634323,"1"
"2020",1077012.6596271,-478217.461201119,"1"
"2021",1075812.60828075,-483027.087339628,"1"
"2022",1033163.90521306,-166932.989392898,"1"
"2023",1043809.78266233,-248206.956508792,"1"
"2024",1013036.03388713,-18266.3474859783,"1"
"2025",1077555.45054654,-504785.393890684,"1"
"2026",922475.363616088,663139.53471964,"1"
"2027",1072598.9860289,-479225.971807514,"1"
"2028",1039724.5163607,-232419.493124436,"1"
"2029",1051312.3444087,-326207.774208126,"1"
"2030",984203.436789578,164197.826236287,"1"
"2031",984083.639122886,146811.993294668,"1"
"2032",1062584.17492281,-481120.938335183,"1"
"2033",1061538.41622551,-482593.267186916,"1"
"2034",1031573.37116557,-260104.969856635,"1"
"2035",1064398.21511647,-515387.740207856,"1"
"2036",1031819.19497949,-278872.321460814,"1"
"2037",1026021.48650156,-234515.737143767,"1"
"2038",1033261.41030063,-312002.084218692,"1"
"2039",949369.132565127,330847.721503574,"1"
"2040",1051577.19848091,-463674.124749947,"1"
"2041",996684.989118651,-86031.298668638,"1"
"2042",1014431.50592026,-225594.044361766,"1"
"2043",1022908.89279418,-321481.61123667,"1"
"2044",1038794.72644398,-474433.115657963,"1"
"2045",1047730.80068803,-544063.122867317,"1"
"2046",991273.141024128,-117072.243052339,"1"
"2047",1020254.16349916,-343270.712051482,"1"
"2048",1044017.58801584,-549253.561443653,"1"
"2049",936791.80754565,287123.061607346,"1"
"2050",929852.020119285,333966.837227247,"1"
"2051",975030.557888987,-59507.1490397039,"1"
"2052",928964.432889125,296677.800659191,"1"
"2053",1035480.91053442,-551433.629795836,"1"
"2054",979846.048363914,-118527.730601603,"1"
"2055",1012003.52166429,-381887.462945866,"1"
"2056",1017342.53873109,-435125.787385642,"1"
"2057",920361.478176508,332380.761188948,"1"
"2058",926018.093556033,270716.473520785,"1"
"2059",917437.562100047,336038.91715718,"1"
"2060",963578.566174694,-41160.7813960356,"1"
"2061",897281.791229814,473341.765387325,"1"
"2062",965408.118379218,-73915.1652014973,"1"
"2063",897330.813017437,448502.822816005,"1"
"2064",984871.180360882,-254568.687580203,"1"
"2065",1027935.09905978,-603735.395070082,"1"
"2066",981238.977843949,-233634.072723141,"1"
"2067",851537.262329671,799670.69729261,"1"
"2068",956452.937610332,-85277.10275982,"1"
"2069",885712.249201918,479523.966534071,"1"
"2070",957176.537368324,-100399.358115079,"1"
"2071",983066.210654043,-325477.124113562,"1"
"2072",1012642.8533371,-565875.085646145,"1"
"2073",891089.877591769,388658.632737217,"1"
"2074",847033.723732802,732271.226793194,"1"
"2075",925649.647940208,74537.1058403602,"1"
"2076",888184.968172882,377069.024004379,"1"
"2077",887537.869438651,372734.198111196,"1"
"2078",938460.885852459,-51276.539115226,"1"
"2079",1009099.19255249,-630766.128897449,"1"
"2080",884707.727251657,376326.74749472,"1"
"2081",952221.257372715,-179680.698602306,"1"
"2082",959639.200909954,-272739.173378566,"1"
"2083",938926.990088978,-144310.063463398,"1"
"2084",981201.302606736,-529339.090648055,"1"
"2085",958443.25868117,-354230.997949277,"1"
"2086",883162.472102165,255972.424963173,"1"
"2087",910597.55536287,-3594.07787761453,"1"
"2088",934323.362433999,-202785.535933345,"1"
"2089",903532.59001937,39481.9930146096,"1"
"2090",940607.511112112,-273124.877450331,"1"
"2091",849863.847704003,474387.648595004,"1"
"2092",855411.15858719,414539.297725901,"1"
"2093",878228.141717487,207653.371832581,"1"
"2094",873300.405623794,222531.300189823,"1"
"2095",934878.696134232,-320652.03356583,"1"
"2096",893311.1999203,32221.124214394,"1"
"2097",843827.88328953,449450.372077422,"1"
"2098",928415.290969773,-272923.815871019,"1"
"2099",935961.105253028,-337073.500859366,"1"
"2100",883867.770655115,98952.8556615334,"1"
"2101",839516.126398263,471434.025644488,"1"
"2102",923678.093270639,-282942.83508734,"1"
"2103",938801.06361312,-412332.05547944,"1"
"2104",937266.517338049,-412436.905617696,"1"
"2105",894339.640661291,-52986.5063064964,"1"
"2106",857113.923688308,252796.389812579,"1"
"2107",911212.045303194,-219312.7314804,"1"
"2108",894214.089671781,-99525.2927092607,"1"
"2109",871851.6008787,91610.6402154323,"1"
"2110",888469.797474089,-68461.8947779327,"1"
"2111",841701.590010429,307315.518024283,"1"
"2112",905287.088859013,-268499.328929861,"1"
"2113",915754.731245951,-376040.466093158,"1"
"2114",916155.162936493,-379536.834082521,"1"
"2115",912228.103231513,-354079.816850699,"1"
"2116",845159.843259875,230408.702939468,"1"
"2117",868329.36779617,1516.09542345491,"1"
"2118",921304.717451282,-469789.456343903,"1"
"2119",827872.881059048,349573.189926857,"1"
"2120",849429.698034035,118241.112733417,"1"
"2121",838381.407550279,203497.109075668,"1"
"2122",824829.095886798,318710.351363208,"1"
"2123",851068.849553657,86393.4540843541,"1"
"2124",836231.593559065,214683.399795811,"1"
"2125",869945.61692248,-98471.9693319079,"1"
"2126",951708.484232892,-839467.337195495,"1"
"2127",865149.10363873,-99011.082226148,"1"
"2128",895568.472368161,-371243.45612227,"1"
"2129",904708.88517197,-452802.899635416,"1"
"2130",888077.613244814,-313710.70779745,"1"
"2131",825415.588104469,226542.984353376,"1"
"2132",881592.691069199,-284201.861814175,"1"
"2133",841682.999493863,30013.5857059934,"1"
"2134",885648.751602544,-366446.483079968,"1"
"2135",873830.074087983,-282699.707505481,"1"
"2136",810414.669884817,290619.756610254,"1"
"2137",873192.411931979,-280030.096380222,"1"
"2138",885592.936171006,-395990.472329296,"1"
"2139",880635.474273357,-358651.938540091,"1"
"2140",880277.866383484,-356415.083693638,"1"
"2141",882466.002146118,-376241.996345743,"1"
"2142",898532.127653408,-521818.734558402,"1"
"2143",892110.721171782,-463633.740926391,"1"
"2144",819806.210390761,184330.96875701,"1"
"2145",885411.977508724,-416970.021368472,"1"
"2146",831161.059503095,57265.2465253447,"1"
"2147",794058.359121944,393495.061445209,"1"
"2148",879051.913521555,-387033.907079119,"1"
"2149",793855.493447803,385557.457007829,"1"
"2150",848172.381214222,-110373.513639479,"1"
"2151",888016.328023947,-473511.216211502,"1"
"2152",824272.594740964,104677.839543615,"1"
"2153",877262.500764998,-378894.052448313,"1"
"2154",805299.381896471,275218.608990107,"1"
"2155",856334.8658661,-192367.449740874,"1"
"2156",841620.505159247,-62544.4806568037,"1"
"2157",855540.312214554,-198413.064486534,"1"
"2158",790762.307849284,393111.050253251,"1"
"2159",871786.213428397,-364430.512383335,"1"
"2160",872445.898652854,-406739.157004669,"1"
"2161",785484.77883661,352267.462412738,"1"
"2162",888188.903119667,-608592.559703262,"1"
"2163",876390.517223056,-501866.071283479,"1"
"2164",856626.90076401,-345517.353508657,"1"
"2165",766514.544394261,482822.673031781,"1"
"2166",785296.181038976,299538.78378203,"1"
"2167",778872.951467394,351122.065300668,"1"
"2168",814631.371398163,10856.778317955,"1"
"2169",796774.433177487,177077.229510244,"1"
"2170",861181.759703643,-424561.449161313,"1"
"2171",858440.394276201,-409060.455844467,"1"
"2172",860830.261461931,-435174.482561072,"1"
"2173",840751.041804365,-253520.479864884,"1"
"2174",790245.442037698,206258.094499987,"1"
"2175",748460.281307854,596848.688032434,"1"
"2176",824702.917338608,-122386.800363643,"1"
"2177",773950.911049594,348119.534012358,"1"
"2178",870854.861504458,-569839.670294158,"1"
"2179",866759.623358179,-541733.980438511,"1"
"2180",877506.720157504,-647174.450054331,"1"
"2181",740241.967339247,644525.871504494,"1"
"2182",868750.480522879,-566812.322628655,"1"
"2183",791785.080118693,149235.131293805,"1"
"2184",760959.87319408,438797.205991492,"1"
"2185",802304.564688768,42355.4923147359,"1"
