"","Longitude","Latitude","PA"
"123",1786049.60979092,1062673.88349242,"1"
"124",1782563.48750643,1072409.80089774,"1"
"125",1914551.59950893,570277.31371368,"1"
"126",1776636.26661703,1063682.82468249,"1"
"127",1910420.36313068,569156.638346937,"1"
"128",1854418.87949344,766219.418623394,"1"
"129",1775599.63279217,1052875.34972903,"1"
"130",1858481.52558381,742267.403691715,"1"
"131",1723662.50215561,1222638.27315585,"1"
"132",1913968.13672119,515026.707441288,"1"
"133",1906339.00811625,542369.746216552,"1"
"134",1903636.51297895,547930.534800487,"1"
"135",1912330.21949851,514318.301170117,"1"
"136",1768237.47844724,1048146.73304854,"1"
"137",1844769.55762018,762362.488986452,"1"
"138",1901429.47947187,549444.097897628,"1"
"139",1766361.50082304,1050384.49151029,"1"
"140",1767694.23121311,1040035.86726481,"1"
"141",1766664.32833436,1042415.72063623,"1"
"142",1898431.80138646,550678.423643367,"1"
"143",1850061.18367105,726820.486587418,"1"
"144",1763823.14457296,1046486.36994315,"1"
"145",1765428.42734578,1037763.57237662,"1"
"146",1715435.69794332,1221848.07223743,"1"
"147",1898052.3262826,532215.445246571,"1"
"148",1761465.36965334,1040925.1204122,"1"
"149",1760621.53987683,1032267.77458148,"1"
"150",1823748.47969011,794032.307312196,"1"
"151",1900716.34214912,503308.7759841,"1"
"152",1758288.79738651,1031931.70263083,"1"
"153",1759694.7455302,1024570.78465705,"1"
"154",1888841.69957867,537269.783295678,"1"
"155",1755924.83141504,1034424.18405047,"1"
"156",1754312.33455852,1036735.78227562,"1"
"157",1754657.5454341,1034228.08826258,"1"
"158",1887582.91601282,532077.512231329,"1"
"159",1886513.80539738,534171.377753769,"1"
"160",1756090.32935602,1023881.05484149,"1"
"161",1752716.49591272,1036553.38963546,"1"
"162",1880036.34228146,556651.53673519,"1"
"163",1754831.28294475,1026667.29591493,"1"
"164",1751065.57645512,1024870.57660463,"1"
"165",1850368.86846237,645747.321381305,"1"
"166",1892959.77625721,474178.344171744,"1"
"167",1907036.05098134,415754.166431802,"1"
"168",1746468.4839356,1022202.5497561,"1"
"169",1893547.6243762,466457.241103814,"1"
"170",1758181.07194634,964281.905170345,"1"
"171",1867745.22181767,536953.852211236,"1"
"172",1871273.07808458,517698.102856776,"1"
"173",1865447.53502123,537464.220326004,"1"
"174",1771658.35047758,887386.048643267,"1"
"175",1770173.13765576,893000.599974754,"1"
"176",1728431.54740728,1020379.12017393,"1"
"177",1822931.92986279,656239.861904698,"1"
"178",1875644.24864527,452585.380833332,"1"
"179",1675003.09075932,1206881.91745636,"1"
"180",1723254.11264944,1007090.60434092,"1"
"181",1876522.87352138,409348.361367534,"1"
"182",1875347.06149742,402253.79104527,"1"
"183",1873793.83912995,406324.639218404,"1"
"184",1755551.21366067,859311.565468163,"1"
"185",1753943.08218879,861163.359349768,"1"
"186",1760212.67127801,836620.436017941,"1"
"187",1775344.65318096,774500.409826116,"1"
"188",1735916.96716956,921867.862413492,"1"
"189",1872968.69648189,389130.721883917,"1"
"190",1842778.4635218,499556.76549741,"1"
"191",1773827.12356581,762014.708107849,"1"
"192",1781648.0027634,725261.808049009,"1"
"193",1866469.35483495,396089.688052454,"1"
"194",1710610.03398776,996022.871344618,"1"
"195",1826048.66690942,546837.134375302,"1"
"196",1860526.41948946,410107.760811515,"1"
"197",1832751.09976922,516606.943382489,"1"
"198",1780263.36378525,718017.430237527,"1"
"199",1783638.95026124,704098.488989144,"1"
"200",1782926.23261444,700149.256359097,"1"
"201",1784131.57004574,694836.618695764,"1"
"202",1829034.43195854,517840.468163195,"1"
"203",1778237.81351387,710631.424036036,"1"
"204",1789102.75690571,662761.593990288,"1"
"205",1783147.51747289,679289.288883191,"1"
"206",1780502.48904973,688748.509771585,"1"
"207",1739558.68369436,847012.562377084,"1"
"208",1781455.5823783,678779.039633969,"1"
"209",1820993.44083568,523670.255447742,"1"
"210",1819563.26668387,528775.333957837,"1"
"211",1781857.83815181,672530.717294039,"1"
"212",1824093.7430369,507691.104510095,"1"
"213",1699788.89816575,992222.091282425,"1"
"214",1830660.21821089,481657.389929759,"1"
"215",1842177.90725305,434321.162607906,"1"
"216",1747452.24820675,803712.772104174,"1"
"217",1839640.98434473,443867.331596677,"1"
"218",1750635.12825383,787569.136201365,"1"
"219",1847352.0634213,409984.864433501,"1"
"220",1779726.04119054,673914.064591979,"1"
"221",1838319.08935372,442817.610497226,"1"
"222",1822730.49414992,501240.627900351,"1"
"223",1778309.62796659,672947.932031851,"1"
"224",1779319.4510881,667030.65284071,"1"
"225",1777136.07339348,674920.934311458,"1"
"226",1835695.24713412,446010.375499228,"1"
"227",1822810.44213466,488388.815717994,"1"
"228",1783123.89562415,640289.80224311,"1"
"229",1846485.2268955,388038.816693806,"1"
"230",1777442.87697445,657046.435458243,"1"
"231",1776663.93557045,659787.776613428,"1"
"232",1772259.83409248,675749.445907369,"1"
"233",1777387.58678876,654285.780529002,"1"
"234",1774178.44211529,665964.668184886,"1"
"235",1775598.35077358,658750.133076712,"1"
"236",1777901.51421887,649165.004192673,"1"
"237",1819998.7415883,483266.88113914,"1"
"238",1809650.32409624,522801.665667154,"1"
"239",1810530.33862767,519302.068005517,"1"
"240",1776765.27307168,651264.963765172,"1"
"241",1751721.12126879,741310.919264863,"1"
"242",1754645.56973589,729733.150133894,"1"
"243",1767211.68611156,676879.395696247,"1"
"244",1777116.61247729,636864.710495869,"1"
"245",1750404.14162343,741111.043781668,"1"
"246",1812022.69653955,495799.769522113,"1"
"247",1831438.02458112,419467.314876092,"1"
"248",1730996.39551885,813300.106043966,"1"
"249",1803525.96151321,526594.561619244,"1"
"250",1752634.54006257,725130.945495209,"1"
"251",1750574.10138478,731499.213448791,"1"
"252",1805217.21954155,515846.864802642,"1"
"253",1748501.66161662,737513.410633398,"1"
"254",1786494.69178761,587539.015657179,"1"
"255",1762241.39768646,683006.239340075,"1"
"256",1806924.14624788,507054.802427071,"1"
"257",1750389.67342272,728110.743416656,"1"
"258",1777755.94602719,618845.948041235,"1"
"259",1745469.24761534,745114.570791944,"1"
"260",1772675.22203435,636906.65102566,"1"
"261",1746449.21672434,739455.90346655,"1"
"262",1811076.72903809,482013.400365876,"1"
"263",1749711.12343839,723862.775815156,"1"
"264",1746856.24062518,734688.57573466,"1"
"265",1752204.92871685,709491.15207488,"1"
"266",1748738.02621759,720426.295402624,"1"
"267",1747271.99371234,726091.884264846,"1"
"268",1746666.59319065,728269.230974322,"1"
"269",1745269.3146956,733717.936358088,"1"
"270",1830197.12675098,394145.29962369,"1"
"271",1795033.29474934,531968.939549209,"1"
"272",1798900.55117121,516333.388711445,"1"
"273",1743140.32314563,735550.751354793,"1"
"274",1749714.32373687,708911.075218071,"1"
"275",1802929.45549619,496920.414258252,"1"
"276",1745788.46079636,721793.045149765,"1"
"277",1817255.87334655,438268.222475361,"1"
"278",1800610.43383811,503462.095936048,"1"
"279",1763545.25019809,648768.078276984,"1"
"280",1792486.06305918,534229.271793896,"1"
"281",1743850.18424678,725068.71939234,"1"
"282",1798937.37374335,504964.811625228,"1"
"283",1741809.31954023,730151.844491937,"1"
"284",1800497.98735613,495981.423602822,"1"
"285",1755975.13448582,670010.032632941,"1"
"286",1741718.1090212,725706.99120932,"1"
"287",1743584.08625861,716823.120574863,"1"
"288",1779437.91697842,574055.918427266,"1"
"289",1794113.51414849,514086.822248067,"1"
"290",1810742.75376611,448075.101936786,"1"
"291",1744841.62484517,709083.015733359,"1"
"292",1760707.61872826,644162.42520588,"1"
"293",1741611.70735025,719754.882610573,"1"
"294",1754064.56574228,669399.332130291,"1"
"295",1740175.49671662,724374.282800592,"1"
"296",1738904.39179346,727890.904826095,"1"
"297",1756468.54385706,656401.791734193,"1"
"298",1798285.80672752,489738.724211846,"1"
"299",1680245.02027878,957146.190255073,"1"
"300",1754596.93724511,662070.975911612,"1"
"301",1751454.64644341,672665.405906414,"1"
"302",1751639.75001029,669695.990631065,"1"
"303",1794794.6629954,498382.458945601,"1"
"304",1812486.60306014,427644.251660098,"1"
"305",1787209.8473505,527272.852280766,"1"
"306",1714618.11860287,815215.018885661,"1"
"307",1741481.44491183,708145.69132301,"1"
"308",1788306.23789197,520260.775088015,"1"
"309",1787632.91978075,522661.370412817,"1"
"310",1740281.44550055,710538.788941812,"1"
"311",1739661.08083976,712945.182112539,"1"
"312",1758756.33476037,636787.583489256,"1"
"313",1721546.68207847,784468.16337953,"1"
"314",1794583.76829245,493705.367925658,"1"
"315",1797023.76240499,483031.936436205,"1"
"316",1792859.46939654,497945.71254593,"1"
"317",1741649.66316894,698927.017439347,"1"
"318",1749179.84781524,668935.828964353,"1"
"319",1742857.62003555,693094.113241159,"1"
"320",1793943.31979948,489919.431796376,"1"
"321",1725630.78537188,761162.895205602,"1"
"322",1744303.72199398,686891.81998124,"1"
"323",1813378.1608223,410228.763672857,"1"
"324",1791658.91029547,496404.632768852,"1"
"325",1738722.15624818,704308.810181605,"1"
"326",1744086.42959355,682823.897945215,"1"
"327",1796735.27410259,473340.929738388,"1"
"328",1798277.71251687,466468.731157032,"1"
"329",1809231.4241024,419445.792066294,"1"
"330",1743890.88511258,679460.847909895,"1"
"331",1789108.99219871,495952.62287865,"1"
"332",1798346.41149671,457808.511232685,"1"
"333",1714408.61704409,790515.896910039,"1"
"334",1726653.06512272,741454.658147023,"1"
"335",1721519.83035388,761865.472721174,"1"
"336",1780494.71914354,525854.414611295,"1"
"337",1712341.08201403,795693.374764615,"1"
"338",1799027.41959088,448396.555509898,"1"
"339",1721010.05680279,759383.471062524,"1"
"340",1726659.96144145,735158.268981655,"1"
"341",1809314.1525995,402487.309719083,"1"
"342",1813483.25525468,385183.69817697,"1"
"343",1793344.25025029,464002.504452002,"1"
"344",1736099.1473501,690893.354032696,"1"
"345",1808740.47429089,400783.679370486,"1"
"346",1736448.34303389,687199.309498374,"1"
"347",1810106.19840891,392210.40601967,"1"
"348",1787046.34284227,483763.334739887,"1"
"349",1795131.52412412,450668.52627229,"1"
"350",1723488.03067759,734182.602447182,"1"
"351",1799199.77314037,430301.363266873,"1"
"352",1788383.86940733,472814.019611795,"1"
"353",1710667.77438531,780319.537802921,"1"
"354",1738989.07880557,663602.136066628,"1"
"355",1710322.627534,778266.925058314,"1"
"356",1759125.13732627,582707.256217189,"1"
"357",1726729.73483929,710051.277831269,"1"
"358",1774824.92850698,516719.003934937,"1"
"359",1791170.81824486,451063.77872698,"1"
"360",1772689.42110317,524204.552166593,"1"
"361",1802707.75770455,403160.924987157,"1"
"362",1734123.66636003,673840.378632771,"1"
"363",1732951.72906171,678531.642176153,"1"
"364",1735633.95407284,666175.918831499,"1"
"365",1734136.49391966,671698.149092804,"1"
"366",1750080.75251746,606362.433958904,"1"
"367",1711265.19354523,759770.381193895,"1"
"368",1786925.51377778,455090.021692559,"1"
"369",1795116.56758165,421101.358336716,"1"
"370",1724091.03147161,705644.588920552,"1"
"371",1793724.29804936,424169.237325675,"1"
"372",1774607.39538818,499664.859549129,"1"
"373",1731797.32854886,671155.807419402,"1"
"374",1706916.88203152,770276.174470017,"1"
"375",1699065.33259943,794325.869283604,"1"
"376",1708777.16786865,753386.068343757,"1"
"377",1794252.92738622,409355.383688374,"1"
"378",1710587.67915546,734349.690585059,"1"
"379",1697352.34910289,786395.859481309,"1"
"380",1799685.99271097,374207.679275435,"1"
"381",1797039.1301946,384610.647458901,"1"
"382",1711888.75474973,726206.242165164,"1"
"383",1779983.60179052,442834.205875064,"1"
"384",1758329.55506836,529690.472759212,"1"
"385",1730997.6934093,639261.941794217,"1"
"386",1705737.12281808,740600.796125859,"1"
"387",1731365.01969166,636051.857739532,"1"
"388",1706289.73899282,737173.915612947,"1"
"389",1732615.13912312,628180.534993401,"1"
"390",1729421.16673837,639098.065849947,"1"
"391",1706733.73992529,727698.664692281,"1"
"392",1725899.30787222,649629.791867747,"1"
"393",1735885.04257893,608823.562681638,"1"
"394",1793758.6273718,374670.766116899,"1"
"395",1704776.09103456,732897.522940627,"1"
"396",1739243.18967154,592614.544816232,"1"
"397",1696606.42637733,761853.325935192,"1"
"398",1724078.97176093,646305.921976832,"1"
"399",1721216.00574176,657555.080319488,"1"
"400",1728517.1263747,627166.278166484,"1"
"401",1729305.09721572,623978.54821681,"1"
"402",1724137.66072564,642250.211701653,"1"
"403",1783708.16621057,401057.344764785,"1"
"404",1726039.17057831,633513.296061952,"1"
"405",1727988.04955265,625122.709724415,"1"
"406",1734360.2660237,595850.368794581,"1"
"407",1700645.78547419,731922.35794375,"1"
"408",1708549.90474411,695744.02906118,"1"
"409",1689033.87862434,774801.16274359,"1"
"410",1735733.62589457,584848.715682633,"1"
"411",1682981.91531391,797571.165217893,"1"
"412",1713239.3753113,674557.752467467,"1"
"413",1688720.45872139,772828.219025936,"1"
"414",1716924.17438454,657408.664954558,"1"
"415",1723633.43641856,629341.654453224,"1"
"416",1701623.23321136,718602.007829724,"1"
"417",1734479.90591384,584296.763789219,"1"
"418",1721755.22012183,635619.001117773,"1"
"419",1733130.84439517,587851.377091129,"1"
"420",1731689.68355584,592930.230444124,"1"
"421",1709043.89992671,680344.041136841,"1"
"422",1692497.05178872,747044.344950632,"1"
"423",1709806.57688862,676338.730110211,"1"
"424",1714315.37392933,656651.309043376,"1"
"425",1715579.00777472,651117.749909609,"1"
"426",1698373.86013249,718729.163456057,"1"
"427",1722408.32636884,620411.232764584,"1"
"428",1779748.71617696,384643.687762614,"1"
"429",1721104.29301178,621956.50087925,"1"
"430",1783062.17394828,369983.211447742,"1"
"431",1776642.29961961,395905.538511439,"1"
"432",1692701.75142774,736872.968891419,"1"
"433",1709295.05173731,668339.433215647,"1"
"434",1662912.6432983,855311.398379463,"1"
"435",1704751.62874514,682593.473688039,"1"
"436",1736283.70405157,551306.938711116,"1"
"437",1699472.29709781,701166.228626001,"1"
"438",1708087.67587128,666092.256109077,"1"
"439",1692182.54456099,729313.24122376,"1"
"440",1714728.31856542,636545.537720911,"1"
"441",1690578.2720583,734656.727287857,"1"
"442",1706679.82723692,669039.768770726,"1"
"443",1703454.26905563,680818.988015755,"1"
"444",1650537.4740383,894627.047347025,"1"
"445",1648044.91069515,904486.541008266,"1"
"446",1718265.95247524,616948.038070612,"1"
"447",1721696.22177288,601816.788916109,"1"
"448",1781978.10597804,355394.428540348,"1"
"449",1682070.79782172,762417.143707203,"1"
"450",1738650.0214715,529568.5208453,"1"
"451",1688652.90865024,732521.423122831,"1"
"452",1766904.12233625,412906.126267823,"1"
"453",1770930.40924345,396226.444922835,"1"
"454",1688071.52724125,730686.058694466,"1"
"455",1707138.08086743,652336.257980667,"1"
"456",1707919.51744765,649146.893870455,"1"
"457",1686493.38903047,733622.77279211,"1"
"458",1736724.50459756,527843.663802686,"1"
"459",1691165.69082986,713056.593310138,"1"
"460",1685401.48405942,735618.376359036,"1"
"461",1689320.84450392,712706.617395519,"1"
"462",1690262.38326206,708302.155143525,"1"
"463",1720551.12813762,579972.973848232,"1"
"464",1685848.88842301,721818.578599945,"1"
"465",1694987.41008518,682225.184956415,"1"
"466",1680842.74655982,739220.383998337,"1"
"467",1701093.86182504,654314.933581567,"1"
"468",1651691.32249704,854123.17623843,"1"
"469",1771684.99197456,362534.845831406,"1"
"470",1701790.71719228,647648.111792043,"1"
"471",1702674.55485485,643298.638982144,"1"
"472",1759871.65119182,406625.834453006,"1"
"473",1676416.38374431,748674.060327555,"1"
"474",1703944.02643169,635574.413235569,"1"
"475",1753234.97244945,428754.884910873,"1"
"476",1724631.07217793,545075.312085926,"1"
"477",1719965.61812463,564213.970334604,"1"
"478",1705968.95742759,621631.169741747,"1"
"479",1672714.36453455,756953.506948532,"1"
"480",1673305.54464208,752604.470428508,"1"
"481",1771564.71553538,347940.029448889,"1"
"482",1772136.94879863,345324.176643228,"1"
"483",1650726.63276277,841411.985933875,"1"
"484",1741364.15157318,467844.536292201,"1"
"485",1764481.09572615,372372.85002206,"1"
"486",1709382.09628296,597639.176862978,"1"
"487",1694054.75137504,654981.039049192,"1"
"488",1724363.42911706,528115.609831671,"1"
"489",1678594.4205532,716342.508387679,"1"
"490",1645712.9106878,845753.473228857,"1"
"491",1630257.9045355,907440.886083846,"1"
"492",1673356.25156827,727869.814320263,"1"
"493",1742349.34012952,442825.249235613,"1"
"494",1770753.97363593,314387.249778785,"1"
"495",1716765.08220654,536954.28496337,"1"
"496",1667908.22259869,738313.155541715,"1"
"497",1754958.13125323,374944.84058518,"1"
"498",1732810.54586029,465986.659911606,"1"
"499",1698805.76324481,606374.893935527,"1"
"500",1743626.02383639,421331.802723525,"1"
"501",1667887.21592888,734015.30244465,"1"
"502",1755209.3182939,363437.538315533,"1"
"503",1725927.4686494,480380.385039994,"1"
"504",1636710.8421477,848721.4266216,"1"
"505",1672333.5342982,697933.192472514,"1"
"506",1660710.81684616,744774.936193958,"1"
"507",1678776.4418326,662334.502486913,"1"
"508",1632807.99530466,850891.816813686,"1"
"509",1736710.56385588,419638.020258267,"1"
"510",1662720.30943271,726331.161472914,"1"
"511",1724423.80812756,463960.430586683,"1"
"512",1742874.97756654,387392.895319494,"1"
"513",1649816.6627644,773554.260781091,"1"
"514",1632714.17196631,844353.854050762,"1"
"515",1647708.71417527,779198.391343976,"1"
"516",1691881.74519109,589420.732735708,"1"
"517",1749917.33254329,346514.136988817,"1"
"518",1715627.61185365,482100.42043306,"1"
"519",1627645.62969934,844511.612216523,"1"
"520",1737080.22559255,376169.101541043,"1"
"521",1693841.33647024,554520.295912145,"1"
"522",1729041.21432596,407691.257817261,"1"
"523",1640401.87279164,771204.969072854,"1"
"524",1682597.15192087,592338.948450385,"1"
"525",1713173.4788584,464633.956845465,"1"
"526",1735331.7972506,372084.217194989,"1"
"527",1686759.76213579,574761.088360767,"1"
"528",1644648.211391,745645.128802771,"1"
"529",1734994.7055416,367641.458119036,"1"
"530",1674654.6776531,617761.226830261,"1"
"531",1726341.11202663,400296.006063837,"1"
"532",1623508.58286002,828974.659876721,"1"
"533",1691951.31046842,528184.548817573,"1"
"534",1646645.59156854,717098.748510687,"1"
"535",1743425.69825439,310345.211952019,"1"
"536",1700350.09708412,490633.318156012,"1"
"537",1722109.54092974,399285.465480945,"1"
"538",1725154.37515771,386518.867744913,"1"
"539",1736076.57641959,334804.805748217,"1"
"540",1729762.86501551,361120.302691919,"1"
"541",1697941.02635957,491368.001721077,"1"
"542",1713150.26336581,427511.381207015,"1"
"543",1722274.30478335,389205.71133597,"1"
"544",1697165.86845017,485053.358929553,"1"
"545",1737216.72406811,315169.099418601,"1"
"546",1738878.24169259,304948.396590144,"1"
"547",1737134.55004835,309522.60731996,"1"
"548",1705900.40143244,439280.505091987,"1"
"549",1691231.59431872,497744.437429708,"1"
"550",1607953.97728961,843130.13469976,"1"
"551",1712341.43202415,402316.371081988,"1"
"552",1723687.82754411,353611.662829409,"1"
"553",1720331.30723138,366883.596579012,"1"
"554",1734581.48018686,305806.54267469,"1"
"555",1609404.00641969,829524.521131095,"1"
"556",1608632.59988738,823782.840095917,"1"
"557",1617374.94174677,778638.962348269,"1"
"558",1735303.85912967,278889.7299897,"1"
"559",1695973.57063675,443673.459371984,"1"
"560",1695218.63652695,446867.822099613,"1"
"561",1693708.73780374,453256.676625249,"1"
"562",1713498.97915668,365812.91085217,"1"
"563",1654048.58008869,614528.065412134,"1"
"564",1601426.98270285,835602.749935441,"1"
"565",1673512.18422122,529435.756334268,"1"
"566",1703079.04560702,403518.583427008,"1"
"567",1605669.72801696,812843.972967969,"1"
"568",1715151.3916999,339272.117429473,"1"
"569",1691986.29394366,435111.547178162,"1"
"570",1706206.36448818,371913.974308149,"1"
"571",1687839.19161416,447960.186951279,"1"
"572",1665024.94208091,537554.849471757,"1"
"573",1691315.95053204,425717.171328763,"1"
"574",1738906.34702082,216718.759534898,"1"
"575",1602491.92141128,789372.22581081,"1"
"576",1719331.78521575,283940.475173659,"1"
"577",1674515.05346772,468972.135776033,"1"
"578",1670490.46738145,482385.505241398,"1"
"579",1584874.16724203,844489.580150096,"1"
"580",1650165.85529525,554305.968986348,"1"
"581",1670710.1112778,465779.137144356,"1"
"582",1676831.57018451,432638.453199838,"1"
"583",1674116.46856274,443032.195859773,"1"
"584",1702502.49471264,320142.186808532,"1"
"585",1583536.06184291,825978.992411483,"1"
"586",1582533.27710432,823217.231016089,"1"
"587",1659650.82438845,488472.607352691,"1"
"588",1697042.7418327,312703.211539227,"1"
"589",1575382.89873373,816625.202134464,"1"
"590",1575507.66399056,813444.219262661,"1"
"591",1582757.12873901,776094.069618125,"1"
"592",1572279.41014813,820128.39005542,"1"
"593",1574558.94594529,810266.223160483,"1"
"594",1576231.59484522,802837.795601256,"1"
"595",1573191.50548256,813077.310310659,"1"
"596",1580964.30511754,773097.33568834,"1"
"597",1565278.50196771,838652.921960462,"1"
"598",1582059.81515571,764318.57067174,"1"
"599",1576408.34222243,783679.532083342,"1"
"600",1570103.16145086,809578.919395739,"1"
"601",1646285.7033401,475542.078490859,"1"
"602",1633274.46107618,523426.947017684,"1"
"603",1688471.70699257,283592.412418993,"1"
"604",1560077.38580781,840060.784278823,"1"
"605",1679703.37905401,316177.482314911,"1"
"606",1564377.48638455,812565.137124032,"1"
"607",1677557.69267867,317897.09771973,"1"
"608",1575196.8031919,758034.025920307,"1"
"609",1674633.41047862,324158.804469915,"1"
"610",1569962.01039278,780167.718876149,"1"
"611",1557945.23996893,832159.237568727,"1"
"612",1697482.96302946,222726.534962177,"1"
"613",1562462.22213249,804273.029369876,"1"
"614",1675280.72936974,311519.206856822,"1"
"615",1574947.62728962,749210.306018101,"1"
"616",1692811.29839715,223003.861918702,"1"
"617",1560975.40335705,798119.614950684,"1"
"618",1550046.47353611,841587.881277239,"1"
"619",1625070.57596103,511440.699185857,"1"
"620",1619949.00278698,533843.624955829,"1"
"621",1548724.66251943,841188.925466445,"1"
"622",1660981.40139351,339965.403205311,"1"
"623",1556304.26041467,796278.482612452,"1"
"624",1560670.29159525,776718.066619702,"1"
"625",1569037.31091101,738981.214834588,"1"
"626",1551307.80928599,810934.936039209,"1"
"627",1624650.42607921,484407.39944964,"1"
"628",1566336.71488036,740507.697672603,"1"
"629",1682006.28470353,227695.961293825,"1"
