"","Pvalues","R2"
"Linear_Lat_AllRich",0.0217205921036293,0.181589128143939
"Linear_Lat_AllRich_woWI",0.01122180851859,0.256115141460278
"Quadratic_Lat_AllRich",0.235983315987698,0.206849661294762
"Quadratic_Lat_AllRich_woWI",0.000601134551757763,0.610622096129051
