"","ID","TaxonName","DataSet","Longitude","Latitude"
"4780","19153375010661","Juglans cinerea","FIA","-81.91653","39.77785"
"4781","19154667010661","Juglans cinerea","FIA","-81.41651","39.83341"
"4782","19102790010661","Juglans cinerea","FIA","-82.24988","40.55562"
"4783","19103198010661","Juglans cinerea","FIA","-80.55535","41.88894"
"4784","19103200010661","Juglans cinerea","FIA","-80.55535","41.88894"
"4785","19134347010661","Juglans cinerea","FIA","-82.52767","41.25005"
"4786","19142723010661","Juglans cinerea","FIA","-82.02764","41.22228"
"4787","19159874010661","Juglans cinerea","FIA","-80.99981","41.25006"
"4788","19159892010661","Juglans cinerea","FIA","-80.99981","41.25006"
"4789","66252073010538","Juglans cinerea","FIA","-82.092376","39.242257"
"4790","66243194010538","Juglans cinerea","FIA","-82.455872","39.496634"
"4791","66248263010538","Juglans cinerea","FIA","-82.27589","39.128674"
"4792","66256140010538","Juglans cinerea","FIA","-82.516073","39.721025"
"4793","66259365010538","Juglans cinerea","FIA","-84.753674","39.879815"
"4794","66282491010538","Juglans cinerea","FIA","-81.905364","39.644737"
"4795","66271144010538","Juglans cinerea","FIA","-82.154434","40.428807"
"4796","66274690010538","Juglans cinerea","FIA","-81.491773","40.033641"
"4797","66274728010538","Juglans cinerea","FIA","-81.491773","40.033641"
"4798","66345569010538","Juglans cinerea","FIA","-83.806384","38.725577"
"4799","66345595010538","Juglans cinerea","FIA","-83.806384","38.725577"
"4800","66323405010538","Juglans cinerea","FIA","-81.649788","40.040477"
"4801","66327267010538","Juglans cinerea","FIA","-81.157025","41.739239"
"4802","73963702010538","Juglans cinerea","FIA","-82.475659","39.2864"
"4803","73963742010538","Juglans cinerea","FIA","-82.475659","39.2864"
"4804","73996349010538","Juglans cinerea","FIA","-82.070559","40.380693"
"4805","167753476010661","Juglans cinerea","FIA","-82.455872","39.496634"
"4806","167746894010661","Juglans cinerea","FIA","-82.27589","39.128674"
"4807","167748241010661","Juglans cinerea","FIA","-81.905364","39.644737"
"4808","212652998010661","Juglans cinerea","FIA","-82.154434","40.428807"
"4809","212653342010661","Juglans cinerea","FIA","-81.649788","40.040477"
"4810","212657631010661","Juglans cinerea","FIA","-81.157025","41.739239"
"4811","247583966010661","Juglans cinerea","FIA","-82.475659","39.2864"
"4812","247583987010661","Juglans cinerea","FIA","-82.475659","39.2864"
"4813","31282450020004","Juglans cinerea","FIA","-82.070559","40.380693"
"4814","31284400020004","Juglans cinerea","FIA","-83.587922","40.697414"
"4815","211872253020004","Juglans cinerea","FIA","-82.27589","39.128674"
"4816","211873390020004","Juglans cinerea","FIA","-81.905364","39.644737"
"4817","271069101489998","Juglans cinerea","FIA","-82.154434","40.428807"
"4818","469327087489998","Juglans cinerea","FIA","-82.475659","39.2864"
"4819","469327109489998","Juglans cinerea","FIA","-82.475659","39.2864"
"4820","530817935126144","Juglans cinerea","FIA","-81.794438","40.226843"
"4821","530827989126144","Juglans cinerea","FIA","-83.587922","40.697414"
"4822","657544408126144","Juglans cinerea","FIA","-82.27589","39.128674"
"4823","756251222290487","Juglans cinerea","FIA","-81.905364","39.644737"
"4828","10742615010661","Juglans cinerea","FIA","-77.69416","40.25008"
"4829","10743487010661","Juglans cinerea","FIA","-78.13862","39.94453"
"4830","10747495010661","Juglans cinerea","FIA","-77.97194","40.16675"
"4831","10747504010661","Juglans cinerea","FIA","-77.97194","40.16675"
"4832","10747507010661","Juglans cinerea","FIA","-77.97194","40.16675"
"4833","10748109010661","Juglans cinerea","FIA","-78.08306","40.61118"
"4834","10748115010661","Juglans cinerea","FIA","-78.08306","40.61118"
"4835","10748123010661","Juglans cinerea","FIA","-78.08306","40.61118"
"4836","10775562010661","Juglans cinerea","FIA","-77.44416","40.75007"
"4837","10782511010661","Juglans cinerea","FIA","-77.58304","40.27786"
"4838","10782512010661","Juglans cinerea","FIA","-77.58304","40.27786"
"4839","10782727010661","Juglans cinerea","FIA","-77.33304","40.30564"
"4840","10782728010661","Juglans cinerea","FIA","-77.33304","40.30564"
"4841","10782730010661","Juglans cinerea","FIA","-77.33304","40.30564"
"4842","10683615010661","Juglans cinerea","FIA","-79.69422","41.05562"
"4843","10721658010661","Juglans cinerea","FIA","-80.41646","41.66672"
"4844","10721952010661","Juglans cinerea","FIA","-79.972","41.52783"
"4845","10722165010661","Juglans cinerea","FIA","-79.69422","41.6945"
"4846","10722699010661","Juglans cinerea","FIA","-80.222","41.83339"
"4847","10749367010661","Juglans cinerea","FIA","-78.86086","40.77784"
"4848","10751324010661","Juglans cinerea","FIA","-79.22198","40.50007"
"4849","10820518010661","Juglans cinerea","FIA","-79.30531","40.13896"
"4850","10763583010661","Juglans cinerea","FIA","-76.77746","41.38897"
"4851","10763590010661","Juglans cinerea","FIA","-76.77746","41.38897"
"4852","10763600010661","Juglans cinerea","FIA","-76.77746","41.38897"
"4853","10765182010661","Juglans cinerea","FIA","-76.86079","41.33341"
"4854","10765196010661","Juglans cinerea","FIA","-76.86079","41.33341"
"4855","10765220010661","Juglans cinerea","FIA","-76.86079","41.33341"
"4856","10787373010661","Juglans cinerea","FIA","-77.69415","41.55562"
"4857","10802502010661","Juglans cinerea","FIA","-77.61082","41.86118"
"4858","10804136010661","Juglans cinerea","FIA","-76.91635","41.75007"
"4859","10804149010661","Juglans cinerea","FIA","-76.91635","41.75007"
"4860","10804151010661","Juglans cinerea","FIA","-76.91635","41.75007"
"4861","10804168010661","Juglans cinerea","FIA","-76.91635","41.75007"
"4862","10804174010661","Juglans cinerea","FIA","-76.91635","41.75007"
"4863","10808041010661","Juglans cinerea","FIA","-79.88867","41.30561"
"4864","10808043010661","Juglans cinerea","FIA","-79.88867","41.30561"
"4865","10808044010661","Juglans cinerea","FIA","-79.88867","41.30561"
"4866","10810650010661","Juglans cinerea","FIA","-79.16643","41.86117"
"4867","10687936010661","Juglans cinerea","FIA","-78.66641","39.72231"
"4868","10701160010661","Juglans cinerea","FIA","-78.63863","40.66673"
"4869","10794488010661","Juglans cinerea","FIA","-78.97197","40.16674"
"4870","10694880010661","Juglans cinerea","FIA","-76.44411","41.58341"
"4871","10695160010661","Juglans cinerea","FIA","-76.38855","41.77785"
"4872","10704484010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4873","10704504010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4874","10704507010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4875","10704516010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4876","10704517010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4877","10704521010661","Juglans cinerea","FIA","-75.72186","40.75009"
"4878","10760938010661","Juglans cinerea","FIA","-75.86075","41.36119"
"4879","10778361010661","Juglans cinerea","FIA","-75.16629","41.1112"
"4880","10778362010661","Juglans cinerea","FIA","-75.16629","41.1112"
"4881","10783623010661","Juglans cinerea","FIA","-74.99961","41.41676"
"4882","10792400010661","Juglans cinerea","FIA","-75.86075","40.69454"
"4883","10792404010661","Juglans cinerea","FIA","-75.86075","40.69454"
"4884","10792433010661","Juglans cinerea","FIA","-75.86075","40.69454"
"4885","10792436010661","Juglans cinerea","FIA","-75.86075","40.69454"
"4886","10802076010661","Juglans cinerea","FIA","-75.55518","41.94453"
"4887","10818021010661","Juglans cinerea","FIA","-75.33296","41.47231"
"4888","10818039010661","Juglans cinerea","FIA","-75.33296","41.47231"
"4889","10818041010661","Juglans cinerea","FIA","-75.33296","41.47231"
"4890","10818046010661","Juglans cinerea","FIA","-75.33296","41.47231"
"4891","10818168010661","Juglans cinerea","FIA","-75.11072","41.75009"
"4892","10819500010661","Juglans cinerea","FIA","-75.33295","41.83342"
"4893","10691515010661","Juglans cinerea","FIA","-75.83298","40.19454"
"4894","10691516010661","Juglans cinerea","FIA","-75.83298","40.19454"
"4895","10691518010661","Juglans cinerea","FIA","-75.83298","40.19454"
"4896","10691575010661","Juglans cinerea","FIA","-75.58296","40.44454"
"4897","10757356010661","Juglans cinerea","FIA","-76.02745","39.86122"
"4898","10757550010661","Juglans cinerea","FIA","-76.11079","39.97232"
"4899","68332675010538","Juglans cinerea","FIA","-78.08452","40.62254"
"4900","68344721010538","Juglans cinerea","FIA","-80.48192","41.18862"
"4901","68344723010538","Juglans cinerea","FIA","-80.48192","41.18862"
"4902","68357059010538","Juglans cinerea","FIA","-79.65767","41.14938"
"4903","68368784010538","Juglans cinerea","FIA","-78.2824","40.24222"
"4904","68373081010538","Juglans cinerea","FIA","-75.41657","40.44567"
"4905","68426467010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4906","68426503010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4907","68426509010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4908","68426511010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4909","68426473010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4910","68426519010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4911","68426449010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4912","68421417010538","Juglans cinerea","FIA","-77.4171","41.17186"
"4913","68478553010538","Juglans cinerea","FIA","-77.37084","41.72653"
"4914","68478551010538","Juglans cinerea","FIA","-77.37084","41.72653"
"4915","68475087010538","Juglans cinerea","FIA","-78.96194","40.11063"
"4916","68484072010538","Juglans cinerea","FIA","-75.29775","41.66134"
"4917","68484102010538","Juglans cinerea","FIA","-75.29775","41.66134"
"4918","68496479010538","Juglans cinerea","FIA","-76.14804","40.3381"
"4919","68564414010538","Juglans cinerea","FIA","-75.873164","40.714379"
"4920","68542452010538","Juglans cinerea","FIA","-75.92383","41.429974"
"4921","68622046010538","Juglans cinerea","FIA","-79.777017","41.981254"
"4922","68570186010538","Juglans cinerea","FIA","-80.264741","39.748729"
"4923","68570190010538","Juglans cinerea","FIA","-80.264741","39.748729"
"4924","68570200010538","Juglans cinerea","FIA","-80.264741","39.748729"
"4925","68570194010538","Juglans cinerea","FIA","-80.264741","39.748729"
"4926","68572198010538","Juglans cinerea","FIA","-78.863359","40.799227"
"4927","68575579010538","Juglans cinerea","FIA","-80.34242","40.872628"
"4928","68598161010538","Juglans cinerea","FIA","-80.484261","40.021348"
"4929","68598163010538","Juglans cinerea","FIA","-80.484261","40.021348"
"4930","68598185010538","Juglans cinerea","FIA","-80.484261","40.021348"
"4931","68598219010538","Juglans cinerea","FIA","-80.484261","40.021348"
"4932","68610772010538","Juglans cinerea","FIA","-78.607378","39.989152"
"4933","68611817010538","Juglans cinerea","FIA","-78.181951","40.518983"
"4934","68615581010538","Juglans cinerea","FIA","-78.660304","40.555009"
"4935","68615583010538","Juglans cinerea","FIA","-78.660304","40.555009"
"4936","68615609010538","Juglans cinerea","FIA","-78.660304","40.555009"
"4937","68615611010538","Juglans cinerea","FIA","-78.660304","40.555009"
"4938","68613525010538","Juglans cinerea","FIA","-76.535005","41.793579"
"4939","68591865010538","Juglans cinerea","FIA","-75.550359","41.961746"
"4940","68598545010538","Juglans cinerea","FIA","-75.370247","41.733549"
"4941","68598547010538","Juglans cinerea","FIA","-75.370247","41.733549"
"4942","76238746010538","Juglans cinerea","FIA","-77.51556","40.4319"
"4943","76247346010538","Juglans cinerea","FIA","-80.48192","41.18862"
"4944","76247348010538","Juglans cinerea","FIA","-80.48192","41.18862"
"4945","76266750010538","Juglans cinerea","FIA","-78.2824","40.24222"
"4946","76271230010538","Juglans cinerea","FIA","-75.41657","40.44567"
"4947","76901213010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4948","76901215010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4949","76901221010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4950","76901225010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4951","76901227010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4952","76901237010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4953","76901253010538","Juglans cinerea","FIA","-77.89479","39.95275"
"4954","172123274010661","Juglans cinerea","FIA","-77.37084","41.72653"
"4955","172123275010661","Juglans cinerea","FIA","-77.37084","41.72653"
"4956","172121321010661","Juglans cinerea","FIA","-78.96194","40.11063"
"4957","172145230010661","Juglans cinerea","FIA","-76.69607","41.67615"
"4958","172126429010661","Juglans cinerea","FIA","-75.29775","41.66134"
"4959","172126436010661","Juglans cinerea","FIA","-75.29775","41.66134"
"4960","207950814010661","Juglans cinerea","FIA","-78.068499","39.765063"
"4961","207953685010661","Juglans cinerea","FIA","-80.424186","40.723313"
"4962","207974824010661","Juglans cinerea","FIA","-75.873164","40.714379"
"4963","207976813010661","Juglans cinerea","FIA","-75.92383","41.429974"
"4964","207978534010661","Juglans cinerea","FIA","-75.445884","40.559466"
"4965","225031015010661","Juglans cinerea","FIA","-79.777017","41.981254"
"4966","225034690010661","Juglans cinerea","FIA","-78.863359","40.799227"
"4967","225036703010661","Juglans cinerea","FIA","-80.34242","40.872628"
"4968","225038865010661","Juglans cinerea","FIA","-80.484261","40.021348"
"4969","225038866010661","Juglans cinerea","FIA","-80.484261","40.021348"
"4970","225038877010661","Juglans cinerea","FIA","-80.484261","40.021348"
"4971","225038894010661","Juglans cinerea","FIA","-80.484261","40.021348"
"4972","225064248010661","Juglans cinerea","FIA","-78.607378","39.989152"
"4973","225071418010661","Juglans cinerea","FIA","-76.535005","41.793579"
"4974","225079544010661","Juglans cinerea","FIA","-75.550359","41.961746"
"4975","225080588010661","Juglans cinerea","FIA","-75.370247","41.733549"
"4976","225080589010661","Juglans cinerea","FIA","-75.370247","41.733549"
"4977","248905680010661","Juglans cinerea","FIA","-80.48192","41.18862"
"4978","248905681010661","Juglans cinerea","FIA","-80.48192","41.18862"
"4979","248923278010661","Juglans cinerea","FIA","-79.6889","40.15337"
"4980","248873894010661","Juglans cinerea","FIA","-75.41657","40.44567"
"4981","44587896020004","Juglans cinerea","FIA","-77.89479","39.95275"
"4982","44587897020004","Juglans cinerea","FIA","-77.89479","39.95275"
"4983","44587900020004","Juglans cinerea","FIA","-77.89479","39.95275"
"4984","44587902020004","Juglans cinerea","FIA","-77.89479","39.95275"
"4985","44587903020004","Juglans cinerea","FIA","-77.89479","39.95275"
"4986","44601903020004","Juglans cinerea","FIA","-79.75855","41.19571"
"4987","44601904020004","Juglans cinerea","FIA","-79.75855","41.19571"
"4988","44578353020004","Juglans cinerea","FIA","-76.38989","41.62564"
"4989","44578355020004","Juglans cinerea","FIA","-76.38989","41.62564"
"4990","207161174020004","Juglans cinerea","FIA","-77.37084","41.72653"
"4991","207145448020004","Juglans cinerea","FIA","-77.389555","41.773808"
"4992","207145449020004","Juglans cinerea","FIA","-77.389555","41.773808"
"4993","207155097020004","Juglans cinerea","FIA","-78.96194","40.11063"
"4994","207163624020004","Juglans cinerea","FIA","-76.69607","41.67615"
"4995","269641348489998","Juglans cinerea","FIA","-78.068499","39.765063"
"4996","269633766489998","Juglans cinerea","FIA","-80.424186","40.723313"
"4997","269632771489998","Juglans cinerea","FIA","-80.338922","40.026677"
"4998","269651012489998","Juglans cinerea","FIA","-75.92383","41.429974"
"4999","269638615489998","Juglans cinerea","FIA","-75.445884","40.559466"
"5000","334738773489998","Juglans cinerea","FIA","-79.892999","40.830479"
"5001","334733572489998","Juglans cinerea","FIA","-79.777017","41.981254"
"5002","334740233489998","Juglans cinerea","FIA","-80.34242","40.872628"
"5003","334742460489998","Juglans cinerea","FIA","-78.607378","39.989152"
"5004","334745639489998","Juglans cinerea","FIA","-76.535005","41.793579"
"5005","334730445489998","Juglans cinerea","FIA","-75.370247","41.733549"
"5006","382453875489998","Juglans cinerea","FIA","-78.863359","40.799227"
"5007","382469773489998","Juglans cinerea","FIA","-79.6889","40.15337"
"5008","469216627489998","Juglans cinerea","FIA","-77.89479","39.95275"
"5009","469216628489998","Juglans cinerea","FIA","-77.89479","39.95275"
"5010","469216631489998","Juglans cinerea","FIA","-77.89479","39.95275"
"5011","469216633489998","Juglans cinerea","FIA","-77.89479","39.95275"
"5012","469216634489998","Juglans cinerea","FIA","-77.89479","39.95275"
"5013","469202133489998","Juglans cinerea","FIA","-80.48192","41.18862"
"5014","469202134489998","Juglans cinerea","FIA","-80.48192","41.18862"
"5015","469207693489998","Juglans cinerea","FIA","-75.41657","40.44567"
"5016","533681738126144","Juglans cinerea","FIA","-79.75855","41.19571"
"5017","533681739126144","Juglans cinerea","FIA","-79.75855","41.19571"
"5018","533689498126144","Juglans cinerea","FIA","-76.38989","41.62564"
"5019","533689500126144","Juglans cinerea","FIA","-76.38989","41.62564"
"5020","745055074290487","Juglans cinerea","FIA","-80.424186","40.723313"
"5021","745055341290487","Juglans cinerea","FIA","-80.05278","41.86135"
"5022","745043485290487","Juglans cinerea","FIA","-77.389555","41.773808"
"5023","745043486290487","Juglans cinerea","FIA","-77.389555","41.773808"
"5024","745048084290487","Juglans cinerea","FIA","-78.96194","40.11063"
"5025","745037610290487","Juglans cinerea","FIA","-76.22839","41.57084"
"5026","745040448290487","Juglans cinerea","FIA","-76.69607","41.67615"
"5027","162597560010854","Juglans cinerea","FIA","-80.421779","34.693931"
"5028","162597559010854","Juglans cinerea","FIA","-80.421779","34.693931"
"5029","162667644010854","Juglans cinerea","FIA","-79.330759","34.028361"
"5030","162667646010854","Juglans cinerea","FIA","-79.330759","34.028361"
"5031","162667620010854","Juglans cinerea","FIA","-79.330759","34.028361"
"5032","162667783010854","Juglans cinerea","FIA","-79.477553","34.056729"
"5033","162565962010854","Juglans cinerea","FIA","-82.454352","34.218421"
"5034","162635531010854","Juglans cinerea","FIA","-82.611","35.111"
"5035","162665843010854","Juglans cinerea","FIA","-82.332957","34.058037"
"5036","162697372010854","Juglans cinerea","FIA","-81.638273","34.720359"
"5037","162798177010854","Juglans cinerea","FIA","-80.421779","34.693931"
"5038","162798178010854","Juglans cinerea","FIA","-80.421779","34.693931"
"5039","163286643010854","Juglans cinerea","FIA","-82.274552","34.587916"
"5040","163286660010854","Juglans cinerea","FIA","-82.274552","34.587916"
"5041","163370995010854","Juglans cinerea","FIA","-81.270904","35.136655"
"5042","210881293010854","Juglans cinerea","FIA","-81.709635","34.74224"
"5043","235089598010854","Juglans cinerea","FIA","-82.497948","34.19041"
"5044","312125109489998","Juglans cinerea","FIA","-82.497948","34.19041"
"5045","163418118010854","Juglans cinerea","FIA","-89.53","35.83"
"5046","163409166010854","Juglans cinerea","FIA","-88.11","35.14"
"5047","163413334010854","Juglans cinerea","FIA","-87.39","35.83"
"5048","163413719010854","Juglans cinerea","FIA","-87.5","35.78"
"5049","163413720010854","Juglans cinerea","FIA","-87.5","35.78"
"5050","163413721010854","Juglans cinerea","FIA","-87.5","35.78"
"5051","163415864010854","Juglans cinerea","FIA","-87.92","36.08"
"5052","163441353010854","Juglans cinerea","FIA","-87.78","36.56"
"5053","163441354010854","Juglans cinerea","FIA","-87.78","36.56"
"5054","163447292010854","Juglans cinerea","FIA","-87.89","35.25"
"5055","163392918010854","Juglans cinerea","FIA","-85.58","36.56"
"5056","163393058010854","Juglans cinerea","FIA","-85.69","36.5"
"5057","163398398010854","Juglans cinerea","FIA","-85.89","36"
"5058","163398404010854","Juglans cinerea","FIA","-85.89","36"
"5059","163398410010854","Juglans cinerea","FIA","-85.89","36"
"5060","163403161010854","Juglans cinerea","FIA","-86.97","35.22"
"5061","163416292010854","Juglans cinerea","FIA","-85.58","36.39"
"5062","163425762010854","Juglans cinerea","FIA","-87.064841","35.616397"
"5063","163436542010854","Juglans cinerea","FIA","-86.56","35.72"
"5064","163449615010854","Juglans cinerea","FIA","-87.03","35.94"
"5065","163386474010854","Juglans cinerea","FIA","-85.25","35.56"
"5066","163395555010854","Juglans cinerea","FIA","-84.97","36.03"
"5067","163402081010854","Juglans cinerea","FIA","-85.97","35"
"5068","163405350010854","Juglans cinerea","FIA","-85.81","35.33"
"5069","163405369010854","Juglans cinerea","FIA","-85.81","35.33"
"5070","163405370010854","Juglans cinerea","FIA","-85.81","35.33"
"5071","163424122010854","Juglans cinerea","FIA","-85.58","35.14"
"5072","163430961010854","Juglans cinerea","FIA","-85.19","36.36"
"5073","163431024010854","Juglans cinerea","FIA","-85.19","36.33"
"5074","163431462010854","Juglans cinerea","FIA","-85.42","36.42"
"5075","163431479010854","Juglans cinerea","FIA","-85.42","36.42"
"5076","163444805010854","Juglans cinerea","FIA","-85.42","35.72"
"5077","163444932010854","Juglans cinerea","FIA","-85.64","35.56"
"5078","163392655010854","Juglans cinerea","FIA","-83.92","36.53"
"5079","163393386010854","Juglans cinerea","FIA","-83.06","35.94"
"5080","163407135010854","Juglans cinerea","FIA","-82.89","36.58"
"5081","163417090010854","Juglans cinerea","FIA","-83.44","36.06"
"5082","163504835010854","Juglans cinerea","FIA","-88.11","35.14"
"5083","163509775010854","Juglans cinerea","FIA","-87.39","35.83"
"5084","163510183010854","Juglans cinerea","FIA","-87.5","35.78"
"5085","163510184010854","Juglans cinerea","FIA","-87.5","35.78"
"5086","163512303010854","Juglans cinerea","FIA","-87.92","36.08"
"5087","163543460010854","Juglans cinerea","FIA","-87.78","36.56"
"5088","163550676010854","Juglans cinerea","FIA","-87.61","35.44"
"5089","163550875010854","Juglans cinerea","FIA","-87.89","35.25"
"5090","163486598010854","Juglans cinerea","FIA","-85.53","36.47"
"5091","163486615010854","Juglans cinerea","FIA","-85.58","36.56"
"5092","163497774010854","Juglans cinerea","FIA","-86.97","35.22"
"5093","163518012010854","Juglans cinerea","FIA","-86.83","35.03"
"5094","163527844010854","Juglans cinerea","FIA","-87.61","36.47"
"5095","163537964010854","Juglans cinerea","FIA","-86.56","35.72"
"5096","163553282010854","Juglans cinerea","FIA","-87.03","35.94"
"5097","163478912010854","Juglans cinerea","FIA","-85.25","35.56"
"5098","163489912010854","Juglans cinerea","FIA","-84.97","36.03"
"5099","163496683010854","Juglans cinerea","FIA","-85.97","35"
"5100","163500791010854","Juglans cinerea","FIA","-85.81","35.33"
"5101","163522394010854","Juglans cinerea","FIA","-85.58","35.14"
"5102","163530728010854","Juglans cinerea","FIA","-85.19","36.36"
"5103","163530792010854","Juglans cinerea","FIA","-85.19","36.33"
"5104","163531210010854","Juglans cinerea","FIA","-85.42","36.42"
"5105","163540043010854","Juglans cinerea","FIA","-84.67","36.5"
"5106","163548282010854","Juglans cinerea","FIA","-85.58","35.64"
"5107","163486352010854","Juglans cinerea","FIA","-83.92","36.53"
"5108","163502539010854","Juglans cinerea","FIA","-82.89","36.58"
"5109","246519986010854","Juglans cinerea","FIA","-87.82569","35.041314"
"5110","232117121010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5111","232117130010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5112","246490176010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5113","246499135010854","Juglans cinerea","FIA","-86.825889","35.043395"
"5114","232147528010854","Juglans cinerea","FIA","-86.504465","35.202759"
"5115","232147529010854","Juglans cinerea","FIA","-86.504465","35.202759"
"5116","232150640010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5117","232150641010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5118","232150642010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5119","246516871010854","Juglans cinerea","FIA","-87.610862","36.487835"
"5120","246504988010854","Juglans cinerea","FIA","-86.548493","35.777467"
"5121","232173033010854","Juglans cinerea","FIA","-85.902629","36.133946"
"5122","246491108010854","Juglans cinerea","FIA","-84.988013","36.03063"
"5123","232127097010854","Juglans cinerea","FIA","-86.12509","35.082008"
"5124","246512655010854","Juglans cinerea","FIA","-86.12509","35.082008"
"5125","232161869010854","Juglans cinerea","FIA","-85.201869","36.549368"
"5126","232164654010854","Juglans cinerea","FIA","-85.56893","36.219734"
"5127","246505587010854","Juglans cinerea","FIA","-84.660107","36.502208"
"5128","232202879010854","Juglans cinerea","FIA","-85.633866","36.301745"
"5129","232234299010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5130","232234300010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5131","232234301010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5132","232235095010854","Juglans cinerea","FIA","-86.694346","35.313901"
"5133","232239848010854","Juglans cinerea","FIA","-86.352782","36.631168"
"5134","232239849010854","Juglans cinerea","FIA","-86.352782","36.631168"
"5135","232241472010854","Juglans cinerea","FIA","-87.080535","35.91127"
"5136","232229039010854","Juglans cinerea","FIA","-83.381788","36.371403"
"5137","232255793010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5138","232255802010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5139","232268463010854","Juglans cinerea","FIA","-85.902629","36.133946"
"5140","232266355010854","Juglans cinerea","FIA","-85.56893","36.219734"
"5141","232287349010854","Juglans cinerea","FIA","-87.034542","35.035095"
"5142","232287350010854","Juglans cinerea","FIA","-87.034542","35.035095"
"5143","232292429010854","Juglans cinerea","FIA","-86.504465","35.202759"
"5144","232292430010854","Juglans cinerea","FIA","-86.504465","35.202759"
"5145","232331663010854","Juglans cinerea","FIA","-86.914293","35.651884"
"5146","232333454010854","Juglans cinerea","FIA","-85.201869","36.549368"
"5147","232360513010854","Juglans cinerea","FIA","-85.633866","36.301745"
"5148","232394946010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5149","232394948010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5150","232394947010854","Juglans cinerea","FIA","-86.108061","36.609147"
"5151","232395731010854","Juglans cinerea","FIA","-86.694346","35.313901"
"5152","232400663010854","Juglans cinerea","FIA","-86.352782","36.631168"
"5153","232385234010854","Juglans cinerea","FIA","-84.090018","35.756048"
"5154","232421423010854","Juglans cinerea","FIA","-89.589383","36.086467"
"5155","232419832010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5156","232419840010854","Juglans cinerea","FIA","-85.5787","36.540724"
"5157","232426279010854","Juglans cinerea","FIA","-85.644365","36.372382"
"5158","232433474010854","Juglans cinerea","FIA","-85.902629","36.133946"
"5159","230796969010854","Juglans cinerea","FIA","-81.919256","36.561419"
"5160","216787220020004","Juglans cinerea","FIA","-85.5787","36.540724"
"5161","216787227020004","Juglans cinerea","FIA","-85.5787","36.540724"
"5162","216785767020004","Juglans cinerea","FIA","-85.644365","36.372382"
"5163","434837070489998","Juglans cinerea","FIA","-86.108061","36.609147"
"5164","434837071489998","Juglans cinerea","FIA","-86.108061","36.609147"
"5165","434837072489998","Juglans cinerea","FIA","-86.108061","36.609147"
"5166","634077902126144","Juglans cinerea","FIA","-81.919256","36.561419"
"5167","163693913010854","Juglans cinerea","FIA","-94.22","33.22"
"5168","163788814010854","Juglans cinerea","FIA","-94.22","33.22"
"5169","212115521010854","Juglans cinerea","FIA","-95.001245","30.205489"
"5170","10192876010661","Juglans cinerea","FIA","-71.94398","44.63894"
"5171","10192902010661","Juglans cinerea","FIA","-71.94398","44.63894"
"5172","10197579010661","Juglans cinerea","FIA","-72.77735","44.8056"
"5173","10207138010661","Juglans cinerea","FIA","-72.61066","44.1945"
"5174","10207411010661","Juglans cinerea","FIA","-72.55511","44.16673"
"5175","10207412010661","Juglans cinerea","FIA","-72.55511","44.16673"
"5176","10207432010661","Juglans cinerea","FIA","-72.55511","44.16673"
"5177","10207557010661","Juglans cinerea","FIA","-72.44399","44.27784"
"5178","10207559010661","Juglans cinerea","FIA","-72.44399","44.27784"
"5179","10207569010661","Juglans cinerea","FIA","-72.44399","44.27784"
"5180","10207583010661","Juglans cinerea","FIA","-72.44399","44.27784"
"5181","10207592010661","Juglans cinerea","FIA","-72.36066","44.41672"
"5182","10207593010661","Juglans cinerea","FIA","-72.36066","44.41672"
"5183","10207599010661","Juglans cinerea","FIA","-72.36066","44.41672"
"5184","10207600010661","Juglans cinerea","FIA","-72.36066","44.41672"
"5185","10207602010661","Juglans cinerea","FIA","-72.36066","44.41672"
"5186","10207609010661","Juglans cinerea","FIA","-72.36066","44.41672"
