"","ID","TaxonName","DataSet","Longitude","Latitude"
"7672","62613145","Juglans cinerea","GBIF","-80.246896","44.404494"
"7673","62613144","Juglans cinerea","GBIF","-80.246993","44.404457"
"7674","62405061","Juglans cinerea","GBIF","-78.546216","44.62689"
"7675","62267086","Juglans cinerea","GBIF","-77.65742","43.809101"
"7676","62134020","Juglans cinerea","GBIF","-73.258481","42.449924"
"7677","62397154","Juglans cinerea","GBIF","-78.523527","44.654801"
"7678","62520853","Juglans cinerea","GBIF","-77.752595","44.307145"
"7679","62547731","Juglans cinerea","GBIF","-80.231425","44.390979"
"7680","62157383","Juglans cinerea","GBIF","-80.306702","43.173471"
"7681","62575178","Juglans cinerea","GBIF","-79.987776","43.278065"
"7682","56591187","Juglans cinerea","GBIF","-75.79575","45.279187"
"7683","61432929","Juglans cinerea","GBIF","-77.44442","46.003219"
"7684","56687510","Juglans cinerea","GBIF","-80.349178","43.512528"
"7685","62585078","Juglans cinerea","GBIF","-80.545947","44.49316"
"7686","62611882","Juglans cinerea","GBIF","-80.236761","44.38552"
"7687","61432652","Juglans cinerea","GBIF","-77.443925","46.003242"
"7688","56526230","Juglans cinerea","GBIF","-80.38292","43.126322"
"7689","56643083","Juglans cinerea","GBIF","-80.189773","43.167755"
"7690","56240235","Juglans cinerea","GBIF","-75.797929","45.373678"
"7691","62394142","Juglans cinerea","GBIF","-78.532289","44.618601"
"7692","61667298","Juglans cinerea","GBIF","-78.718661","44.63872"
"7693","62611871","Juglans cinerea","GBIF","-80.240819","44.385446"
"7694","62365431","Juglans cinerea","GBIF","-76.003647","44.464828"
"7695","62045648","Juglans cinerea","GBIF","-79.656397","43.451263"
"7696","62514019","Juglans cinerea","GBIF","-79.923104","43.662108"
"7697","62297433","Juglans cinerea","GBIF","-79.600198","44.036518"
"7698","62207973","Juglans cinerea","GBIF","-80.639108","44.609108"
"7699","62496760","Juglans cinerea","GBIF","-79.23808","43.72495"
"7700","61945149","Juglans cinerea","GBIF","-76.630447","44.408431"
"7701","62577514","Juglans cinerea","GBIF","-79.981866","43.27695"
"7702","urn:lsid:artportalen.se:Sighting:88579045","Juglans cinerea","GBIF","12.992693","55.608406"
"7703","urn:lsid:artportalen.se:Sighting:88585268","Juglans cinerea","GBIF","12.992639","55.608411"
"7707","61896639","Juglans cinerea","GBIF","-79.088136","43.157186"
"7708","61624855","Juglans cinerea","GBIF","-77.483648","44.418231"
"7709","61622887","Juglans cinerea","GBIF","-79.970963","43.584347"
"7710","61207335","Juglans cinerea","GBIF","-91.961538","44.810787"
"7711","61408628","Juglans cinerea","GBIF","-75.574412","45.395235"
"7712","61896815","Juglans cinerea","GBIF","-79.097912","43.153477"
"7713","61576001","Juglans cinerea","GBIF","-84.258737","39.269937"
"7714","61805071","Juglans cinerea","GBIF","-79.992848","43.651658"
"7715","61886336","Juglans cinerea","GBIF","-76.631784","44.407522"
"7716","60903647","Juglans cinerea","GBIF","-83.176314","42.32226"
"7717","38093564","Juglans cinerea","GBIF","-72.531708","42.614717"
"7718","57988658","Juglans cinerea","GBIF","-76.807005","37.322685"
"7719","61606338","Juglans cinerea","GBIF","-81.90234","43.22357"
"7720","57255104","Juglans cinerea","GBIF","-72.712378","45.20475"
"7721","urn:lsid:artportalen.se:Sighting:88498351","Juglans cinerea","GBIF","17.646865","59.814709"
"7722","61405216","Juglans cinerea","GBIF","-80.955833","44.751476"
"7723","61405088","Juglans cinerea","GBIF","-80.592648","44.514999"
"7724","33341616","Juglans cinerea","GBIF","-80.768969","41.140058"
"7725","59732250","Juglans cinerea","GBIF","-77.476076","44.318111"
"7726","61013029","Juglans cinerea","GBIF","-79.412991","38.878586"
"7727","60852261","Juglans cinerea","GBIF","-83.557351","40.840541"
"7728","59186280","Juglans cinerea","GBIF","-80.092265","44.150542"
"7729","61044249","Juglans cinerea","GBIF","-77.479268","44.134999"
"7730","60729976","Juglans cinerea","GBIF","-75.703505","45.38808"
"7731","59221413","Juglans cinerea","GBIF","-76.071859","44.825441"
"7732","59237540","Juglans cinerea","GBIF","-80.258066","43.197676"
"7733","urn:lsid:artportalen.se:Sighting:88285676","Juglans cinerea","GBIF","12.992576","55.608431"
"7734","60462437","Juglans cinerea","GBIF","-81.595716","44.263873"
"7735","60549627","Juglans cinerea","GBIF","-82.515205","41.936388"
"7736","60238590","Juglans cinerea","GBIF","-80.564383","43.47695"
"7737","59509681","Juglans cinerea","GBIF","-78.718465","44.638404"
"7738","60007183","Juglans cinerea","GBIF","-80.121833","43.504857"
"7739","59954269","Juglans cinerea","GBIF","-72.07272","44.044153"
"7740","60088266","Juglans cinerea","GBIF","-71.488474","43.358718"
"7741","59955146","Juglans cinerea","GBIF","-75.300653","40.083808"
"7742","60334001","Juglans cinerea","GBIF","-73.792518","42.644968"
"7743","32699056","Juglans cinerea","GBIF","-79.899155","40.436758"
"7744","60558873","Juglans cinerea","GBIF","-76.521052","44.281387"
"7745","59991033","Juglans cinerea","GBIF","-75.819583","45.505292"
"7746","60224329","Juglans cinerea","GBIF","-77.060647","43.022275"
"7747","59912307","Juglans cinerea","GBIF","-78.718896","44.639181"
"7748","59784449","Juglans cinerea","GBIF","-80.938792","44.768036"
"7749","59497039","Juglans cinerea","GBIF","-78.740241","44.579917"
"7750","58079287","Juglans cinerea","GBIF","-81.417851","41.669029"
"7751","60565579","Juglans cinerea","GBIF","-71.875282","45.372775"
"7752","urn:lsid:artportalen.se:Sighting:87900246","Juglans cinerea","GBIF","13.018933","55.572734"
"7753","urn:lsid:artportalen.se:Sighting:88103493","Juglans cinerea","GBIF","18.078362","59.286487"
"7754","urn:lsid:artportalen.se:Sighting:87950069","Juglans cinerea","GBIF","13.07656","56.639047"
"7757","59847302","Juglans cinerea","GBIF","-92.931596","44.789211"
"7758","59719671","Juglans cinerea","GBIF","-74.863503","42.785572"
"7759","59716303","Juglans cinerea","GBIF","-72.504068","43.806258"
"7760","59618904","Juglans cinerea","GBIF","-77.389935","44.513211"
"7761","59242803","Juglans cinerea","GBIF","-72.390853","43.48478"
"7762","59725311","Juglans cinerea","GBIF","-78.353458","44.311925"
"7763","59279473","Juglans cinerea","GBIF","-81.63266","43.738957"
"7764","59803483","Juglans cinerea","GBIF","-72.511292","43.631828"
"7765","54227287","Juglans cinerea","GBIF","-71.847753","45.368427"
"7766","59816594","Juglans cinerea","GBIF","-78.315824","44.314644"
"7767","59249449","Juglans cinerea","GBIF","-72.392197","43.486172"
"7768","56760800","Juglans cinerea","GBIF","-79.978094","43.832845"
"7769","56502876","Juglans cinerea","GBIF","-80.376944","43.132552"
"7770","53109155","Juglans cinerea","GBIF","-76.132777","44.444148"
"7771","57186305","Juglans cinerea","GBIF","-75.796692","45.28079"
"7772","58670037","Juglans cinerea","GBIF","-72.83792","42.458293"
"7773","58530497","Juglans cinerea","GBIF","-79.747701","44.389452"
"7774","58545588","Juglans cinerea","GBIF","-80.116698","44.148021"
"7775","54559295","Juglans cinerea","GBIF","-79.971304","43.594689"
"7776","58898006","Juglans cinerea","GBIF","-77.463257","44.288161"
"7777","54396338","Juglans cinerea","GBIF","-80.695908","44.617733"
"7778","58568124","Juglans cinerea","GBIF","-82.518613","41.959582"
"7779","58806474","Juglans cinerea","GBIF","-79.974037","43.573472"
"7780","58895883","Juglans cinerea","GBIF","-75.723503","44.957713"
"7781","58770258","Juglans cinerea","GBIF","-78.4337","44.361463"
"7782","55114145","Juglans cinerea","GBIF","-74.418573","45.553712"
"7783","58496811","Juglans cinerea","GBIF","-72.991919","44.405146"
"7784","53108563","Juglans cinerea","GBIF","-76.132878","44.444116"
"7785","55946101","Juglans cinerea","GBIF","-80.527221","43.524873"
"7786","56261975","Juglans cinerea","GBIF","-80.253761","43.55227"
"7787","58427033","Juglans cinerea","GBIF","-80.269242","44.43012"
"7788","58407413","Juglans cinerea","GBIF","-67.703754","46.455209"
"7789","57988490","Juglans cinerea","GBIF","-79.114728","43.253167"
"7790","57988630","Juglans cinerea","GBIF","-79.114853","43.253158"
"7791","57994374","Juglans cinerea","GBIF","-75.650833","45.116389"
"7792","58135142","Juglans cinerea","GBIF","-75.915251","45.271277"
"7793","57988775","Juglans cinerea","GBIF","-79.11483","43.253272"
"7794","58141550","Juglans cinerea","GBIF","-72.50179","43.630468"
"7795","58199783","Juglans cinerea","GBIF","-93.194062","44.900819"
"7797","12026784","Juglans cinerea","GBIF","-79.412136","39.933208"
"7798","12023741","Juglans cinerea","GBIF","-78.038898","41.608765"
"7799","12023723","Juglans cinerea","GBIF","-80.082018","40.276236"
"7800","12023705","Juglans cinerea","GBIF","-79.75983","40.38103"
"7801","12023697","Juglans cinerea","GBIF","-78.845577","39.821195"
"7802","12038725","Juglans cinerea","GBIF","-77.374495","41.774544"
"7803","12038482","Juglans cinerea","GBIF","-79.814531","41.397579"
"7804","12037357","Juglans cinerea","GBIF","-82.799825","41.55248"
"7805","12033441","Juglans cinerea","GBIF","-82.515447","40.75839"
"7806","12023758","Juglans cinerea","GBIF","-80.373397","41.573618"
"7807","12023721","Juglans cinerea","GBIF","-80.477989","40.370771"
"7808","12023703","Juglans cinerea","GBIF","-78.72617","39.821925"
"7809","12023695","Juglans cinerea","GBIF","-79.851195","40.506411"
"7810","12037871","Juglans cinerea","GBIF","-80.4275","39.878333"
"7811","12033442","Juglans cinerea","GBIF","-80.586811","40.790053"
"7812","12030652","Juglans cinerea","GBIF","-90.240044","43.214045"
"7813","12026783","Juglans cinerea","GBIF","-79.87714","40.43176"
"7814","12023759","Juglans cinerea","GBIF","-80.38296","41.58777"
"7815","12023740","Juglans cinerea","GBIF","-77.811843","41.516803"
"7816","12023722","Juglans cinerea","GBIF","-79.898104","40.13785"
"7817","12023704","Juglans cinerea","GBIF","-78.629721","39.814154"
"7818","12023696","Juglans cinerea","GBIF","-80.001838","40.286405"
"7819","12036483","Juglans cinerea","GBIF","-80.586811","40.790053"
"7820","12033440","Juglans cinerea","GBIF","-81.792442","40.364918"
"7821","12023757","Juglans cinerea","GBIF","-80.40503","41.640816"
"7823","12023720","Juglans cinerea","GBIF","-80.467664","39.954818"
"7824","12023702","Juglans cinerea","GBIF","-78.711613","39.831424"
"7825","12023694","Juglans cinerea","GBIF","-79.966867","40.542904"
"7826","12036680","Juglans cinerea","GBIF","-79.68415","40.425316"
"7827","12023756","Juglans cinerea","GBIF","-78.280463","40.572273"
"7828","12023738","Juglans cinerea","GBIF","-79.851195","40.506411"
"7829","12023701","Juglans cinerea","GBIF","-78.945695","40.673835"
"7830","12023693","Juglans cinerea","GBIF","-79.97008","40.59668"
"7831","12038081","Juglans cinerea","GBIF","-78.143192","39.79294"
"7832","12036506","Juglans cinerea","GBIF","-80.4275","39.878333"
"7835","12027173","Juglans cinerea","GBIF","-80.092774","42.067503"
"7836","12023753","Juglans cinerea","GBIF","-79.727118","40.207612"
"7837","12023735","Juglans cinerea","GBIF","-78.80336","40.620648"
"7838","12023717","Juglans cinerea","GBIF","-79.989332","40.708372"
"7839","12023690","Juglans cinerea","GBIF","-80.086921","40.550618"
"7842","12023754","Juglans cinerea","GBIF","-80.081805","40.541719"
"7843","12023736","Juglans cinerea","GBIF","-80.422576","39.744021"
"7844","12023718","Juglans cinerea","GBIF","-80.364763","40.421485"
"7845","12023691","Juglans cinerea","GBIF","-80.05228","40.37005"
"7846","12038560","Juglans cinerea","GBIF","-78.020765","41.403864"
"7849","12023755","Juglans cinerea","GBIF","-78.324736","40.6034"
"7850","12023737","Juglans cinerea","GBIF","-80.047851","39.748507"
"7851","12023719","Juglans cinerea","GBIF","-80.199037","40.239538"
"7852","12023700","Juglans cinerea","GBIF","-79.494581","39.870881"
"7853","12023692","Juglans cinerea","GBIF","-80.11878","40.51392"
"7854","12038601","Juglans cinerea","GBIF","-78.045604","41.444281"
"7855","12038304","Juglans cinerea","GBIF","-80.002899","39.961474"
"7857","12026839","Juglans cinerea","GBIF","-72.77843","43.100356"
"7858","12023751","Juglans cinerea","GBIF","-76.996908","41.238577"
"7859","12023733","Juglans cinerea","GBIF","-80.38654","40.17036"
"7860","12023715","Juglans cinerea","GBIF","-80.08494","41.15918"
"7861","12023689","Juglans cinerea","GBIF","-80.166725","40.518401"
"7864","12029828","Juglans cinerea","GBIF","-90.608333","38.558333"
"7865","12023752","Juglans cinerea","GBIF","-77.271925","40.86063"
"7866","12023734","Juglans cinerea","GBIF","-77.324357","41.283934"
"7867","12023716","Juglans cinerea","GBIF","-80.001579","40.797054"
"7868","22797087","Juglans cinerea","GBIF","-78.496042","39.745123"
"7870","12032520","Juglans cinerea","GBIF","-79.559005","41.452757"
"7871","12027247","Juglans cinerea","GBIF","-79.232003","41.3575"
"7872","12023764","Juglans cinerea","GBIF","-80.145226","41.88475"
"7873","12023746","Juglans cinerea","GBIF","-80.33656","40.66422"
"7874","12023728","Juglans cinerea","GBIF","-78.518071","39.770129"
"7875","12026918","Juglans cinerea","GBIF","-80.002899","39.961474"
"7876","12023731","Juglans cinerea","GBIF","-80.08447","41.00881"
"7877","12023713","Juglans cinerea","GBIF","-79.43059","41.62463"
"7878","12038667","Juglans cinerea","GBIF","-75.220272","40.89096"
"7879","12036614","Juglans cinerea","GBIF","-79.720833","40.112778"
"7881","12027245","Juglans cinerea","GBIF","-79.966867","40.542904"
"7882","12023762","Juglans cinerea","GBIF","-77.621261","40.783368"
"7883","12023744","Juglans cinerea","GBIF","-80.34441","40.6541"
"7884","12023726","Juglans cinerea","GBIF","-79.52733","40.82246"
"7885","12023708","Juglans cinerea","GBIF","-79.526193","40.279205"
"7887","12023760","Juglans cinerea","GBIF","-80.298388","41.634659"
"7888","12023742","Juglans cinerea","GBIF","-80.343844","40.534331"
"7889","12023724","Juglans cinerea","GBIF","-79.40186","41.61247"
"7890","12023706","Juglans cinerea","GBIF","-79.25","40.3667"
"7891","12023698","Juglans cinerea","GBIF","-79.494581","39.870881"
"7892","12038571","Juglans cinerea","GBIF","-78.027732","41.430091"
"7893","12023748","Juglans cinerea","GBIF","-75.40856","41.580546"
"7894","12023711","Juglans cinerea","GBIF","-78.279735","41.915221"
"7895","12038556","Juglans cinerea","GBIF","-80.149196","41.053377"
"7896","12038196","Juglans cinerea","GBIF","-80.368092","40.455056"
"7897","12023750","Juglans cinerea","GBIF","-75.440765","39.989653"
"7898","12023732","Juglans cinerea","GBIF","-80.03937","40.951892"
"7899","12023714","Juglans cinerea","GBIF","-79.904495","40.433125"
"7900","12023688","Juglans cinerea","GBIF","-80.217681","40.557367"
"7902","12027246","Juglans cinerea","GBIF","-80.184292","40.630803"
"7903","12023763","Juglans cinerea","GBIF","-79.797153","41.935349"
"7904","12023745","Juglans cinerea","GBIF","-80.36453","40.511849"
"7905","12023727","Juglans cinerea","GBIF","-79.52733","40.82246"
"7906","12023709","Juglans cinerea","GBIF","-79.697769","40.430121"
"7907","12036488","Juglans cinerea","GBIF","-79.727118","40.207612"
"7908","12033445","Juglans cinerea","GBIF","-73.260959","44.309774"
"7909","12032716","Juglans cinerea","GBIF","-79.55783","40.83379"
"7910","12023761","Juglans cinerea","GBIF","-77.778301","40.751732"
"7911","12023743","Juglans cinerea","GBIF","-80.22506","40.589234"
"7912","12023725","Juglans cinerea","GBIF","-79.606085","40.702601"
"7913","12023707","Juglans cinerea","GBIF","-79.26482","40.36571"
"7914","12023699","Juglans cinerea","GBIF","-79.49545","39.867814"
"7915","12038239","Juglans cinerea","GBIF","-79.720833","40.112778"
"7916","12023749","Juglans cinerea","GBIF","-75.65134","40.078794"
"7917","12023730","Juglans cinerea","GBIF","-80.36398","41.44534"
"7918","12023712","Juglans cinerea","GBIF","-77.969959","40.68347"
"7919","12038417","Juglans cinerea","GBIF","-78.983333","40.233333"
"7921","12027248","Juglans cinerea","GBIF","-79.494581","39.870881"
"7922","12023765","Juglans cinerea","GBIF","-80.230138","40.887639"
"7923","12023747","Juglans cinerea","GBIF","-77.54367","39.87206"
"7924","12023729","Juglans cinerea","GBIF","-80.373024","41.32714"
"7925","12023710","Juglans cinerea","GBIF","-78.044096","40.229989"
"7926","57782776","Juglans cinerea","GBIF","-75.650933","45.445805"
"7927","46510234","Juglans cinerea","GBIF","-79.103371","43.142837"
"7928","57270685","Juglans cinerea","GBIF","-80.286649","44.431405"
"7929","52356364","Juglans cinerea","GBIF","-67.723683","46.510383"
"7930","57593381","Juglans cinerea","GBIF","-78.593133","45.551772"
"7931","57186976","Juglans cinerea","GBIF","-75.791541","45.27492"
"7932","52360466","Juglans cinerea","GBIF","-67.729243","46.567795"
"7933","57481664","Juglans cinerea","GBIF","-79.487647","38.726658"
"7934","57187357","Juglans cinerea","GBIF","-75.792656","45.276195"
"7935","57728280","Juglans cinerea","GBIF","-67.380957","45.88341"
"7936","57077854","Juglans cinerea","GBIF","-65.13605","46.735273"
"7937","57409367","Juglans cinerea","GBIF","-76.5351","42.39808"
"7938","57189218","Juglans cinerea","GBIF","-75.793848","45.277621"
"7939","57318775","Juglans cinerea","GBIF","-75.927859","45.260381"
"7940","57474455","Juglans cinerea","GBIF","-76.232297","44.772733"
"7941","54189211","Juglans cinerea","GBIF","-80.533538","44.330926"
"7942","57186686","Juglans cinerea","GBIF","-75.791282","45.274672"
"7943","57260847","Juglans cinerea","GBIF","-80.339929","44.434375"
"7944","57229619","Juglans cinerea","GBIF","-72.505742","43.634926"
"7945","57192241","Juglans cinerea","GBIF","-75.796796","45.280942"
"7946","57187272","Juglans cinerea","GBIF","-75.792449","45.275935"
"7947","57260282","Juglans cinerea","GBIF","-75.931373","45.25739"
"7948","56844838","Juglans cinerea","GBIF","-78.009497","44.289244"
"7949","56563950","Juglans cinerea","GBIF","-93.515193","44.820578"
"7950","56478024","Juglans cinerea","GBIF","-73.517738","45.670353"
"7951","56716426","Juglans cinerea","GBIF","-75.799223","45.278966"
"7952","57044529","Juglans cinerea","GBIF","-85.667831","38.035857"
"7953","56677714","Juglans cinerea","GBIF","-74.081567","45.868431"
"7954","55981205","Juglans cinerea","GBIF","-75.720092","44.954462"
"7955","56642356","Juglans cinerea","GBIF","-75.964854","45.311391"
"7956","55857306","Juglans cinerea","GBIF","-82.020723","40.47219"
"7957","56763140","Juglans cinerea","GBIF","-75.800697","45.277503"
"7958","56622488","Juglans cinerea","GBIF","-80.18141","43.173736"
"7959","56706126","Juglans cinerea","GBIF","-73.332496","45.541795"
"7960","56077464","Juglans cinerea","GBIF","-89.952533","43.341415"
"7961","55717034","Juglans cinerea","GBIF","-122.686631","49.160694"
"7962","55449063","Juglans cinerea","GBIF","-80.510784","44.416213"
"7963","56708066","Juglans cinerea","GBIF","-93.301187","44.67308"
"7964","56761007","Juglans cinerea","GBIF","-79.975582","43.835146"
"7965","56597000","Juglans cinerea","GBIF","-75.797549","45.279101"
"7966","55544669","Juglans cinerea","GBIF","-92.473495","44.020493"
"7967","55659286","Juglans cinerea","GBIF","-78.01466","44.285224"
"7968","56828729","Juglans cinerea","GBIF","-80.590568","42.594461"
"7969","56239062","Juglans cinerea","GBIF","-73.252097","45.921803"
"7970","55724807","Juglans cinerea","GBIF","-78.010853","44.288525"
"7971","55448964","Juglans cinerea","GBIF","-80.509644","44.416416"
"7972","48840775","Juglans cinerea","GBIF","-76.199709","45.255438"
"7973","55239299","Juglans cinerea","GBIF","-79.759294","43.21185"
"7974","51514986","Juglans cinerea","GBIF","-79.998949","43.993503"
"7975","41842024","Juglans cinerea","GBIF","-76.572596","36.834507"
"7976","55448108","Juglans cinerea","GBIF","-80.545023","44.315527"
"7977","55235931","Juglans cinerea","GBIF","-93.161775","44.779503"
"7978","56828430","Juglans cinerea","GBIF","-80.414036","42.545983"
"7979","56828429","Juglans cinerea","GBIF","-80.592941","42.550534"
"7980","56122277","Juglans cinerea","GBIF","-79.713159","43.2073"
"7981","56616557","Juglans cinerea","GBIF","-64.205466","45.106497"
"7982","56828210","Juglans cinerea","GBIF","-80.579636","42.450913"
"7983","56714287","Juglans cinerea","GBIF","-75.793519","45.274864"
"7984","55423304","Juglans cinerea","GBIF","-78.298855","44.331387"
"7985","55294661","Juglans cinerea","GBIF","-78.193508","44.484689"
"7986","55448271","Juglans cinerea","GBIF","-80.543535","44.313196"
"7987","LD:General:2142229","Juglans cinerea","GBIF","12.80092","56.0783"
"7988","urn:lsid:artportalen.se:Sighting:87576945","Juglans cinerea","GBIF","17.646865","59.814709"
"7989","54998225","Juglans cinerea","GBIF","-75.792126","45.274909"
"7990","55001266","Juglans cinerea","GBIF","-75.674848","45.453557"
"7991","55000442","Juglans cinerea","GBIF","-75.793246","45.273822"
"7992","54121852","Juglans cinerea","GBIF","-73.32575","45.539025"
"7993","54461704","Juglans cinerea","GBIF","-75.742816","45.370921"
"7994","54428758","Juglans cinerea","GBIF","-92.773505","45.271162"
"7995","55114939","Juglans cinerea","GBIF","-76.229926","42.571165"
"7996","54651271","Juglans cinerea","GBIF","-93.378692","44.885897"
"7997","54588096","Juglans cinerea","GBIF","-75.499661","45.499674"
"7998","54882050","Juglans cinerea","GBIF","-94.193934","46.373443"
"7999","51971888","Juglans cinerea","GBIF","-71.626811","42.078816"
"8000","54189189","Juglans cinerea","GBIF","-80.530478","44.328811"
"8001","54397696","Juglans cinerea","GBIF","-80.533275","44.332056"
"8002","d50d3dba-d8ef-11ea-a93b-06f21c000156","Juglans cinerea","GBIF","-72.384813","43.480349"
"8003","53996923","Juglans cinerea","GBIF","-75.488372","45.502984"
"8004","53835848","Juglans cinerea","GBIF","-81.508999","41.111048"
"8005","53902338","Juglans cinerea","GBIF","-72.457069","43.274535"
"8006","53630055","Juglans cinerea","GBIF","-93.105444","45.357416"
"8007","53484929","Juglans cinerea","GBIF","-72.574043","43.62453"
"8008","53490311","Juglans cinerea","GBIF","-122.468737","49.131145"
"8009","13754909","Juglans cinerea","GBIF","-78.740837","40.095067"
"8010","53602424","Juglans cinerea","GBIF","-76.627122","44.361263"
"8011","53528018","Juglans cinerea","GBIF","-75.927369","45.406561"
"8012","53187585","Juglans cinerea","GBIF","-76.661392","39.645533"
"8013","53173611","Juglans cinerea","GBIF","-77.112642","45.821836"
"8014","53202916","Juglans cinerea","GBIF","-76.696286","44.475625"
"8015","53014417","Juglans cinerea","GBIF","-75.490863","45.502883"
"8016","52612805","Juglans cinerea","GBIF","-76.073459","45.366022"
"8017","52081168","Juglans cinerea","GBIF","-73.94336","45.432948"
"8018","52073079","Juglans cinerea","GBIF","-79.981405","44.396654"
"8019","52566699","Juglans cinerea","GBIF","-72.588861","42.324444"
"8020","52973856","Juglans cinerea","GBIF","-76.233413","44.772175"
"8021","53054093","Juglans cinerea","GBIF","-79.491919","43.647007"
"8022","52820589","Juglans cinerea","GBIF","-79.255185","43.046773"
"8023","52728547","Juglans cinerea","GBIF","-76.696062","44.522087"
"8024","53205001","Juglans cinerea","GBIF","-76.690186","44.493816"
"8025","53268791","Juglans cinerea","GBIF","-76.669795","44.404848"
"8026","53112780","Juglans cinerea","GBIF","-77.572246","44.404775"
"8027","53216058","Juglans cinerea","GBIF","-76.672915","44.448234"
"8028","53014718","Juglans cinerea","GBIF","-75.489996","45.502375"
"8029","53014583","Juglans cinerea","GBIF","-75.490198","45.50245"
"8030","10776013","Juglans cinerea","GBIF","-90.872429","37.299519"
"8031","53014337","Juglans cinerea","GBIF","-75.490871","45.503258"
"8032","28503222","Juglans cinerea","GBIF","-75.73881","45.42077"
"8033","52869027","Juglans cinerea","GBIF","-86.214561","42.669201"
"8034","52748429","Juglans cinerea","GBIF","-82.482103","39.151696"
"8035","52301974","Juglans cinerea","GBIF","-72.552984","44.239908"
"8036","52356082","Juglans cinerea","GBIF","-67.688648","46.495756"
"8037","52208954","Juglans cinerea","GBIF","-75.495494","45.50375"
"8038","52208873","Juglans cinerea","GBIF","-75.495002","45.504"
"8039","51362748","Juglans cinerea","GBIF","-79.43505","43.757949"
"8040","51633067","Juglans cinerea","GBIF","-82.116029","39.337599"
"8041","51747114","Juglans cinerea","GBIF","-74.804242","40.629283"
"8042","52177108","Juglans cinerea","GBIF","-66.924031","45.817618"
"8043","51741400","Juglans cinerea","GBIF","-76.626431","44.360336"
"8044","52208642","Juglans cinerea","GBIF","-75.495139","45.504072"
"8045","52406275","Juglans cinerea","GBIF","-76.686981","45.18742"
"8046","51459915","Juglans cinerea","GBIF","-67.24395","45.850122"
"8047","52356088","Juglans cinerea","GBIF","-67.716932","46.411029"
"8048","51948870","Juglans cinerea","GBIF","-76.034776","45.344836"
"8049","51502800","Juglans cinerea","GBIF","-93.30226","44.810111"
"8050","51039308","Juglans cinerea","GBIF","-72.362065","42.299112"
"8051","51948846","Juglans cinerea","GBIF","-76.03492","45.344929"
"8052","52117481","Juglans cinerea","GBIF","-76.522629","44.571674"
"8053","52142237","Juglans cinerea","GBIF","-79.600307","43.192808"
"8054","51609673","Juglans cinerea","GBIF","-75.258601","45.156109"
"8055","50956951","Juglans cinerea","GBIF","-80.803172","41.189812"
"8056","51084050","Juglans cinerea","GBIF","-78.265245","44.274742"
"8057","51948844","Juglans cinerea","GBIF","-76.035341","45.345252"
"8058","51644004","Juglans cinerea","GBIF","-76.385209","44.551365"
"8059","51948845","Juglans cinerea","GBIF","-76.035131","45.345078"
"8060","52300101","Juglans cinerea","GBIF","-76.974233","42.811968"
"8061","52218713","Juglans cinerea","GBIF","-76.138495","44.445228"
"8062","50989951","Juglans cinerea","GBIF","-79.170347","43.798086"
"8063","51011513","Juglans cinerea","GBIF","-91.043579","43.58854"
"8064","urn:lsid:artportalen.se:Sighting:86242811","Juglans cinerea","GBIF","17.647089","59.814714"
"8065","urn:lsid:artportalen.se:Sighting:84875274","Juglans cinerea","GBIF","13.0573","55.655931"
"8066","urn:lsid:artportalen.se:Sighting:86246710","Juglans cinerea","GBIF","17.646164","59.816227"
"8067","urn:lsid:artportalen.se:Sighting:85388811","Juglans cinerea","GBIF","17.646865","59.814709"
"8068","urn:lsid:artportalen.se:Sighting:85347692","Juglans cinerea","GBIF","17.646865","59.814709"
"8069","49902811","Juglans cinerea","GBIF","-75.500693","45.499756"
"8070","49792333","Juglans cinerea","GBIF","-78.86148","43.882327"
"8071","49505189","Juglans cinerea","GBIF","-78.507264","44.536522"
"8072","49724532","Juglans cinerea","GBIF","-76.439872","42.520595"
"8073","50348774","Juglans cinerea","GBIF","-86.319485","34.797703"
"8074","49792396","Juglans cinerea","GBIF","-82.639931","35.863659"
"8075","50794059","Juglans cinerea","GBIF","-75.493205","45.504409"
"8076","50831124","Juglans cinerea","GBIF","-73.064536","43.92427"
"8077","50363783","Juglans cinerea","GBIF","-78.416071","43.925828"
"8078","49663809","Juglans cinerea","GBIF","-79.996742","43.988328"
"8079","49724878","Juglans cinerea","GBIF","-76.406525","42.426537"
"8080","49989643","Juglans cinerea","GBIF","-82.741153","35.66844"
"8081","48375874","Juglans cinerea","GBIF","-72.458491","44.376403"
"8082","49353317","Juglans cinerea","GBIF","-79.351134","43.855522"
"8083","49867897","Juglans cinerea","GBIF","-83.79923","35.686237"
"8084","49353585","Juglans cinerea","GBIF","-79.350984","43.85553"
"8085","48392571","Juglans cinerea","GBIF","-72.46631","44.308997"
"8086","50907619","Juglans cinerea","GBIF","-76.680617","44.465837"
"8087","50936578","Juglans cinerea","GBIF","-80.241887","43.541453"
"8088","34386372","Juglans cinerea","GBIF","-72.234325","42.298938"
"8089","49637701","Juglans cinerea","GBIF","-72.688717","44.129454"
"8090","50274669","Juglans cinerea","GBIF","-67.749988","46.969059"
"8091","50060476","Juglans cinerea","GBIF","-79.352822","43.855533"
"8092","49676621","Juglans cinerea","GBIF","-80.542609","43.427781"
"8093","50831893","Juglans cinerea","GBIF","-73.064453","43.923538"
"8094","49444955","Juglans cinerea","GBIF","-72.812303","43.824775"
"8095","34387069","Juglans cinerea","GBIF","-72.23561","42.297227"
