"","associatedsequences","barcodevalue","basisofrecord","bed","canonicalname","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","coordinateuncertainty","country","countrycode","county","datasetid","datecollected","datemodified","dqs","earliestageorloweststage","earliesteonorlowesteonothem","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","genus","geologicalcontextid","geopoint.lon","geopoint.lat","group","hasImage","hasMedia","highertaxon","highestbiostratigraphiczone","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latesteonorhighesteonothem","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","query","recordnumber","recordset","scientificname","sort","specificepithet","startdayofyear","stateprovince","taxonid","taxonomicstatus","taxonrank","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody"
"213",NA,NA,"preservedspecimen",NA,"juglans cinerea","b32668","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"c. goessl",NA,"north america",NA,"united states","usa","clark","7ddf754f-d193-4cc9-b351-99906754a03b","1915-05-07T00:00:00+00:00","2016-09-07T15:22:58.212325+00:00",0.246376811594203,NA,NA,NA,NA,NA,"f2c8f3c6b51514c6b8ff9818f05e1b426166e914","1915-05-07","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neillsville","e46f00af-e198-4732-8409-286d0a4a4b6c","fagales","tracheophyta",NA,"57","c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",127,"wisconsin","3054352","accepted","species",NA,"16f4ead3-55db-4827-b9eb-9eb1566ad5b8",NA,NA,NA,NA
"214",NA,NA,"preservedspecimen",NA,"juglans cinerea","asu0110248","magnoliopsida","plants","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"c.g. pringle",NA,"north america",3036,"united states","usa","chittenden","7ddf754f-d193-4cc9-b351-99906754a03b","1879-05-30T00:00:00+00:00","2020-11-06T22:27:05.572647+00:00",0.304347826086957,NA,NA,NA,NA,NA,"bd45a555b43e82839b7093229ab9e0479a843f7b","1879-05-30","juglandaceae",NA,NA,"juglans",NA,-73.260959,44.309774,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"asu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"charlotte",NA,NA,NA,NA,NA,NA,NA,"56d85a29-2084-4abe-8766-ff41bfde84ef","fagales","tracheophyta",NA,"2b","40250f4d-7aa6-4fcc-ac38-2868fa4846bd","juglans cinerea",NA,"cinerea",150,"vermont","3054352","accepted","species",NA,"16fa760e-f60c-4682-bc56-def4cddd245d","30 may 1879",NA,NA,NA
"215",NA,NA,"preservedspecimen",NA,"juglans cinerea","wcuh0031676","magnoliopsida",NA,"daf7f698-000a-4721-8e61-df3ef5577497",NA,NA,NA,"north america",NA,"united states","usa","macon","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2021-02-09T22:12:47.154978+00:00",0.159420289855072,NA,NA,NA,NA,NA,"7ff8847a7488d5fcbdf1b81fb84326b2d95748a9",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wcuh",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eec94c6-cd25-44ea-95ad-17cd68381686","fagales","tracheophyta",NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead","juglans cinerea",NA,"cinerea",NA,"north carolina","3054352","accepted","species",NA,"1710f616-26b2-47f5-ad7d-cbb9e1e1c6d8",NA,NA,NA,NA
"216",NA,NA,"preservedspecimen",NA,"juglans cinerea","etsu018528","magnoliopsida",NA,"1d328472-3b59-43d8-834c-385410415424",NA,NA,NA,"north america",NA,"united states","usa","sullivan","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T22:04:43.982382+00:00",0.159420289855072,NA,NA,NA,NA,NA,"e52c09c1c71e1f5ccb4c077d478b329b00a0f136",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"etsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5950fb00-4466-4c47-9a3c-51a73eefaca9","fagales","tracheophyta",NA,NA,"21b563bc-70c2-46d5-bce8-2489db2db3d8","juglans cinerea",NA,"cinerea",NA,"tennessee","3054352","accepted","species",NA,"1733ea1e-64e4-4e7f-a2c6-9380651bdec4",NA,NA,NA,NA
"217",NA,NA,"preservedspecimen",NA,"juglans cinerea","ind-0065187","magnoliopsida",NA,"28be2df2-5062-4277-a5d8-fdd890b9b10b",NA,"virginius h. chase",NA,"north america",2200,"united states","usa","tazewell","7ddf754f-d193-4cc9-b351-99906754a03b","1922-05-14T00:00:00+00:00","2020-11-06T21:41:38.854593+00:00",0.27536231884058,NA,NA,NA,NA,NA,"4f048c967db3ecdb7059b2955fe0f67276168412","1922-05-14","juglandaceae",NA,NA,"juglans",NA,-89.570828,40.66667,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ind",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"east peoria",NA,NA,NA,NA,NA,NA,NA,"c8cc810e-392d-4856-84cc-6cb0921e811c","fagales","tracheophyta",NA,"3851","0dab1fc7-ca99-456b-9985-76edbac003e0","juglans cinerea",NA,"cinerea",134,"illinois","3054352","accepted","species",NA,"17794b33-6386-4a79-bbc5-2754818a5a8d","may i4, i922",NA,NA,NA
"218",NA,NA,"preservedspecimen",NA,"juglans cinerea","ncsc00013773","magnoliopsida","ncsc","024f44f2-a2f5-4daa-b306-c11efb5aa4d0",NA,"m. f. mortimer",NA,NA,NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1940-04-30T00:00:00+00:00","2020-11-06T22:13:11.106411+00:00",0.246376811594203,NA,NA,NA,NA,NA,"175199f7ab252ce852cace535596562114fb387a","1940-04-30","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ncsc",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"hillview ave. off franklin pike.",NA,NA,NA,NA,NA,NA,NA,"28726b87-2bf5-4c33-ac44-90556481092a","fagales","tracheophyta",NA,"i49","aca26f37-3ec8-4e9e-b927-50b4944a0096","juglans cinerea",NA,"cinerea",121,NA,"3054352","accepted","species",NA,"17950e69-8a3f-46d8-b44b-7b0240348cfe","april 30, 1940",NA,NA,NA
"219",NA,NA,"preservedspecimen",NA,"juglans cinerea","242634","magnoliopsida","kanu",NA,NA,"w h minshall; m n zinck",NA,"north america",NA,"canada","can","papineau","7ddf754f-d193-4cc9-b351-99906754a03b","1942-05-14T00:00:00+00:00","2020-07-24T20:35:10.931400+00:00",0.260869565217391,NA,NA,NA,NA,NA,"12dfa5a6cc90608fc9b969e5ed7185021d34d604","1942-05-14","juglandaceae","382",NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"ku","http://grbio.org/cool/iakn-125z",NA,"plantae",NA,NA,NA,NA,NA,NA,"below east templeton near mclaurin lake",NA,NA,NA,NA,NA,NA,NA,"0d0cba73-ba8b-11e3-8cfe-90b11c41863e","fagales","tracheophyta",NA,NA,"d7b285d4-2643-45ee-9302-b0c3d51dda5c","juglans cinerea",NA,"cinerea",134,"québec","3054352","accepted","species",NA,"17e491a2-5df5-4ef0-bba2-0e15998f86aa",NA,NA,NA,NA
"220",NA,NA,"preservedspecimen",NA,"juglans cinerea","0047084mor","magnoliopsida","brahms_45786","e36f3789-218d-4afd-abbf-ab3f9df0122f",NA,"wise, r",NA,"north america",NA,"united states","usa","dupage","7ddf754f-d193-4cc9-b351-99906754a03b","1997-05-20T00:00:00+00:00","2018-08-24T10:24:35.450349+00:00",0.260869565217391,NA,NA,NA,NA,NA,"78b586314397f52b06c62c1b9943d3d110517df7","1997-05-20","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mor",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"morton arboretum, l-58/16-06 in northern illinois collection, s section.",NA,NA,NA,NA,NA,NA,NA,"de0fc711-53bc-4880-af03-1f4dfc883f66","fagales","tracheophyta",NA,"7791v97","14f8f83f-7a0c-458c-b6d5-6da7dc8eaa0a","juglans cinerea",NA,"cinerea",140,"illinois","3054352","accepted","species",NA,"17e7ad19-88d1-4d3a-b3b4-8340e5a552c3","5/20/1997",NA,NA,NA
"221",NA,NA,"preservedspecimen",NA,"juglans cinerea","nha-543340","magnoliopsida","nha","f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2",NA,"i. m. storks; j. deprey",NA,"north america",NA,"united states","usa","hillsborough","7ddf754f-d193-4cc9-b351-99906754a03b","1977-07-28T00:00:00+00:00","2016-02-26T07:59:53.955804+00:00",0.246376811594203,NA,NA,NA,NA,NA,"abe1913444ebcc4ccbd8c740ca063e8d179b6cbe","1977-07-28","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"university of new hampshire",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"jeremy hill road, at base of jeremy hill",NA,NA,NA,NA,NA,NA,"pelham","a6cfcfe6-f94d-11e2-82ee-4e86b808fbd5","fagales","tracheophyta",NA,"91","7644703a-ce24-4f7b-b800-66ddf8812f86","juglans cinerea",NA,"cinerea",209,"new hampshire","3054352","accepted","species",NA,"17f972f1-bd99-4eeb-8788-2f790e3df4e9",NA,NA,NA,NA
"222",NA,NA,"preservedspecimen",NA,"juglans cinerea","vpi-v-0033658","magnoliopsida",NA,"f47e53b3-aa90-449a-87df-64f4d442f687",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T22:08:29.131870+00:00",0.144927536231884,NA,NA,NA,NA,NA,"93a636e1da3a539272a2125095c8caa715ee9482",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"vpi",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4acc7c26-c5a1-4920-b324-fbaaa3032471","fagales","tracheophyta",NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326","juglans cinerea",NA,"cinerea",NA,"virginia","3054352","accepted","species",NA,"180e17d1-be40-4147-a90b-41920bab266a",NA,NA,NA,NA
"223",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00566612","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"c251b4c603088954853b88153294019fafa0038d",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2866d601-35e8-4c56-8762-870c31e62828","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"185ba40f-16f1-49fe-94bc-1ff89056cd4a",NA,NA,NA,NA
"224",NA,NA,"preservedspecimen",NA,"juglans cinerea","cm430414","magnoliopsida","botany","a3883acd-bc7d-40f2-a6e4-372a3435e5d1",NA,"moldenke, h.n.",NA,"north america",950,"united states","usa","coshocton","7ddf754f-d193-4cc9-b351-99906754a03b","1942-08-02T00:00:00+00:00","2021-02-09T23:59:03.942712+00:00",0.304347826086957,NA,NA,NA,NA,NA,"541b888b5db12c0c5b2090aad5629c31f4857317","1942-08-02","juglandaceae",NA,NA,"juglans",NA,-81.792442,40.364918,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"cm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"north appalachian experimental watershed, near coshocton",NA,NA,NA,NA,NA,NA,NA,"34af0a7a-7453-4dc1-90eb-ea03a47b25ed","fagales","tracheophyta",NA,"13503","db6c3db9-1e6d-4def-af29-33aa0339bfa9","juglans cinerea",NA,"cinerea",214,"ohio","3054352","accepted","species",NA,"18a05cc6-b3dc-4b41-9c39-1e98ddf6925f","2 aug 1942",NA,NA,NA
"225",NA,NA,"preservedspecimen",NA,"juglans cinerea","1349197","magnoliopsida",NA,"530a6200-b385-4cbd-b184-d60dd25d37e2",NA,"e.g. voss",NA,"north america",NA,"united states","usa","allegan","7ddf754f-d193-4cc9-b351-99906754a03b","1960-05-12T00:00:00+00:00","2018-08-24T10:24:49.688522+00:00",0.246376811594203,NA,NA,NA,NA,NA,"e9b44ce9faa37bd5d7855d64bfc4e40b7f11ab26","1960-05-12","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mich",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"casco twp., ca. 3 mi. nw of lacota., near nw corner 24",NA,NA,NA,NA,NA,NA,NA,"7af72eef-d672-4b6f-bfdc-e48d1c9ea6d9","fagales","tracheophyta",NA,"9275","b880344e-22b2-4540-a56a-1de5f5601a20","juglans cinerea",NA,"cinerea",133,"michigan","3054352","accepted","species",NA,"18a0755a-9969-4bfb-a6b1-ce036c275582","12 may 1960",NA,NA,NA
"226",NA,NA,"preservedspecimen",NA,"juglans cinerea","0005600","magnoliopsida","sdc","7b4f17b9-3058-4cc3-913e-eed0ded03bcf",NA,"c. a. taylor, jr.",NA,"north america",NA,"united states","usa","tompkins","7ddf754f-d193-4cc9-b351-99906754a03b","1941-11-08","2020-11-06T21:28:10.496746+00:00",0.202898550724638,NA,NA,NA,NA,NA,"9e94ce3a0917f176050417e243a90f65a0f2e6ec",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"sdsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0dc1d366-0bb1-4fb1-839f-73062706b1f7","fagales","tracheophyta",NA,NA,"cb2973af-0d5a-4fbf-80ab-ec96ede33ef0","juglans cinerea",NA,"cinerea",312,"new york","3054352","accepted","species",NA,"18a3a562-db3f-432b-bd72-1a02bdef40f9",NA,NA,NA,NA
"227",NA,NA,"preservedspecimen",NA,"juglans cinerea","39055","magnoliopsida","botany",NA,NA,"c. g. pringle",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1879-07-04","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"dd0f78031dce7980f89b602a314a20c56edd3f38",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"charlotte.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/33308b730-fce4-4b87-ae6b-1c3a63e43469","fagales","tracheophyta",NA,"1*","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",185,"vermont","3054352","accepted","species",NA,"18ec321f-3e4d-44b6-ab1c-5d99aca4b7aa",NA,NA,NA,NA
"228",NA,NA,"preservedspecimen",NA,"juglans cinerea","wcuh0028963","magnoliopsida",NA,"daf7f698-000a-4721-8e61-df3ef5577497",NA,NA,NA,"north america",NA,"united states","usa","mitchell","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:53:30.199621+00:00",0.159420289855072,NA,NA,NA,NA,NA,"dc99305dc32a1a7a4b7d6103aa182e47533a4405",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wcuh",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9cb48e9-0324-4252-a6a4-fc419c1a6363","fagales","tracheophyta",NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead","juglans cinerea",NA,"cinerea",NA,"north carolina","3054352","accepted","species",NA,"190928ba-7772-4148-906e-e1baec147b58",NA,NA,NA,NA
"229",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053978wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"de stefano, stephen",NA,"north america",NA,"united states","usa","shawano","7ddf754f-d193-4cc9-b351-99906754a03b","1980-09-12T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"aa78bb9570aae747499b7bf20195678d98576d1c","1980-09-12","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"navarino wildlife area",NA,NA,NA,NA,NA,NA,NA,"ad323544-90a0-4e58-b5a9-4ef2477cd7ce","fagales","tracheophyta",NA,"322","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",256,"wisconsin","3054352","accepted","species",NA,"1984add5-bf42-4931-ae6c-d7cf12f12901",NA,NA,NA,NA
"230",NA,NA,"preservedspecimen",NA,"juglans cinerea","70592","magnoliopsida",NA,"17a53c97-835b-409e-8a9a-c9a7307a4965",NA,"d. roth",NA,"north america",NA,"united states","usa","apache county","7ddf754f-d193-4cc9-b351-99906754a03b","2001-05-22T00:00:00+00:00","2016-03-03T13:41:21.472103+00:00",0.231884057971014,NA,NA,NA,NA,NA,"a73fdc875e85fb1789910afa35747200bfa9750e","2001-05-22","juglandaceae",NA,NA,"juglans",NA,-109.55523,35.70757,NA,FALSE,FALSE,NA,NA,NA,NA,"asc",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"hubbell trading post national historic site, along the entrance road, south side.  inside of pasture/old agricultural field",NA,NA,NA,NA,NA,1946,NA,"ec04d8ff-9ab6-4f04-966b-9fe41c515370","fagales","tracheophyta",NA,"1147","b531ea59-025d-4c29-9d23-99ae75bcd55f","juglans cinerea",NA,"cinerea",142,"arizona","3054352","accepted","species",NA,"19c82085-b53d-4305-917d-da34e85f4d88",NA,NA,NA,NA
"231",NA,NA,"preservedspecimen",NA,"juglans cinerea","3325111","magnoliopsida","botany",NA,NA,"e. cohen",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1996-06-16","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"274319c8e7bf4f17b827f657a1c8f9a03886adc0",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"washington county.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/37d40d37b-5ead-41ce-b4db-12a1b2475ac5","fagales","tracheophyta",NA,"4","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",168,"maryland","3054352","accepted","species",NA,"19dff490-f1f7-42f9-adaf-34f5d6245161",NA,NA,NA,NA
"232",NA,NA,"preservedspecimen",NA,"juglans cinerea","b17820","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"c. sylvester",NA,"north america",NA,"united states","usa","grant","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2016-09-07T15:22:58.212325+00:00",0.188405797101449,NA,NA,NA,NA,NA,"a19ff30a002b21b5c788c06735f21292c78635ee",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"boscobel","1109ef0e-3e60-47de-846f-aea4bdf5f4bf","fagales","tracheophyta",NA,NA,"c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",NA,"wisconsin","3054352","accepted","species",NA,"19f50c81-56d7-48d4-9295-709bcefe6ccc",NA,NA,NA,NA
"233",NA,NA,"preservedspecimen",NA,"juglans cinerea","farm-0020573","magnoliopsida",NA,"8096c73b-8c2c-4a78-8cef-24ba658a259a",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T22:24:59.157694+00:00",0.144927536231884,NA,NA,NA,NA,NA,"be290045bb488ba33a75062d8448c9964fd4fdf0",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"farm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a926ce53-2bcf-415d-b8ed-43dbe3a11bde","fagales","tracheophyta",NA,NA,"a16dc8d8-ff4a-4d62-a684-2937fb292b8d","juglans cinerea",NA,"cinerea",NA,"virginia","3054352","accepted","species",NA,"1a126c90-5a6d-4eab-ae72-dee064c920dc",NA,NA,NA,NA
"234",NA,NA,"preservedspecimen",NA,"juglans cinerea","yu.074575","magnoliopsida","yu","urn:lsid:biocol.org:col:14791",NA,"j. k. small",NA,"north america",NA,"united states","usa","lancaster","7ddf754f-d193-4cc9-b351-99906754a03b","1891-05-14T00:00:00+00:00","2016-01-27T21:25:22.884015+00:00",0.217391304347826,NA,NA,NA,NA,NA,"a8bd1c5fd6de9c472832938496c4d3ca637ab06b","1891-05-14","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"yale peabody museum of natural history",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conewago","urn:uuid:12753c06-f14f-477e-a68f-f26b5728cf50","fagales","tracheophyta",NA,NA,"7a8d946d-083f-4d2a-9cc9-cd590398194f","juglans cinerea",NA,"cinerea",134,"pennsylvania","3054352","accepted","species",NA,"1a4a7cb1-8bcd-4626-b2b4-ec5a3b84e3ab",NA,NA,NA,NA
"235",NA,NA,"preservedspecimen",NA,"juglans cinerea","uvmvt058510","magnoliopsida",NA,"58ab88f3-0034-461c-9c44-9e525c4d360f",NA,NA,NA,"north america",8251,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:28:40.599863+00:00",0.188405797101449,NA,NA,NA,NA,NA,"e924cdd712b6df905548ac393c94de01f5b185c9",NA,"juglandaceae",NA,NA,"juglans",NA,-73.29317,43.80625,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"vt",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orwell","8f1a2a72-7ec0-4400-bfa1-c4d07c62c4d1","fagales","tracheophyta",NA,NA,"3027c437-cdb3-4072-9410-5a46ec3b1fd5","juglans cinerea",NA,"cinerea",NA,"vermont","3054352","accepted","species",NA,"1a6aad49-317d-4c02-834d-cca40d8c0dfd",NA,NA,NA,NA
"236",NA,NA,"preservedspecimen",NA,"juglans cinerea","2162668","magnoliopsida","v",NA,NA,"d. c. eaton",NA,NA,NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1858-02-11","2021-02-09T22:14:00.090371+00:00",0.130434782608696,NA,NA,NA,NA,NA,"12446a9655cdd5323e14970e47e70565af68a47d",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"o",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"hills by the naugatuck river",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:o:v:2162668","fagales","tracheophyta",NA,NA,"e6ccc2bd-9451-4802-8a51-8640d9f09793","juglans cinerea",NA,"cinerea",42,NA,"3054352","accepted","species",NA,"1aa3f8cb-b4fd-4e4c-97c1-775b84e5bb6e",NA,NA,NA,NA
"237",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053976wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"iltis, hugh",NA,"north america",NA,"united states","usa","sawyer","7ddf754f-d193-4cc9-b351-99906754a03b","1974-08-13T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"3011a2eb3f97b710f773d6e6c09bc298d979dc29","1974-08-13","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"n end of lake of pines",NA,NA,NA,NA,NA,NA,NA,"03fc805b-00b3-434b-ad52-a2ee907c9a74","fagales","tracheophyta",NA,"27686","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",225,"wisconsin","3054352","accepted","species",NA,"1ad758eb-edfe-42b6-8de7-fe7981d55ba3",NA,NA,NA,NA
"238",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00566635","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"0cd1e3dd28da8e582db55d36836c69da8d0a4805",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04674506-3647-45e8-89d3-d75531662f30","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"1b0ac94f-9f28-4b3e-ae7d-3d789e3a4dc5",NA,NA,NA,NA
