"","associatedsequences","barcodevalue","basisofrecord","bed","canonicalname","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","coordinateuncertainty","country","countrycode","county","datasetid","datecollected","datemodified","dqs","earliestageorloweststage","earliesteonorlowesteonothem","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","genus","geologicalcontextid","geopoint.lon","geopoint.lat","group","hasImage","hasMedia","highertaxon","highestbiostratigraphiczone","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latesteonorhighesteonothem","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","query","recordnumber","recordset","scientificname","sort","specificepithet","startdayofyear","stateprovince","taxonid","taxonomicstatus","taxonrank","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody"
"1",NA,NA,"preservedspecimen",NA,"juglans cinerea","89803","magnoliopsida","botany",NA,NA,"johnson, frank w.",NA,"north america",NA,"united states","usa","cattaraugus","7ddf754f-d193-4cc9-b351-99906754a03b","1921-05-30T00:00:00+00:00","2018-07-13T10:41:45.722274+00:00",0.260869565217391,NA,NA,NA,NA,NA,"113396a38a4f9acd260c65249f87deca0e6f8bcb","1921-05-30","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"magnoliophyta | juglandaceae | juglans",NA,NA,NA,"buf","http://grbio.org/institution/buffalo-society-natural-sciences",NA,"plantae",NA,NA,NA,NA,NA,NA,",,, cattaraugus indian reservation",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:buf:botany:89803","fagales","tracheophyta",NA,"319","d478c23a-1993-443d-85ea-308870606626","juglans cinerea",NA,"cinerea",150,"new york","3054352","accepted","species",NA,"00763790-7f4d-46d3-a48c-a944b3b5f56e","may 30, 1921","usa | new york | cattaraugus | ,,, cattaraugus indian reservation",NA,NA
"2",NA,NA,"preservedspecimen",NA,"juglans cinerea","b144881","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"l. leitner",NA,"north america",NA,"united states","usa","dodge","7ddf754f-d193-4cc9-b351-99906754a03b","1988-07-13T00:00:00+00:00","2016-09-07T15:22:58.212325+00:00",0.246376811594203,NA,NA,NA,NA,NA,"b3d86feead9a46bd861757493eca04012336eecd","1988-07-13","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mayville","42724b6c-d4c9-481a-8446-90dc618ebb8f","fagales","tracheophyta",NA,"1184","c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",195,"wisconsin","3054352","accepted","species",NA,"00775c16-d8e0-4ea2-8994-7ddfb88ff299",NA,NA,NA,NA
"3",NA,NA,"preservedspecimen",NA,"juglans cinerea","000103040","magnoliopsida",NA,"5082277f-dd49-4b22-9e2d-746d2fb233b4",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:55:49.936938+00:00",0.144927536231884,NA,NA,NA,NA,NA,"b684503ae1d88993e253edc5e048d2ce867b44f8",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"fsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:f92d72d2-b8ec-430e-ae33-a16e3b29711e","fagales","tracheophyta",NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d","juglans cinerea",NA,"cinerea",NA,"wisconsin","3054352","accepted","species",NA,"007fa2e8-d8c9-4786-9e9c-691e4d132591",NA,NA,NA,NA
"4",NA,NA,"preservedspecimen",NA,"juglans cinerea","cm034099","magnoliopsida","botany","a3883acd-bc7d-40f2-a6e4-372a3435e5d1",NA,"jennings, o.e.",NA,"north america",NA,"united states","usa","centre","7ddf754f-d193-4cc9-b351-99906754a03b","1917-06-02T00:00:00+00:00","2021-02-09T23:59:03.942712+00:00",0.289855072463768,NA,NA,NA,NA,NA,"41a5f58e4509ef59d448d57f9cd1878473712553","1917-06-02","juglandaceae",NA,NA,"juglans",NA,-77.77830125,40.75173157,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"cm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"boalsburg to bear meadows",NA,NA,NA,NA,NA,NA,NA,"635179d6-bacb-438f-a8ce-1592fc66f094","fagales","tracheophyta",NA,"s.n.","db6c3db9-1e6d-4def-af29-33aa0339bfa9","juglans cinerea",NA,"cinerea",153,"pennsylvania","3054352","accepted","species",NA,"008cee0e-5a85-4148-b134-bc85487e32c1","2 jun 1917",NA,NA,NA
"5",NA,NA,"preservedspecimen",NA,"juglans cinerea","uvmvt058511","magnoliopsida","vt","urn:lsid:biocol.org:col:15545",NA,NA,NA,"north america",8078,"united states","usa","lamoille","7ddf754f-d193-4cc9-b351-99906754a03b","1893-07-01T00:00:00+00:00","2018-07-13T10:40:15.713444+00:00",0.231884057971014,NA,NA,NA,NA,NA,"ab77e6d60f8ce9bc129100f990aa771bdc1e8ce6","1893-07-01","juglandaceae",NA,NA,"juglans",NA,-72.68504,44.64796,NA,TRUE,TRUE,NA,NA,NA,NA,"university of vermont",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"johnson","426c5313-e0d0-4ca8-9a9c-f5f5437796f3","fagales","tracheophyta",NA,NA,"ba54ba45-caac-4708-a389-ac94642976f8","juglans cinerea",NA,"cinerea",182,"vermont","3054352","accepted","species",NA,"0095ea7c-c3f8-46f0-a611-69587b7ce386",NA,NA,NA,NA
"6",NA,NA,"preservedspecimen",NA,"juglans cinerea","2162670","magnoliopsida","v",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2021-02-09T22:14:00.090371+00:00",0.0579710144927536,NA,NA,NA,NA,NA,"5b1284042edf1a7a3a91b1531881239813c826d3",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"o",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:o:v:2162670","fagales","tracheophyta",NA,NA,"e6ccc2bd-9451-4802-8a51-8640d9f09793","juglans cinerea",NA,"cinerea",NA,NA,"3054352","accepted","species",NA,"00d9cb29-661f-4a68-97d6-a03de5450d3d",NA,NA,NA,NA
"7",NA,NA,"preservedspecimen",NA,"juglans cinerea","clems0071869","magnoliopsida",NA,"81b5c57b-5f26-423f-93b6-d4dc434fe707",NA,NA,NA,"north america",NA,"united states","usa","vinton","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T22:11:44.586544+00:00",0.159420289855072,NA,NA,NA,NA,NA,"4fa94a549b1d7569c7524751265f16d1174cf983",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"clems",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fd2e8e59-4bbd-421d-9f91-64131c79c856","fagales","tracheophyta",NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c","juglans cinerea",NA,"cinerea",NA,"ohio","3054352","accepted","species",NA,"00db5779-9e14-4658-a76e-15ab9c2f8ada",NA,NA,NA,NA
"8",NA,NA,"preservedspecimen",NA,"juglans cinerea","brit120994","magnoliopsida","vdb","9bec1885-8556-470e-80f3-f31ed15228b0",NA,"milo pyne",NA,"north america",NA,"united states","usa","lawrence","7ddf754f-d193-4cc9-b351-99906754a03b","1993-01-04","2021-01-01T09:08:47.852700+00:00",0.217391304347826,NA,NA,NA,NA,NA,"c64c5436620b0f3a45be13a011430c9601556719",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"vdb",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19e8dc87-3418-431b-a324-0d33f6107df5","fagales","tracheophyta",NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c","juglans cinerea",NA,"cinerea",4,"tennessee","3054352","accepted","species",NA,"00e61f26-1f4c-4ff4-af07-728241fc5082",NA,NA,NA,NA
"9",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00569398","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"37e4732e4b5371098c516059dbfbd354c90e9dd4",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e299ac24-6d50-4596-a13f-872dfb934a99","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"00ecd26e-1f0b-491e-be4c-6b94412ffd4f",NA,NA,NA,NA
"10",NA,NA,"preservedspecimen",NA,"juglans cinerea","pac0020550","magnoliopsida",NA,"512d3c7f-fb50-4ef3-b2fd-4e1847b513fc",NA,"w. f. westerfeld",NA,"north america",NA,"united states","usa","mifflin","7ddf754f-d193-4cc9-b351-99906754a03b","1955-08-06T00:00:00+00:00","2020-11-06T21:46:20.107938+00:00",0.246376811594203,NA,NA,NA,NA,NA,"df90362d2d164d0e8fc8e4cdb43a745b8f1c570f","1955-08-06","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"pac",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"4 miles ssw of belleville",NA,NA,NA,NA,NA,NA,NA,"34c66709-f8cd-47ac-8f7e-a4dafb8186ca","fagales","tracheophyta",NA,"16546","46c11153-2154-495d-89d2-7cdef6425cdb","juglans cinerea",NA,"cinerea",218,"pennsylvania","3054352","accepted","species",NA,"00fdc1fe-1aa5-4c01-9c9e-a2a9323ecd25",NA,NA,NA,NA
"11",NA,NA,"preservedspecimen",NA,"juglans cinerea","ills00015418","magnoliopsida",NA,"b01784c6-c5d7-11e4-b6af-00163e00498d",NA,"r.a. evers",NA,"north america",NA,"united states","usa","adams","7ddf754f-d193-4cc9-b351-99906754a03b","1954-06-17T00:00:00+00:00","2018-08-24T10:38:56.047928+00:00",0.231884057971014,NA,NA,NA,NA,NA,"2eaeac24df96d6a1c6cac593301af78b775d9795","1954-06-17","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"ills",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"creekbank at the gorge, east of fall creek.",NA,NA,NA,NA,NA,NA,NA,"c2ab4ca3-0eac-43c7-a989-bff38bbeed09","fagales","tracheophyta",NA,"43765","f0174bc9-0cca-450e-a941-655d80040139","juglans cinerea",NA,"cinerea",168,"illinois","3054352","accepted","species",NA,"0105b34a-5d53-4eae-9fa4-95ae6178427c",NA,NA,NA,NA
"12",NA,NA,"preservedspecimen",NA,"juglans cinerea","ind-0065180","magnoliopsida",NA,"28be2df2-5062-4277-a5d8-fdd890b9b10b",NA,"charles c. deam",NA,"north america",350,"united states","usa","porter","7ddf754f-d193-4cc9-b351-99906754a03b","1911-06-17T00:00:00+00:00","2020-11-06T21:41:38.854593+00:00",0.27536231884058,NA,NA,NA,NA,NA,"79cfa1e8eb1f5f29e204792c22c26c3bb4e735c9","1911-06-17","juglandaceae",NA,NA,"juglans",NA,-87.159201,41.61976,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ind",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"near willis stop along the south shore line [wilson]",NA,NA,NA,NA,NA,NA,NA,"8c75b91c-8f06-4230-9aa1-7e260a59db94","fagales","tracheophyta",NA,"8798","0dab1fc7-ca99-456b-9985-76edbac003e0","juglans cinerea",NA,"cinerea",168,"indiana","3054352","accepted","species",NA,"010aaeaa-145f-4dc2-ba95-e157f0420766","june 17, 1911",NA,NA,NA
"13",NA,NA,"preservedspecimen",NA,"juglans cinerea","cbs.023524","magnoliopsida","cbs","http://grbio.org/cool/x0m9-a3bs",NA,"j. f. smith",NA,"north america",5641,"united states","usa","hartford county","7ddf754f-d193-4cc9-b351-99906754a03b","1932-05-21T00:00:00+00:00","2016-03-21T21:43:25.444854+00:00",0.246376811594203,NA,NA,NA,NA,NA,"63798e31feb1d027c40470c3b515075c55b09d06","1932-05-21","juglandaceae",NA,NA,"juglans",NA,-72.7411,41.9425,NA,TRUE,TRUE,NA,NA,NA,NA,"yale peabody museum of natural history",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"east granby","urn:uuid:846f37e7-9a27-4323-8bdd-72c8eb44c747","fagales","tracheophyta",NA,NA,"09edf7d2-e68e-4a42-93da-762f86bb814f","juglans cinerea",NA,"cinerea",142,"connecticut","3054352","accepted","species",NA,"01347169-0a42-499d-a60b-1e13396146c6",NA,NA,NA,NA
"14",NA,NA,"preservedspecimen",NA,"juglans cinerea","31234100507878","magnoliopsida",NA,"0fdd3b88-7ca2-48ad-92e0-23e26acec000",NA,"timothy j. weckman",NA,"north america",NA,"united states","usa","lawrence","7ddf754f-d193-4cc9-b351-99906754a03b","2006-11-07","2020-11-06T22:23:56.868708+00:00",0.202898550724638,NA,NA,NA,NA,NA,"a1759511f8f8b86b10d942b8f72e2a49f6595d74",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"eky",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89f94a34-1c44-475d-95e4-0db4f489b02b","fagales","tracheophyta",NA,NA,"20360fae-574a-4d63-b9f6-47b1cc07fd22","juglans cinerea",NA,"cinerea",311,"kentucky","3054352","accepted","species",NA,"0146b564-42e9-4765-9941-1d7f31e5aff5",NA,NA,NA,NA
"15",NA,NA,"preservedspecimen",NA,"juglans cinerea","mca0009948","magnoliopsida",NA,"55fdb420-7811-41cb-a773-76ce44df5412",NA,"r. l. schaeffer, jr.",NA,"north america",3479,"united states","usa","lehigh","7ddf754f-d193-4cc9-b351-99906754a03b","1967-07-27T00:00:00+00:00","2020-11-06T21:45:08.495541+00:00",0.27536231884058,NA,NA,NA,NA,NA,"77244cc9e188c5deb1f6c11137b66fe1c688e72a","1967-07-27","juglandaceae",NA,NA,"juglans",NA,-75.615279,40.548152,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"mca",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"1/2 mile w of trexlertown",NA,NA,NA,NA,NA,NA,NA,"75ac75ac-45f0-4094-a566-e3372b2bf2da","fagales","tracheophyta",NA,"77650","005ac06a-3d9a-46ad-ac3c-062aaa5b7059","juglans cinerea",NA,"cinerea",208,"pennsylvania","3054352","accepted","species",NA,"015f073e-8c44-42de-a92c-97f680dab4fb",NA,NA,NA,NA
"16",NA,NA,"preservedspecimen",NA,"juglans cinerea","tenn-v-0077196","magnoliopsida",NA,"565b6f19-288f-4614-a4c9-b09448e96547",NA,"r. dale thomas",NA,"north america",NA,"united states","usa","sevier","7ddf754f-d193-4cc9-b351-99906754a03b","1965-10-15","2020-10-14T13:41:04.379841+00:00",0.202898550724638,NA,NA,NA,NA,NA,"60986f7c9ed9111545d1da778b614b893a95dbd2",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"tenn",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d6e2b570-c6a9-4c3b-aa19-e2ba344cb487","fagales","tracheophyta",NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f","juglans cinerea",NA,"cinerea",288,"tennessee","3054352","accepted","species",NA,"0165f383-8090-4ae0-838a-59e26bb121db",NA,NA,NA,NA
"17",NA,NA,"preservedspecimen",NA,"juglans cinerea","751835","magnoliopsida","botany",NA,NA,"j. h. schuette",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1886-06-02","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"1e885140803003fd3992e0860a40e2ac0c2da265",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"brown co.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3c7e4dec5-6e49-4d40-970e-fef28b1ed4db","fagales","tracheophyta",NA,"s.n.","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",153,"wisconsin","3054352","accepted","species",NA,"017ae0d9-a371-43f7-b533-cf92f73b33a8",NA,NA,NA,NA
"18",NA,NA,"preservedspecimen",NA,"juglans cinerea","ncsc00013740","magnoliopsida","ncsc","024f44f2-a2f5-4daa-b306-c11efb5aa4d0",NA,"james w. hardin",NA,"north america",NA,"united states","usa","transylvania","7ddf754f-d193-4cc9-b351-99906754a03b","1989-06-23T00:00:00+00:00","2020-11-06T22:13:11.106411+00:00",0.27536231884058,NA,NA,NA,NA,NA,"da664fd18a784b9bf1021474ca81dd783078e7e9","1989-06-23","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ncsc",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"along small creek off nc 191, n. of brevard.",NA,NA,NA,NA,NA,NA,NA,"e1d2533c-5a02-4248-a8fd-9a31662e2b3e","fagales","tracheophyta",NA,"13909","aca26f37-3ec8-4e9e-b927-50b4944a0096","juglans cinerea",NA,"cinerea",174,"north carolina","3054352","accepted","species",NA,"018c9698-b5ec-4777-8e5b-f0ff8a7630ee","june 23, 1989",NA,NA,NA
"19",NA,NA,"preservedspecimen",NA,"juglans cinerea","475792","magnoliopsida","botany",NA,NA,"g. b. sudworth",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1897-08-03","2019-09-22T23:50:38.872592+00:00",0.231884057971014,NA,NA,NA,NA,NA,"64446ae78e825229cc7c357d647624a0492c129d",NA,"juglandaceae",NA,NA,"juglans",NA,-77.0306,38.8892,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"agriculture grounds",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3b46a6d4a-be76-4566-9653-5862bdc3180c","fagales","tracheophyta",NA,"s.n.","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",215,"washington, d.c.","3054352","accepted","species",NA,"0191c11c-3ff5-405c-af4b-1cd54215d107","03 aug 1897",NA,NA,NA
"20",NA,NA,"preservedspecimen",NA,"juglans cinerea","eiu079464","magnoliopsida",NA,"27dc3568-b638-4917-afcf-3dd7eac73cf9",NA,"loy r. phillippe",NA,"north america",NA,"united states","usa","schuyler","7ddf754f-d193-4cc9-b351-99906754a03b","2011-10-04T00:00:00+00:00","2020-11-06T21:32:07.823353+00:00",0.260869565217391,NA,NA,NA,NA,NA,"04b1c41bdfa256f53eb18b88ddfda27b70c65508","2011-10-04","juglandaceae",NA,NA,"juglans",NA,-90.43761,40.11934,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"eiu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"in headwaters of intermittent stream leading into sugar creek, south of scab hollow creek and north of mill creek. east of scab hollow road. about 0.75 mile directly northeast of pleasant view, illinois.; 40.11966 -90.43827",NA,NA,NA,NA,NA,198,NA,"8537174b-a49f-4ac9-b4db-58323875a25a","fagales","tracheophyta",NA,"43060","cb33cf97-2a7b-4b45-9b73-5aca568332a6","juglans cinerea",NA,"cinerea",277,"illinois","3054352","accepted","species",NA,"01bc691d-f5c5-47b6-acd3-cb6f3bbc4306","4 october 2011",NA,NA,NA
"21",NA,NA,"preservedspecimen",NA,"juglans cinerea","ind-0065176","magnoliopsida",NA,"28be2df2-5062-4277-a5d8-fdd890b9b10b",NA,"charles c. deam",NA,"north america",650,"united states","usa","morgan","7ddf754f-d193-4cc9-b351-99906754a03b","1911-03-05T00:00:00+00:00","2020-11-06T21:41:38.854593+00:00",0.27536231884058,NA,NA,NA,NA,NA,"e4f8bab9e0115f3eae391892c6ca8938d08a3919","1911-03-05","juglandaceae",NA,NA,"juglans",NA,-86.425944,39.500174,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ind",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"agbout 2 miles south-west of centerton",NA,NA,NA,NA,NA,NA,NA,"6ac2bed2-d0fc-4598-a608-a60f9336ae6b","fagales","tracheophyta",NA,"7718","0dab1fc7-ca99-456b-9985-76edbac003e0","juglans cinerea",NA,"cinerea",64,"indiana","3054352","accepted","species",NA,"01edf1e2-e7e0-48c0-bced-bd5fbc03e857","march 5, 1911",NA,NA,NA
"22",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053865wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"fassett, n.; drescher, a.; sieker, george",NA,"north america",NA,"united states","usa","marathon","7ddf754f-d193-4cc9-b351-99906754a03b","1932-05-21T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"4662d6610afa49833485a80dadde2cd231693ef9","1932-05-21","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"mosinee hill",NA,NA,NA,NA,NA,NA,NA,"a4f454ce-02e1-4a33-b2a0-a341187e08fe","fagales","tracheophyta",NA,"14068","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",142,"wisconsin","3054352","accepted","species",NA,"01f1c5f7-4833-443c-99aa-0073c8c99dd0",NA,NA,NA,NA
"23",NA,NA,"preservedspecimen",NA,"juglans cinerea","sim0000368","magnoliopsida",NA,"ce5d3f76-3855-4cda-aaf9-fce6d12f7bfb",NA,"william t. davis",NA,"north america",NA,"united states","usa","richmond","7ddf754f-d193-4cc9-b351-99906754a03b","1905-11-08","2020-11-06T21:21:36.477772+00:00",0.202898550724638,NA,NA,NA,NA,NA,"08c624fc0631ac072e26baba30b93cbd41f23b1f",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"sim",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6ac041a0-6972-4115-b079-b21f67baa5e8","fagales","tracheophyta",NA,NA,"7e4aacd3-0a24-49ab-b019-518b7069b682","juglans cinerea",NA,"cinerea",312,"new york","3054352","accepted","species",NA,"021b82dd-609b-4dd0-b2e1-754ae3509e50",NA,NA,NA,NA
"24",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053965wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"ream, catherine",NA,"north america",NA,"united states","usa","sauk","7ddf754f-d193-4cc9-b351-99906754a03b","1962-05-19T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"6ff1261bd05263612e9c653ad51a5103e1b49693","1962-05-19","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"honey creek valley",NA,NA,NA,NA,NA,NA,NA,"3a219f4c-1544-482a-847a-b9e9c21075e7","fagales","tracheophyta",NA,"s.n.","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",139,"wisconsin","3054352","accepted","species",NA,"0243d0bb-6484-4c60-84ad-fc0c945f5192",NA,NA,NA,NA
"25",NA,NA,"preservedspecimen",NA,"juglans cinerea",NA,"magnoliopsida",NA,"f08f07c6-fb9a-4b6b-b008-732821e604e3",NA,"loewe",NA,NA,NA,NA,NA,NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:34:58.124836+00:00",0.144927536231884,NA,NA,NA,NA,NA,"dcf51e13beb88a597bb20b5508a1a99e5549c012",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"mary",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"north america [tms]",NA,NA,NA,NA,NA,NA,NA,"a961b97e-a4af-4951-8d35-735386a07411","fagales","tracheophyta",NA,"s.n.","e6eba8cd-fa2c-4ba2-bec0-6841e7633695","juglans cinerea",NA,"cinerea",NA,NA,"3054352","accepted","species",NA,"02784ddb-71ea-463d-9c1a-9769e3faaaed",NA,NA,NA,NA
